Date,Machine,Group,Island,Open,High,Low,Close,Source,PointCount
2026/08/28,0035,8,s2,0,4224,-6844,4224,svg,38
2026/08/28,0036,9,s2,0,3707,-2933,0,svg,42
2026/08/28,0037,1,s2,0,1810,-622,517,svg,42
2026/08/28,0038,2,s2,0,13966,0,13621,svg,44
2026/08/28,0039,3,s3,0,7759,-7733,-7733,svg,38
2026/08/28,0040,4,s3,0,12241,0,8448,svg,38
2026/08/28,0041,5,s3,0,2931,-10311,-178,svg,42
2026/08/28,0042,6,s3,0,862,-10844,-5689,svg,37
2026/08/28,0043,7,s3,0,7155,0,3103,svg,42
2026/08/28,0044,8,s3,0,17241,0,8103,svg,32
2026/08/28,0045,9,s3,0,0,-19556,-19556,svg,44
2026/08/28,0046,1,s3,0,20826,-6128,14876,svg,39
2026/08/28,0047,2,s3,0,0,-20936,-20936,svg,41
2026/08/28,0048,3,s3,0,0,-14222,-12089,svg,39
2026/08/28,0049,4,s3,0,5345,-6044,-6044,svg,37
2026/08/28,0050,5,s3,0,0,-20426,-10979,svg,37
2026/08/28,0051,6,s3,0,28077,-11104,28077,svg,46
2026/08/28,0052,7,s3,0,0,-19911,-15644,svg,42
2026/08/28,0053,8,s3,0,29504,-255,29504,svg,47
2026/08/28,0054,9,s3,0,0,-12622,-12622,svg,32
2026/08/28,0055,1,s3,0,11552,-533,10862,svg,38
2026/08/28,0056,2,s3,0,0,-14222,-14222,svg,39
2026/08/28,0057,3,s3,0,5172,-17422,5172,svg,43
2026/08/28,0058,4,s4,0,0,-14756,-14756,svg,41
2026/08/28,0059,5,s4,0,13621,-1244,172,svg,47
2026/08/28,0060,6,s4,0,1379,-6489,-4356,svg,43
2026/08/28,0061,7,s4,0,0,-16711,-7111,svg,41
2026/08/28,0062,8,s4,0,16207,-1600,8621,svg,42
2026/08/28,0063,9,s4,0,27273,-3064,27273,svg,42
2026/08/28,0064,1,s4,0,0,-11556,-5156,svg,39
2026/08/28,0065,2,s4,0,6552,-6222,1810,svg,42
2026/08/28,0066,3,s4,0,8707,-8178,8448,svg,37
2026/08/28,0067,4,s4,0,9655,-1244,5690,svg,44
2026/08/28,0068,5,s4,0,4397,-4711,-4000,svg,45
2026/08/28,0069,6,s4,0,345,-13156,-1244,svg,45
2026/08/28,0070,7,s4,0,21570,-766,18099,svg,34
2026/08/28,0071,8,s4,0,9138,-4444,9138,svg,42
2026/08/28,0072,9,s4,0,0,-13867,-13867,svg,37
2026/08/28,0073,1,s4,0,19483,-4089,15517,svg,43
2026/08/28,0074,2,s4,0,0,-24255,-24255,svg,34
2026/08/28,0075,3,s4,0,0,-14933,-9422,svg,45
2026/08/28,0076,4,s4,0,4741,-5156,1207,svg,29
2026/08/28,0077,5,s4,0,9397,-5511,7328,svg,47
2026/08/28,0118,1,s7,0,12931,-3556,12931,svg,34
2026/08/28,0119,2,s7,0,6121,-8711,6121,svg,49
2026/08/28,0120,3,s7,0,0,-2489,-2489,svg,39
2026/08/28,0121,4,s7,0,0,-3911,-2756,svg,29
2026/08/28,0148,4,s8,0,0,-2311,-2311,svg,17
2026/08/28,0149,5,s8,0,0,-14756,-14756,svg,44
2026/08/28,0150,6,s8,0,0,-622,-622,svg,48
2026/08/28,0151,7,s8,0,4310,-6489,1810,svg,55
2026/08/28,0152,8,s8,0,17586,-2844,16724,svg,42
2026/08/28,0153,9,s8,0,0,-5778,-5778,svg,33
2026/08/28,0154,1,s9,0,5086,-4533,3621,svg,28
2026/08/28,0155,2,s9,0,0,-3022,-3022,svg,33
2026/08/28,0156,3,s9,0,690,-4800,-4800,svg,27
2026/08/28,0157,4,s9,0,15517,-889,14655,svg,26
2026/08/28,0158,5,s9,0,0,-6400,-6400,svg,31
2026/08/28,0159,6,s9,0,10172,-889,9655,svg,36
2026/08/28,1015,7,sl2,0,0,-640,-640,svg,35
2026/08/28,1016,8,sl2,0,0,-1191,-1191,svg,43
2026/08/28,1017,9,sl2,0,0,-1333,-1333,svg,43
2026/08/28,1018,1,sl2,0,0,-71,-71,svg,28
2026/08/28,1173,3,sl1,0,0,-4722,-4505,svg,40
2026/08/28,1174,4,sl1,0,0,-924,-622,svg,54
2026/08/28,1175,5,sl1,0,0,-2098,-996,svg,43
2026/08/28,1176,6,sl1,0,86,-1262,-818,svg,31
2026/08/28,1177,7,sl1,0,52,-1476,-1102,svg,39
2026/08/28,1178,8,sl1,0,0,-3129,-3058,svg,31
2026/08/28,1179,9,sl1,0,0,-1547,-1511,svg,36
2026/08/28,1180,1,sl1,0,103,-2347,-2347,svg,27
