group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,4,0.75,False,10:15,0064,4,10:15,4,1,0,1,0,0,0,7,672,1,21716,3
g2,7,0,False,10:11,0056,1,10:10,1,1,0,1,0,0,0,8,-4051,7,4657,6
g3,3,0.8,False,10:13,0039,3,10:10,2,1,0,1,2,1,3,2,-5254,9,-4100,7
g4,8,0,False,10:11,0049,2,10:10,3,2,0,2,0,0,0,9,-1723,5,34999,1
g5,6,0.2,False,12:11,0041,8,12:10,8,2,0,2,1,2,3,3,-2509,6,20295,4
g6,1,1,False,11:21,0069,6,11:20,6,1,0,1,1,2,3,4,-5188,8,20258,5
g7,5,0.5,False,11:52,0052,7,11:50,7,1,0,1,1,1,2,6,-1574,4,-4648,8
g8,9,0,False,10:52,0071,5,10:50,5,1,0,1,2,1,3,5,-544,2,27984,2
g9,2,1,False,12:47,0045,9,12:45,9,1,0,1,1,4,5,1,-1537,3,-23478,9
