group,machines,machine_count,initial_hit_count,unique_machines_with_initial_hit,09-12_initial_hit_count,12-15_initial_hit_count,15-18_initial_hit_count,18-close_initial_hit_count,final_total
g1,"046,055,064,073",4,14,3,4,6,4,0,21716
g2,"047,056,065,074",4,19,4,3,3,5,8,4657
g3,"039,048,057,066,075",5,15,5,6,3,6,0,-4100
g4,"040,049,058,067,076",5,21,5,3,7,9,2,34999
g5,"041,050,059,068,077",5,23,5,0,13,5,5,20295
g6,"042,051,060,069",4,23,4,3,9,5,6,20258
g7,"043,052,061,070",4,8,3,1,3,3,1,-4648
g8,"044,053,062,071",4,17,4,3,6,6,2,27984
g9,"045,054,063,072",4,15,4,0,6,6,3,-23478
