Date,Machine,Group,Island,Open,High,Low,Close,Source,PointCount
2026/08/30,0035,8,s2,0,2155,-7289,-7289,svg,45
2026/08/30,0036,9,s2,0,4483,-2756,-2489,svg,46
2026/08/30,0037,1,s2,0,0,-9333,-8267,svg,46
2026/08/30,0038,2,s2,0,5172,-1956,3793,svg,40
2026/08/30,0039,3,s3,0,22314,-9702,22314,svg,48
2026/08/30,0040,4,s3,0,0,-11200,-11200,svg,47
2026/08/30,0041,5,s3,0,4569,-8000,1810,svg,50
2026/08/30,0042,6,s3,0,6379,-10489,6379,svg,40
2026/08/30,0043,7,s3,0,2586,-15644,1552,svg,35
2026/08/30,0044,8,s3,0,6293,-9600,3621,svg,45
2026/08/30,0045,9,s3,0,0,-20170,-20170,svg,40
2026/08/30,0046,1,s3,0,4310,-7022,3621,svg,45
2026/08/30,0047,2,s3,0,0,-10133,-6578,svg,44
2026/08/30,0048,3,s3,0,5431,-5422,-4267,svg,41
2026/08/30,0049,4,s3,0,46094,-8158,46094,svg,46
2026/08/30,0050,5,s3,0,6034,-7111,3966,svg,46
2026/08/30,0051,6,s3,0,0,-11200,-11200,svg,44
2026/08/30,0052,7,s3,0,17241,-1422,16552,svg,38
2026/08/30,0053,8,s3,0,0,-24511,-24511,svg,39
2026/08/30,0054,9,s3,0,0,-17422,-11556,svg,47
2026/08/30,0055,1,s3,0,0,-13511,-13511,svg,39
2026/08/30,0056,2,s3,0,38462,-5455,38462,svg,48
2026/08/30,0057,3,s3,0,17414,-4978,15862,svg,42
2026/08/30,0058,4,s4,0,10172,-2489,-178,svg,42
2026/08/30,0059,5,s4,0,10517,-6756,5172,svg,37
2026/08/30,0060,6,s4,0,6724,-5956,2931,svg,35
2026/08/30,0061,7,s4,0,15517,-9067,15345,svg,48
2026/08/30,0062,8,s4,0,7414,-1333,-1333,svg,44
2026/08/30,0063,9,s4,0,19310,-8889,15862,svg,39
2026/08/30,0064,1,s4,0,11034,-6933,-6933,svg,41
2026/08/30,0065,2,s4,0,2931,-9689,-9689,svg,43
2026/08/30,0066,3,s4,0,690,-12444,-8000,svg,46
2026/08/30,0067,4,s4,0,7931,-9511,7069,svg,44
2026/08/30,0068,5,s4,0,0,-14756,-12800,svg,48
2026/08/30,0069,6,s4,0,8966,-12800,6552,svg,43
2026/08/30,0070,7,s4,0,517,-10311,-10311,svg,45
2026/08/30,0071,8,s4,0,2500,-7378,431,svg,41
2026/08/30,0072,9,s4,0,3190,-2133,-2133,svg,49
2026/08/30,0073,1,s4,0,9397,-2133,603,svg,46
2026/08/30,0074,2,s4,0,0,-17778,-17778,svg,39
2026/08/30,0075,3,s4,0,21074,-3574,19339,svg,53
2026/08/30,0076,4,s4,0,22314,-4340,20331,svg,39
2026/08/30,0077,5,s4,0,9655,-4178,9655,svg,43
2026/08/30,0118,1,s7,0,0,-16178,-16178,svg,32
2026/08/30,0119,2,s7,0,0,-13867,-13867,svg,28
2026/08/30,0120,3,s7,0,0,-3200,-3200,svg,51
2026/08/30,0121,4,s7,0,16207,-1244,15000,svg,30
2026/08/30,0148,4,s8,0,0,-2578,-2578,svg,51
2026/08/30,0149,5,s8,0,0,-4622,-4622,svg,53
2026/08/30,0150,6,s8,0,0,-2844,-2844,svg,47
2026/08/30,0151,7,s8,0,0,-12089,-12089,svg,44
2026/08/30,0152,8,s8,0,0,-3822,-3822,svg,38
2026/08/30,0153,9,s8,0,6034,-89,3017,svg,45
2026/08/30,0154,1,s9,0,0,-1600,-1600,svg,33
2026/08/30,0155,2,s9,0,15517,-889,2241,svg,35
2026/08/30,0156,3,s9,0,690,-17422,-17422,svg,39
2026/08/30,0157,4,s9,0,0,-5956,-5956,svg,42
2026/08/30,0158,5,s9,0,7845,-2133,5431,svg,38
2026/08/30,0159,6,s9,0,172,-11733,-11733,svg,31
2026/08/30,1015,7,sl2,0,0,-2311,-2311,svg,43
2026/08/30,1016,8,sl2,0,0,-1191,-1084,svg,38
2026/08/30,1017,9,sl2,0,0,-1102,-1102,svg,49
2026/08/30,1018,1,sl2,0,0,-2987,-2987,svg,32
2026/08/30,1173,3,sl1,0,4979,-477,4596,svg,37
2026/08/30,1174,4,sl1,0,0,-4116,-4116,svg,33
2026/08/30,1175,5,sl1,0,0,-4895,-347,svg,42
2026/08/30,1176,6,sl1,0,362,-1458,-338,svg,41
2026/08/30,1177,7,sl1,0,0,-2098,-960,svg,31
2026/08/30,1178,8,sl1,0,0,-1440,-373,svg,39
2026/08/30,1179,9,sl1,0,0,-1404,-1262,svg,35
2026/08/30,1180,1,sl1,0,0,-2524,-889,svg,35
