time,minute,initial_5m,continuation_5m,total_5m,initial_10m,continuation_10m,total_10m,initial_30m,continuation_30m,total_30m
09:00,540,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,0,0,0
09:45,585,0,0,0,0,0,0,0,0,0
09:50,590,0,0,0,0,0,0,2,0,2
09:55,595,0,0,0,0,0,0,4,0,4
10:00,600,0,0,0,0,0,0,5,1,6
10:05,605,0,0,0,0,0,0,6,4,10
10:10,610,0,0,0,2,0,2,8,8,16
10:15,615,2,0,2,4,0,4,8,10,18
10:20,620,2,0,2,3,1,4,7,13,20
10:25,625,1,1,2,2,4,6,5,15,20
10:30,630,1,3,4,3,7,10,6,16,22
10:35,635,2,4,6,2,6,8,6,14,20
10:40,640,0,2,2,1,5,6,5,11,16
10:45,645,1,3,4,1,5,6,5,14,19
10:50,650,0,2,2,2,4,6,6,15,21
10:55,655,2,2,4,3,3,6,8,19,27
11:00,660,1,1,2,2,2,4,8,22,30
11:05,665,1,1,2,1,6,7,7,28,35
11:10,670,0,5,5,2,9,11,7,30,37
11:15,675,2,4,6,4,10,14,8,30,38
11:20,680,2,6,8,4,11,15,8,30,38
11:25,685,2,5,7,2,12,14,12,29,41
11:30,690,0,7,7,1,10,11,13,32,45
11:35,695,1,3,4,2,8,10,14,32,46
11:40,700,1,5,6,3,9,12,13,33,46
11:45,705,2,4,6,8,9,17,15,32,47
11:50,710,6,5,11,9,13,22,14,32,46
11:55,715,3,8,11,4,15,19,9,30,39
12:00,720,1,7,8,1,11,12,11,24,35
12:05,725,0,4,4,3,8,11,13,20,33
12:10,730,3,4,7,4,8,12,14,20,34
12:15,735,1,4,5,2,7,9,11,20,31
12:20,740,1,3,4,6,5,11,12,16,28
12:25,745,5,2,7,8,5,13,15,14,29
12:30,750,3,3,6,4,7,11,11,16,27
12:35,755,1,4,5,1,8,9,9,18,27
12:40,760,0,4,4,2,4,6,11,20,31
12:45,765,2,0,2,6,1,7,13,17,30
12:50,770,4,1,5,5,5,10,12,22,34
12:55,775,1,4,5,2,9,11,10,25,35
13:00,780,1,5,6,4,11,15,10,25,35
13:05,785,3,6,9,5,7,12,12,24,36
13:10,790,2,1,3,3,6,9,11,24,35
13:15,795,1,5,6,3,9,12,12,30,42
13:20,800,2,4,6,3,8,11,13,33,46
13:25,805,1,4,5,4,8,12,13,33,46
13:30,810,3,4,7,5,10,15,12,36,48
13:35,815,2,6,8,5,13,18,14,36,50
13:40,820,3,7,10,5,15,20,14,37,51
13:45,825,2,8,10,4,12,16,12,35,47
13:50,830,2,4,6,2,11,13,12,32,44
13:55,835,0,7,7,5,11,16,11,31,42
14:00,840,5,4,9,7,11,18,17,30,47
14:05,845,2,7,9,3,12,15,14,34,48
14:10,850,1,5,6,3,10,13,13,36,49
14:15,855,2,5,7,3,8,11,12,35,47
14:20,860,1,3,4,7,9,16,12,33,45
14:25,865,6,6,12,8,14,22,12,33,45
14:30,870,2,8,10,3,17,20,10,29,39
14:35,875,1,9,10,1,13,14,11,26,37
14:40,880,0,4,4,2,7,9,13,21,34
14:45,885,2,3,5,3,6,9,14,19,33
14:50,890,1,3,4,5,5,10,13,21,34
14:55,895,4,2,6,7,7,14,14,22,36
15:00,900,3,5,8,6,9,15,17,22,39
15:05,905,3,4,7,4,6,10,15,23,38
15:10,910,1,2,3,2,7,9,13,21,34
15:15,915,1,5,6,3,9,12,16,24,40
15:20,920,2,4,6,9,6,15,19,28,47
15:25,925,7,2,9,8,8,16,18,32,50
15:30,930,1,6,7,2,8,10,12,37,49
15:35,935,1,2,3,5,7,12,13,39,52
15:40,940,4,5,9,8,14,22,13,41,54
15:45,945,4,9,13,5,17,22,10,42,52
15:50,950,1,8,9,2,15,17,9,39,48
15:55,955,1,7,8,3,15,18,9,35,44
16:00,960,2,8,10,3,12,15,9,31,40
16:05,965,1,4,5,2,10,12,7,25,32
16:10,970,1,6,7,4,12,16,9,25,34
16:15,975,3,6,9,4,10,14,9,20,29
16:20,980,1,4,5,2,7,9,7,17,24
16:25,985,1,3,4,1,5,6,10,15,25
16:30,990,0,2,2,3,6,9,9,17,26
16:35,995,3,4,7,4,5,9,14,22,36
16:40,1000,1,1,2,2,4,6,11,23,34
16:45,1005,1,3,4,5,5,10,10,31,41
16:50,1010,4,2,6,4,7,11,9,34,43
16:55,1015,0,5,5,5,12,17,8,37,45
17:00,1020,5,7,12,5,12,17,11,37,48
17:05,1025,0,5,5,0,14,14,7,33,40
17:10,1030,0,9,9,0,15,15,9,30,39
17:15,1035,0,6,6,3,11,14,9,23,32
17:20,1040,3,5,8,6,10,16,11,21,32
17:25,1045,3,5,8,4,8,12,8,21,29
17:30,1050,1,3,4,3,5,8,9,21,30
17:35,1055,2,2,4,2,4,6,9,23,32
17:40,1060,0,2,2,2,6,8,7,23,30
17:45,1065,2,4,6,2,9,11,11,27,38
17:50,1070,0,5,5,4,10,14,13,30,43
17:55,1075,4,5,9,5,10,15,13,35,48
18:00,1080,1,5,6,1,7,8,9,37,46
18:05,1085,0,2,2,4,8,12,11,35,46
18:10,1090,4,6,10,8,13,21,11,37,48
18:15,1095,4,7,11,4,17,21,7,33,40
18:20,1100,0,10,10,0,17,17,10,28,38
18:25,1105,0,7,7,3,10,13,10,23,33
18:30,1110,3,3,6,3,7,10,10,16,26
18:35,1115,0,4,4,0,6,6,9,14,23
18:40,1120,0,2,2,7,4,11,10,11,21
18:45,1125,7,2,9,7,7,14,11,11,22
18:50,1130,0,5,5,0,5,5,5,9,14
18:55,1135,0,0,0,2,1,3,5,6,11
19:00,1140,2,1,3,3,2,5,8,8,16
19:05,1145,1,1,2,2,3,5,8,14,22
19:10,1150,1,2,3,2,2,4,7,17,24
19:15,1155,1,0,1,1,2,3,7,19,26
19:20,1160,0,2,2,3,4,7,8,23,31
19:25,1165,3,2,5,5,9,14,8,25,33
19:30,1170,2,7,9,2,11,13,5,25,30
19:35,1175,0,4,4,1,8,9,3,19,22
19:40,1180,1,4,5,3,8,11,4,16,20
19:45,1185,2,4,6,2,8,10,3,14,17
19:50,1190,0,4,4,0,6,6,1,11,12
19:55,1195,0,2,2,0,3,3,3,8,11
20:00,1200,0,1,1,1,2,3,4,10,14
20:05,1205,1,1,2,1,3,4,5,12,17
20:10,1210,0,2,2,0,3,3,5,17,22
20:15,1215,0,1,1,2,2,4,5,20,25
20:20,1220,2,1,3,3,5,8,5,23,28
20:25,1225,1,4,5,2,7,9,3,25,28
20:30,1230,1,3,4,2,9,11,2,21,23
20:35,1235,1,6,7,1,11,12,1,19,20
20:40,1240,0,5,5,0,9,9,1,13,14
20:45,1245,0,4,4,0,7,7,1,9,10
20:50,1250,0,3,3,0,3,3,2,8,10
20:55,1255,0,0,0,0,1,1,4,7,11
21:00,1260,0,1,1,1,1,2,5,11,16
21:05,1265,1,0,1,1,1,2,5,15,20
21:10,1270,0,1,1,1,4,5,4,17,21
21:15,1275,1,3,4,3,5,8,4,16,20
21:20,1280,2,2,4,3,6,9,3,13,16
21:25,1285,1,4,5,1,9,10,1,11,12
21:30,1290,0,5,5,0,7,7,0,7,7
21:35,1295,0,2,2,0,2,2,0,2,2
21:40,1300,0,0,0,0,0,0,0,0,0
21:45,1305,0,0,0,0,0,0,0,0,0
21:50,1310,0,0,0,0,0,0,0,0,0
21:55,1315,0,0,0,0,0,0,1,0,1
22:00,1320,0,0,0,0,0,0,1,1,2
22:05,1325,0,0,0,0,0,0,1,1,2
22:10,1330,0,0,0,0,0,0,1,1,2
22:15,1335,0,0,0,1,0,1,1,1,2
22:20,1340,1,0,1,1,1,2,1,1,2
22:25,1345,0,1,1,0,1,1,0,1,1
22:30,1350,0,0,0,0,0,0,0,0,0
22:35,1355,0,0,0,0,0,0,0,0,0
22:40,1360,0,0,0,0,0,0,0,0,0
22:45,1365,0,0,0,0,0,0,0,0,0
22:50,1370,0,0,0,0,0,0,0,0,0
22:55,1375,0,0,0,0,0,0,0,0,0
23:00,1380,0,0,0,0,0,0,0,0,0
23:05,1385,0,0,0,0,0,0,0,0,0
23:10,1390,0,0,0,0,0,0,0,0,0
23:15,1395,0,0,0,0,0,0,0,0,0
23:16,1396,0,0,0,0,0,0,0,0,0
23:20,1400,0,0,0,0,0,0,0,0,0
