time_bin,start_minute,end_time,group,initial_count,continuation_count,total_hit_count,group_value_start,group_value_end,group_delta
09:00,540,09:30,g1,0,0,0,0,0,0
09:00,540,09:30,g2,0,0,0,0,0,0
09:00,540,09:30,g3,0,0,0,0,0,0
09:00,540,09:30,g4,0,0,0,0,0,0
09:00,540,09:30,g5,0,0,0,0,0,0
09:00,540,09:30,g6,0,0,0,0,0,0
09:00,540,09:30,g7,0,0,0,0,0,0
09:00,540,09:30,g8,0,0,0,0,0,0
09:00,540,09:30,g9,0,0,0,0,0,0
09:30,570,10:00,g1,0,0,0,0,0,0
09:30,570,10:00,g2,0,0,0,0,0,0
09:30,570,10:00,g3,0,0,0,0,0,0
09:30,570,10:00,g4,0,0,0,0,0,0
09:30,570,10:00,g5,0,0,0,0,0,0
09:30,570,10:00,g6,0,0,0,0,0,0
09:30,570,10:00,g7,0,0,0,0,0,0
09:30,570,10:00,g8,0,0,0,0,0,0
09:30,570,10:00,g9,0,0,0,0,0,0
10:00,600,10:30,g1,2,0,2,0,1034,1034
10:00,600,10:30,g2,1,0,1,0,1124,1124
10:00,600,10:30,g3,0,0,0,0,-534,-534
10:00,600,10:30,g4,0,0,0,0,-1021,-1021
10:00,600,10:30,g5,0,0,0,0,-2038,-2038
10:00,600,10:30,g6,0,0,0,0,-711,-711
10:00,600,10:30,g7,0,0,0,0,-2243,-2243
10:00,600,10:30,g8,1,0,1,0,-527,-527
10:00,600,10:30,g9,1,1,2,0,-657,-657
10:30,630,11:00,g1,0,4,4,1034,7581,6547
10:30,630,11:00,g2,0,0,0,1124,-3187,-4311
10:30,630,11:00,g3,1,5,6,-534,3106,3640
10:30,630,11:00,g4,2,1,3,-1021,173,1194
10:30,630,11:00,g5,0,0,0,-2038,-6003,-3965
10:30,630,11:00,g6,0,0,0,-711,-2922,-2211
10:30,630,11:00,g7,0,0,0,-2243,-4990,-2747
10:30,630,11:00,g8,3,2,5,-527,-242,285
10:30,630,11:00,g9,0,4,4,-657,1887,2544
11:00,660,11:30,g1,1,3,4,7581,9975,2394
11:00,660,11:30,g2,0,0,0,-3187,-7974,-4787
11:00,660,11:30,g3,1,3,4,3106,3237,131
11:00,660,11:30,g4,1,6,7,173,6315,6142
11:00,660,11:30,g5,2,0,2,-6003,-13368,-7365
11:00,660,11:30,g6,1,0,1,-2922,-5799,-2877
11:00,660,11:30,g7,1,4,5,-4990,-2463,2527
11:00,660,11:30,g8,0,4,4,-242,5633,5875
11:00,660,11:30,g9,1,2,3,1887,1846,-41
11:30,690,12:00,g1,0,0,0,9975,7872,-2103
11:30,690,12:00,g2,3,2,5,-7974,-8200,-226
11:30,690,12:00,g3,1,3,4,3237,4535,1298
11:30,690,12:00,g4,2,8,10,6315,14758,8443
11:30,690,12:00,g5,2,9,11,-13368,-11762,1606
11:30,690,12:00,g6,1,3,4,-5799,-8398,-2599
11:30,690,12:00,g7,2,2,4,-2463,-7909,-5446
11:30,690,12:00,g8,1,2,3,5633,2352,-3281
11:30,690,12:00,g9,1,3,4,1846,4187,2341
12:00,720,12:30,g1,0,0,0,7872,560,-7312
12:00,720,12:30,g2,1,4,5,-8200,-7360,840
12:00,720,12:30,g3,0,1,1,4535,-622,-5157
12:00,720,12:30,g4,2,1,3,14758,13228,-1530
12:00,720,12:30,g5,1,7,8,-11762,3140,14902
12:00,720,12:30,g6,0,0,0,-8398,-11076,-2678
12:00,720,12:30,g7,3,2,5,-7909,-6840,1069
12:00,720,12:30,g8,1,5,6,2352,6117,3765
12:00,720,12:30,g9,3,4,7,4187,5906,1719
12:30,750,13:00,g1,0,0,0,560,-3104,-3664
12:30,750,13:00,g2,0,1,1,-7360,-9077,-1717
12:30,750,13:00,g3,0,0,0,-622,-5217,-4595
12:30,750,13:00,g4,3,3,6,13228,13309,81
12:30,750,13:00,g5,2,5,7,3140,5422,2282
12:30,750,13:00,g6,1,1,2,-11076,-11825,-749
