group,machine_count,machines,initial_count,continuation_count,total_hit_count,continuation_per_initial,final_group_close
g1,4,"046,055,064,073",19,30,49,1.5789,-39066
g2,4,"047,056,065,074",25,49,74,1.96,-16285
g3,5,"039,048,057,066,075",28,70,98,2.5,22998
g4,5,"040,049,058,067,076",30,68,98,2.2667,20022
g5,5,"041,050,059,068,077",26,103,129,3.9615,62655
g6,4,"042,051,060,069",18,27,45,1.5,-66456
g7,4,"043,052,061,070",19,60,79,3.1579,14370
g8,4,"044,053,062,071",25,69,94,2.76,26538
g9,4,"045,054,063,072",24,56,80,2.3333,16320
