group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,6,0,False,10:19,0055,2,10:15,1,1,0,1,2,4,6,3,1536,4,-39066,8
g2,7,0,False,10:21,0047,3,10:20,3,1,0,1,1,1,2,5,-5288,9,-16285,7
g3,1,1.2,True,10:34,0039,5,10:30,5,1,0,1,2,0,2,6,-2482,8,22998,3
g4,2,0.6,False,10:35,0049,6,10:35,6,1,1,2,1,0,1,7,-2220,7,20022,4
g5,8,0,False,11:24,0068,8,11:20,8,1,0,1,2,1,3,4,7560,1,62655,1
g6,9,0,False,11:25,0051,9,11:25,9,1,0,1,0,0,0,8,701,5,-66456,9
g7,5,0.25,False,11:05,0043,7,11:05,7,1,0,1,1,8,9,2,4982,2,14370,6
g8,3,0.5,False,10:22,0071,4,10:20,4,1,0,1,0,0,0,9,-711,6,26538,2
g9,4,0.5,False,10:18,0045,1,10:15,2,1,0,1,4,7,11,1,2745,3,16320,5
