signal_date,next_date,group,machine_count,group_signal_total,group_signal_score,any_signal_machine_count,all3_machine_count,up_up_up_count,right_count,low_convergence_right_count,no_signal_machine_count,signal_machine_ratio,all3_machine_ratio,down_down_down_count,next_bullish_count,next_bullish_rate,next_close_mean,next_close_median,next_close_sum,next_high_mean,next_low_mean,next_max_close,next_max_high,next_min_low,next_any_close_gt_3000,next_any_close_gt_5000,next_any_close_gt_10000,next_any_close_gt_15000,next_any_close_gt_20000,next_any_close_gt_3000_machine_count,next_any_close_gt_5000_machine_count,next_any_close_gt_10000_machine_count,evaluated,rank
2026-06-28,2026-06-29,g9,4,2,0.5,1,0,0,1,1,3,0.25,0.0,0,2,0.5,578.0,1316.5,2312.0,7295.5,-6478.5,12937.0,16134.0,-13258.0,True,True,True,False,False,2,2,2,True,6
2026-06-29,2026-06-30,g1,4,0,0.0,0,0,0,0,0,4,0.0,0.0,0,1,0.25,-3342.25,-7377.5,-13369.0,3663.75,-7199.75,12586.0,13276.0,-11200.0,True,True,True,False,False,1,1,1,True,7
2026-06-29,2026-06-30,g2,4,3,0.75,1,1,1,1,1,3,0.25,0.25,0,3,0.75,3976.25,4655.0,15905.0,9530.5,-7291.0,13884.0,21570.0,-16533.0,True,True,True,False,False,2,2,1,True,5
2026-06-29,2026-06-30,g3,5,5,1.0,2,1,1,2,2,3,0.4,0.2,0,3,0.6,6933.4,9310.0,34667.0,11757.8,-5676.8,23058.0,25041.0,-15467.0,True,True,True,True,True,3,3,2,True,1
2026-06-29,2026-06-30,g4,5,5,1.0,2,1,2,2,1,3,0.4,0.2,1,1,0.2,-1537.4,-8978.0,-7687.0,7391.6,-7270.8,20579.0,22562.0,-9511.0,True,True,True,True,True,1,1,1,True,2
2026-06-29,2026-06-30,g5,5,2,0.4,1,0,0,1,1,4,0.2,0.0,1,4,0.8,5446.8,4310.0,27234.0,9913.8,-5920.0,14138.0,19483.0,-8622.0,True,True,True,False,False,3,2,2,True,6
2026-06-29,2026-06-30,g6,4,4,1.0,2,0,1,2,1,2,0.5,0.0,0,1,0.25,-9938.0,-14451.0,-39752.0,5188.75,-15719.0,16724.0,18276.0,-27574.0,True,True,True,True,False,1,1,1,True,3
2026-06-29,2026-06-30,g7,4,0,0.0,0,0,0,0,0,4,0.0,0.0,0,0,0.0,-8622.25,-9022.5,-34489.0,1939.75,-10866.75,-2222.0,5776.0,-19733.0,False,False,False,False,False,0,0,0,True,8
2026-06-29,2026-06-30,g8,4,4,1.0,2,0,0,2,2,2,0.5,0.0,0,1,0.25,-6332.25,-4177.5,-25329.0,2974.25,-10066.5,2759.0,9655.0,-19733.0,False,False,False,False,False,0,0,0,True,4
2026-06-29,2026-06-30,g9,4,0,0.0,0,0,0,0,0,4,0.0,0.0,0,1,0.25,-5932.0,-5466.5,-23728.0,4224.0,-8911.25,2672.0,8103.0,-15467.0,False,False,False,False,False,0,0,0,True,9
2026-06-30,2026-07-01,g1,4,3,0.75,1,1,1,1,1,3,0.25,0.25,0,2,0.5,11830.5,11613.0,47322.0,20067.5,-1928.0,28718.0,32308.0,-4622.0,True,True,True,True,True,2,2,2,True,3
2026-06-30,2026-07-01,g2,4,0,0.0,0,0,0,0,0,4,0.0,0.0,0,2,0.5,-7457.0,-2305.5,-29828.0,6745.75,-10623.5,4655.0,13103.0,-29872.0,True,False,False,False,False,1,0,0,True,5
2026-06-30,2026-07-01,g3,5,0,0.0,0,0,0,0,0,5,0.0,0.0,1,3,0.6,1145.8,2241.0,5729.0,8949.8,-6186.6,12645.0,19835.0,-16889.0,True,True,True,False,False,2,2,1,True,6
2026-06-30,2026-07-01,g4,5,4,0.8,2,0,0,2,2,3,0.4,0.0,0,3,0.6,4814.6,6552.0,24073.0,7941.4,-7289.0,22810.0,22810.0,-13156.0,True,True,True,True,True,3,3,1,True,2
2026-06-30,2026-07-01,g5,5,0,0.0,0,0,0,0,0,5,0.0,0.0,1,2,0.4,580.0,-7556.0,2900.0,8703.8,-6661.2,28462.0,31795.0,-14400.0,True,True,True,True,True,2,1,1,True,7
2026-06-30,2026-07-01,g6,4,0,0.0,0,0,0,0,0,4,0.0,0.0,0,0,0.0,-9776.0,-8978.0,-39104.0,2650.75,-11309.0,-978.0,3879.0,-20170.0,False,False,False,False,False,0,0,0,True,8
2026-06-30,2026-07-01,g7,4,2,0.5,1,0,0,1,1,3,0.25,0.0,0,2,0.5,1947.75,3999.5,7791.0,10733.0,-4889.0,12414.0,17069.0,-12622.0,True,True,True,False,False,2,2,1,True,4
2026-06-30,2026-07-01,g8,4,5,1.25,2,1,1,2,2,2,0.5,0.25,0,1,0.25,-1716.25,-6044.5,-6865.0,7979.0,-7489.0,19091.0,25537.0,-13867.0,True,True,True,True,False,1,1,1,True,1
2026-06-30,2026-07-01,g9,4,0,0.0,0,0,0,0,0,4,0.0,0.0,0,1,0.25,-5126.5,-4933.5,-20506.0,3039.0,-7777.75,4828.0,11897.0,-15467.0,True,False,False,False,False,1,0,0,True,9
2026-07-01,2026-07-02,g1,4,3,0.75,2,0,1,1,1,2,0.5,0.0,1,2,0.5,120.75,1366.0,483.0,8362.0,-3222.25,3707.0,13621.0,-8533.0,True,False,False,False,False,2,0,0,True,3
2026-07-01,2026-07-02,g2,4,1,0.25,1,0,1,0,0,3,0.25,0.0,0,1,0.25,-609.25,-3733.5,-2437.0,5840.5,-7067.0,12586.0,17069.0,-13156.0,True,True,True,False,False,1,1,1,True,7
