signal_date,next_date,group,condition_rank_top3,condition_all3,condition_direction_positive,condition_all3_combined,next_strong3000,next_strong5000,next_strong10000,next_strong15000,next_strong20000,next_strong5000_count,next_strong10000_count,next_max_close,next_max_high,evaluated
2026-06-29,2026-06-30,g9,0,0,0,0,False,False,False,False,False,0,0,2672.0,8103.0,True
2026-06-30,2026-07-01,g1,1,1,1,1,True,True,True,True,True,2,2,28718.0,32308.0,True
2026-06-30,2026-07-01,g2,0,0,0,0,True,False,False,False,False,0,0,4655.0,13103.0,True
2026-06-30,2026-07-01,g3,0,0,0,0,True,True,True,False,False,2,1,12645.0,19835.0,True
2026-06-30,2026-07-01,g4,1,0,0,0,True,True,True,True,True,3,2,22810.0,22810.0,True
2026-06-30,2026-07-01,g5,0,0,0,0,True,True,True,True,True,1,1,28462.0,31795.0,True
2026-06-30,2026-07-01,g6,0,0,0,0,False,False,False,False,False,0,0,-978.0,3879.0,True
2026-06-30,2026-07-01,g7,0,0,0,0,True,True,True,False,False,2,1,12414.0,17069.0,True
2026-06-30,2026-07-01,g8,1,1,1,1,True,True,True,True,False,1,1,19091.0,25537.0,True
2026-06-30,2026-07-01,g9,0,0,0,0,True,False,False,False,False,0,0,4828.0,11897.0,True
2026-07-01,2026-07-02,g1,1,0,0,0,True,False,False,False,False,0,0,3707.0,13621.0,True
2026-07-01,2026-07-02,g2,0,0,1,0,True,True,True,False,False,1,1,12586.0,17069.0,True
2026-07-01,2026-07-02,g3,0,1,1,0,True,True,True,True,False,2,1,16207.0,19655.0,True
2026-07-01,2026-07-02,g4,0,0,0,0,True,True,False,False,False,1,0,5000.0,5000.0,True
2026-07-01,2026-07-02,g5,0,0,1,0,True,True,True,True,False,2,1,17355.0,22810.0,True
2026-07-01,2026-07-02,g6,1,0,1,0,True,True,True,True,False,2,2,17851.0,20331.0,True
2026-07-01,2026-07-02,g7,1,1,1,1,True,True,True,True,True,1,1,21322.0,25785.0,True
2026-07-01,2026-07-02,g8,0,0,0,0,True,True,False,False,False,2,0,9138.0,12586.0,True
2026-07-01,2026-07-02,g9,0,1,1,0,True,True,True,True,False,1,1,15345.0,17931.0,True
2026-07-02,2026-07-03,g1,0,0,0,0,False,False,False,False,False,0,0,-2044.0,12241.0,True
2026-07-02,2026-07-03,g2,0,0,0,0,True,True,True,True,True,2,2,30000.0,30256.0,True
2026-07-02,2026-07-03,g3,1,0,1,0,True,True,True,True,True,3,3,53438.0,53438.0,True
2026-07-02,2026-07-03,g4,0,0,0,0,True,True,True,False,False,1,1,13621.0,13966.0,True
2026-07-02,2026-07-03,g5,1,0,0,0,True,True,True,True,False,3,2,17603.0,20331.0,True
2026-07-02,2026-07-03,g6,1,1,1,1,True,True,True,True,True,4,2,35128.0,36154.0,True
2026-07-02,2026-07-03,g7,0,0,0,0,True,True,True,True,True,1,1,25041.0,26033.0,True
2026-07-02,2026-07-03,g8,0,0,0,0,True,True,True,True,True,1,1,36154.0,36667.0,True
2026-07-02,2026-07-03,g9,0,0,0,0,True,True,True,True,False,2,2,15000.0,16034.0,True
2026-07-03,2026-07-04,g1,0,0,0,0,False,False,False,False,False,0,0,-1244.0,6034.0,True
2026-07-03,2026-07-04,g2,0,0,0,0,False,False,False,False,False,0,0,-2489.0,4483.0,True
2026-07-03,2026-07-04,g3,1,0,0,0,False,False,False,False,False,0,0,-1778.0,8190.0,True
2026-07-03,2026-07-04,g4,1,1,0,0,True,True,True,True,False,2,2,17241.0,23802.0,True
2026-07-03,2026-07-04,g5,1,1,1,1,True,True,True,False,False,1,1,14138.0,16379.0,True
2026-07-03,2026-07-04,g6,0,0,0,0,True,True,False,False,False,2,0,9655.0,16379.0,True
2026-07-03,2026-07-04,g7,0,0,0,0,True,False,False,False,False,0,0,3190.0,8707.0,True
2026-07-03,2026-07-04,g8,0,0,0,0,True,True,True,False,False,2,2,11034.0,16207.0,True
2026-07-03,2026-07-04,g9,0,0,0,0,False,False,False,False,False,0,0,-3733.0,7500.0,True
2026-07-04,2026-07-05,g1,0,0,0,0,True,False,False,False,False,0,0,4741.0,6207.0,True
2026-07-04,2026-07-05,g2,1,0,0,0,True,True,False,False,False,1,0,8966.0,11379.0,True
2026-07-04,2026-07-05,g3,0,0,0,0,True,True,True,True,True,1,1,23306.0,23306.0,True
2026-07-04,2026-07-05,g4,0,0,1,0,True,True,True,True,False,2,2,19339.0,21074.0,True
2026-07-04,2026-07-05,g5,1,0,0,0,True,True,False,False,False,1,0,7759.0,16207.0,True
2026-07-04,2026-07-05,g6,1,0,0,0,True,True,True,False,False,3,3,13276.0,19655.0,True
2026-07-04,2026-07-05,g7,0,0,0,0,True,True,True,True,False,2,2,18103.0,18448.0,True
2026-07-04,2026-07-05,g8,0,0,0,0,False,False,False,False,False,0,0,-3289.0,3793.0,True
2026-07-04,2026-07-05,g9,0,0,1,0,True,True,True,True,True,2,2,28760.0,29256.0,True
2026-07-05,2026-07-06,g1,0,0,0,0,True,True,True,True,False,1,1,19091.0,20579.0,True
2026-07-05,2026-07-06,g2,1,0,0,0,True,False,False,False,False,0,0,3103.0,10517.0,True
2026-07-05,2026-07-06,g3,0,0,0,0,False,False,False,False,False,0,0,2241.0,6293.0,True
2026-07-05,2026-07-06,g4,1,1,1,1,True,True,True,True,True,2,2,27769.0,29008.0,True
2026-07-05,2026-07-06,g5,0,0,0,0,True,True,True,True,False,4,3,18276.0,18276.0,True
2026-07-05,2026-07-06,g6,0,1,0,0,True,True,True,True,False,1,1,19091.0,20579.0,True
2026-07-05,2026-07-06,g7,0,0,0,0,True,True,False,False,False,1,0,7759.0,10172.0,True
2026-07-05,2026-07-06,g8,1,0,0,0,True,True,True,True,False,2,1,17069.0,18103.0,True
2026-07-05,2026-07-06,g9,0,0,0,0,False,False,False,False,False,0,0,172.0,4741.0,True
2026-07-06,2026-07-07,g1,1,0,1,0,True,True,True,True,True,1,1,26033.0,27273.0,True
2026-07-06,2026-07-07,g2,1,0,0,0,False,False,False,False,False,0,0,-1956.0,3967.0,True
2026-07-06,2026-07-07,g3,0,0,0,0,True,True,True,True,True,1,1,32564.0,35128.0,True
2026-07-06,2026-07-07,g4,0,0,0,0,True,True,False,False,False,1,0,5690.0,10690.0,True
2026-07-06,2026-07-07,g5,0,0,0,0,False,False,False,False,False,0,0,690.0,3017.0,True
2026-07-06,2026-07-07,g6,1,0,0,0,True,True,True,False,False,3,1,11724.0,15000.0,True
2026-07-06,2026-07-07,g7,0,0,0,0,True,True,True,False,False,2,2,11207.0,13793.0,True
2026-07-06,2026-07-07,g8,0,0,1,0,True,True,False,False,False,1,0,7759.0,16207.0,True
2026-07-06,2026-07-07,g9,0,0,0,0,True,True,True,True,False,3,1,16897.0,16897.0,True
2026-07-07,2026-07-08,g1,1,0,0,0,True,False,False,False,False,0,0,4914.0,8103.0,True
2026-07-07,2026-07-08,g2,0,0,0,0,False,False,False,False,False,0,0,2759.0,8707.0,True
2026-07-07,2026-07-08,g3,1,0,0,0,True,True,True,False,False,2,1,12414.0,18103.0,True
2026-07-07,2026-07-08,g4,0,0,0,0,True,True,True,True,True,2,2,35128.0,37179.0,True
2026-07-07,2026-07-08,g5,0,0,0,0,True,True,True,False,False,2,1,12069.0,15000.0,True
2026-07-07,2026-07-08,g6,0,0,0,0,True,True,False,False,False,1,0,5862.0,13276.0,True
2026-07-07,2026-07-08,g7,0,0,0,0,False,False,False,False,False,0,0,-1689.0,8707.0,True
2026-07-07,2026-07-08,g8,1,0,0,0,True,True,True,True,False,2,1,16552.0,17586.0,True
2026-07-07,2026-07-08,g9,0,0,0,0,True,True,False,False,False,1,0,5000.0,5517.0,True
2026-07-08,2026-07-09,g1,1,0,0,0,False,False,False,False,False,0,0,-5867.0,8879.0,True
2026-07-08,2026-07-09,g2,1,0,0,0,True,True,True,True,True,1,1,26529.0,28512.0,True
2026-07-08,2026-07-09,g3,0,0,0,0,True,True,False,False,False,1,0,9310.0,12414.0,True
2026-07-08,2026-07-09,g4,0,0,0,0,False,False,False,False,False,0,0,2672.0,12931.0,True
2026-07-08,2026-07-09,g5,0,0,0,0,True,True,True,True,True,2,2,21570.0,25785.0,True
2026-07-08,2026-07-09,g6,0,0,0,0,True,True,True,True,False,2,1,15345.0,16897.0,True
2026-07-08,2026-07-09,g7,0,0,0,0,True,True,False,False,False,1,0,5690.0,11034.0,True
2026-07-08,2026-07-09,g8,0,0,0,0,False,False,False,False,False,0,0,-2222.0,6293.0,True
2026-07-08,2026-07-09,g9,1,0,1,0,False,False,False,False,False,0,0,1293.0,2155.0,True
2026-07-09,2026-07-10,g1,0,0,0,0,True,True,False,False,False,1,0,5345.0,6552.0,True
2026-07-09,2026-07-10,g2,0,1,0,0,True,True,True,True,False,1,1,16612.0,20083.0,True
2026-07-09,2026-07-10,g3,0,0,1,0,False,False,False,False,False,0,0,1034.0,14828.0,True
2026-07-09,2026-07-10,g4,0,1,1,0,True,True,True,True,True,4,2,30769.0,32051.0,True
2026-07-09,2026-07-10,g5,0,1,0,0,True,False,False,False,False,0,0,4138.0,9224.0,True
2026-07-09,2026-07-10,g6,1,0,1,0,False,False,False,False,False,0,0,1724.0,4052.0,True
2026-07-09,2026-07-10,g7,0,0,0,0,True,True,False,False,False,2,0,9138.0,15862.0,True
2026-07-09,2026-07-10,g8,1,1,1,1,True,False,False,False,False,0,0,3448.0,6379.0,True
2026-07-09,2026-07-10,g9,1,1,1,1,True,True,False,False,False,2,0,6724.0,7845.0,True
2026-07-10,2026-07-11,g1,0,0,1,0,False,False,False,False,False,0,0,-267.0,4828.0,True
2026-07-10,2026-07-11,g2,0,0,1,0,True,True,True,True,True,2,2,22810.0,23306.0,True
2026-07-10,2026-07-11,g3,0,0,0,0,True,True,True,False,False,2,1,10862.0,12241.0,True
2026-07-10,2026-07-11,g4,1,0,0,0,True,True,True,True,True,1,1,25041.0,27769.0,True
2026-07-10,2026-07-11,g5,0,0,1,0,True,True,True,True,False,2,1,15000.0,16897.0,True
2026-07-10,2026-07-11,g6,1,1,0,0,True,True,True,True,True,1,1,25289.0,27769.0,True
2026-07-10,2026-07-11,g7,0,0,0,0,True,True,True,False,False,2,2,13140.0,20083.0,True
2026-07-10,2026-07-11,g8,1,0,0,0,True,True,True,False,False,3,2,13448.0,16034.0,True
2026-07-10,2026-07-11,g9,0,0,1,0,True,True,True,True,False,2,2,18017.0,18017.0,True
2026-07-11,2026-07-12,g1,1,0,0,0,True,True,False,False,False,1,0,7686.0,27521.0,True
2026-07-11,2026-07-12,g2,0,0,0,0,True,False,False,False,False,0,0,4620.0,8668.0,True
2026-07-11,2026-07-12,g3,1,1,1,1,True,True,False,False,False,2,0,7931.0,14138.0,True
2026-07-11,2026-07-12,g4,0,0,0,0,True,True,True,True,False,2,2,19835.0,22810.0,True
2026-07-11,2026-07-12,g5,0,0,1,0,True,True,True,True,False,1,1,17851.0,19835.0,True
2026-07-11,2026-07-12,g6,0,0,0,0,True,True,True,False,False,3,2,13103.0,17586.0,True
2026-07-11,2026-07-12,g7,0,0,1,0,True,True,True,True,False,2,2,19587.0,20331.0,True
2026-07-11,2026-07-12,g8,1,1,1,1,True,True,True,True,False,3,1,16379.0,17586.0,True
2026-07-11,2026-07-12,g9,0,1,1,0,True,True,True,False,False,1,1,11552.0,12759.0,True
2026-07-12,2026-07-13,g1,1,1,1,1,True,True,True,True,True,2,2,23644.0,24153.0,True
2026-07-12,2026-07-13,g2,0,0,0,0,True,True,False,False,False,1,0,6549.0,11150.0,True
2026-07-12,2026-07-13,g3,0,1,1,0,True,True,True,False,False,2,2,14513.0,16460.0,True
2026-07-12,2026-07-13,g4,1,0,0,0,True,True,False,False,False,1,0,8136.0,10169.0,True
2026-07-12,2026-07-13,g5,0,0,0,0,True,False,False,False,False,0,0,3097.0,5487.0,True
2026-07-12,2026-07-13,g6,1,1,1,1,True,True,True,True,True,2,2,24661.0,26441.0,True
2026-07-12,2026-07-13,g7,0,0,0,0,True,False,False,False,False,0,0,4071.0,11681.0,True
2026-07-12,2026-07-13,g8,0,0,0,0,True,True,True,False,False,2,1,13274.0,14336.0,True
2026-07-12,2026-07-13,g9,0,0,0,0,True,True,False,False,False,1,0,6283.0,10442.0,True
2026-07-13,2026-07-14,g1,0,0,1,0,True,True,True,True,False,1,1,17876.0,17876.0,True
2026-07-13,2026-07-14,g2,0,0,1,0,True,True,True,True,True,1,1,23745.0,24000.0,True
2026-07-13,2026-07-14,g3,1,0,0,0,True,True,True,True,True,3,2,29377.0,30295.0,True
2026-07-13,2026-07-14,g4,0,0,0,0,False,False,False,False,False,0,0,2655.0,10354.0,True
2026-07-13,2026-07-14,g5,1,1,1,1,True,True,True,True,True,3,3,22500.0,22500.0,True
2026-07-13,2026-07-14,g6,0,0,0,0,True,True,True,False,False,2,1,11416.0,11416.0,True
2026-07-13,2026-07-14,g7,0,0,1,0,True,True,True,True,True,2,2,29770.0,31344.0,True
2026-07-13,2026-07-14,g8,1,0,1,0,True,True,True,True,True,2,1,26426.0,26426.0,True
2026-07-13,2026-07-14,g9,0,0,0,0,False,False,False,False,False,0,0,1504.0,5044.0,True
2026-07-14,2026-07-15,g1,0,0,0,0,True,True,False,False,False,1,0,6724.0,8190.0,True
2026-07-14,2026-07-15,g2,1,0,0,0,True,False,False,False,False,0,0,4655.0,8362.0,True
2026-07-14,2026-07-15,g3,0,0,0,0,True,True,False,False,False,1,0,6466.0,6638.0,True
2026-07-14,2026-07-15,g4,0,0,1,0,True,True,True,True,True,2,2,40365.0,41406.0,True
2026-07-14,2026-07-15,g5,1,0,0,0,False,False,False,False,False,0,0,-4000.0,2414.0,True
2026-07-14,2026-07-15,g6,0,0,0,0,True,True,True,False,False,1,1,11034.0,11207.0,True
2026-07-14,2026-07-15,g7,0,0,0,0,True,True,True,False,False,1,1,12759.0,15172.0,True
2026-07-14,2026-07-15,g8,1,0,0,0,True,True,True,False,False,2,1,11724.0,12931.0,True
2026-07-14,2026-07-15,g9,0,1,1,0,True,True,True,True,False,1,1,19483.0,19483.0,True
2026-07-15,2026-07-16,g1,1,1,1,1,True,True,False,False,False,1,0,5690.0,12586.0,True
2026-07-15,2026-07-16,g2,1,0,1,0,True,True,True,False,False,1,1,10517.0,16034.0,True
2026-07-15,2026-07-16,g3,0,0,0,0,True,False,False,False,False,0,0,4655.0,14483.0,True
2026-07-15,2026-07-16,g4,0,0,0,0,True,True,False,False,False,1,0,5172.0,11379.0,True
2026-07-15,2026-07-16,g5,0,0,0,0,True,True,True,True,True,2,2,28462.0,30769.0,True
2026-07-15,2026-07-16,g6,0,0,0,0,True,True,True,False,False,2,1,10690.0,12414.0,True
2026-07-15,2026-07-16,g7,0,0,1,0,True,True,True,True,True,2,2,21570.0,23306.0,True
2026-07-15,2026-07-16,g8,0,0,1,0,True,True,True,False,False,2,2,14655.0,17241.0,True
2026-07-15,2026-07-16,g9,1,0,0,0,False,False,False,False,False,0,0,690.0,6638.0,True
2026-07-16,2026-07-17,g1,1,0,1,0,True,True,True,True,True,4,3,26033.0,27273.0,True
2026-07-16,2026-07-17,g2,0,0,0,0,True,True,True,False,False,1,1,12414.0,16379.0,True
2026-07-16,2026-07-17,g3,0,0,0,0,True,True,False,False,False,2,0,9655.0,16034.0,True
2026-07-16,2026-07-17,g4,0,0,0,0,True,True,True,True,False,2,2,15862.0,17931.0,True
2026-07-16,2026-07-17,g5,0,0,0,0,True,True,True,True,False,3,2,19339.0,22066.0,True
2026-07-16,2026-07-17,g6,0,0,0,0,False,False,False,False,False,0,0,0.0,7586.0,True
2026-07-16,2026-07-17,g7,1,0,0,0,True,True,True,True,True,2,1,20826.0,21322.0,True
2026-07-16,2026-07-17,g8,1,0,0,0,True,True,True,True,False,2,1,15172.0,16207.0,True
2026-07-16,2026-07-17,g9,0,0,0,0,True,True,True,True,True,3,2,22810.0,23802.0,True
2026-07-17,2026-07-18,g1,0,1,0,0,True,True,True,True,True,1,1,47135.0,47396.0,True
2026-07-17,2026-07-18,g2,0,0,1,0,True,True,True,False,False,2,2,14483.0,17414.0,True
2026-07-17,2026-07-18,g3,1,1,1,1,False,False,False,False,False,0,0,86.0,3448.0,True
2026-07-17,2026-07-18,g4,1,1,1,1,True,True,True,True,True,1,1,23802.0,25785.0,True
2026-07-17,2026-07-18,g5,0,0,0,0,True,False,False,False,False,0,0,4138.0,7414.0,True
2026-07-17,2026-07-18,g6,0,0,1,0,False,False,False,False,False,0,0,-2133.0,13223.0,True
2026-07-17,2026-07-18,g7,1,1,1,1,True,True,False,False,False,1,0,9224.0,10862.0,True
