time,minute,g1_5min_delta,g1_10min_delta,g1_30min_delta,g2_5min_delta,g2_10min_delta,g2_30min_delta,g3_5min_delta,g3_10min_delta,g3_30min_delta,g4_5min_delta,g4_10min_delta,g4_30min_delta,g5_5min_delta,g5_10min_delta,g5_30min_delta,g6_5min_delta,g6_10min_delta,g6_30min_delta,g7_5min_delta,g7_10min_delta,g7_30min_delta,g8_5min_delta,g8_10min_delta,g8_30min_delta,g9_5min_delta,g9_10min_delta,g9_30min_delta
10:40,640,588,588,-178,-3066,-3066,-4033,468,468,2168,-2764,-2764,-4666,1207,1207,1207,-3351,-3351,-7412,4299,4299,10149,-1422,-1422,-2666,-2977,-2977,-5499
10:45,645,0,588,-178,0,-3066,-4033,0,468,2168,0,-2764,-4666,0,1207,1207,0,-3351,-7412,0,4299,10149,0,-1422,-2666,0,-2977,-5499
10:50,650,0,0,-178,0,0,-4033,0,0,2168,0,0,-4666,0,0,1207,0,0,-7412,0,0,10149,0,0,-2666,0,0,-5499
10:55,655,0,0,588,0,0,-3066,0,0,468,0,0,-2764,0,0,1207,0,0,-3351,0,0,4299,0,0,-1422,0,0,-2977
11:00,660,281,281,869,-2816,-2816,-5882,1013,1013,1481,-3382,-3382,-6146,2721,2721,3928,-670,-670,-4021,4375,4375,8674,1600,1600,178,-1345,-1345,-4322
11:05,665,0,281,869,0,-2816,-5882,0,1013,1481,0,-3382,-6146,0,2721,3928,0,-670,-4021,0,4375,8674,0,1600,178,0,-1345,-4322
11:10,670,-603,-603,-322,-1587,-1587,-4403,490,490,1503,-146,-146,-3528,-1051,-1051,1670,1658,1658,988,-775,-775,3600,177,177,1777,2285,2285,940
11:15,675,0,-603,-322,0,-1587,-4403,0,490,1503,0,-146,-3528,0,-1051,1670,0,1658,988,0,-775,3600,0,177,1777,0,2285,940
11:20,680,0,0,-322,0,0,-4403,0,0,1503,0,0,-3528,0,0,1670,0,0,988,0,0,3600,0,0,1777,0,0,940
11:25,685,0,0,-322,0,0,-4403,0,0,1503,0,0,-3528,0,0,1670,0,0,988,0,0,3600,0,0,1777,0,0,940
11:30,690,-2078,-2078,-2681,-4129,-4129,-5716,519,519,1009,4722,4722,4576,-700,-700,-1751,-1425,-1425,233,3019,3019,2244,-1066,-1066,-889,2925,2925,5210
11:35,695,0,-2078,-2681,0,-4129,-5716,0,519,1009,0,4722,4576,0,-700,-1751,0,-1425,233,0,3019,2244,0,-1066,-889,0,2925,5210
11:40,700,0,0,-2078,0,0,-4129,0,0,519,0,0,4722,0,0,-700,0,0,-1425,0,0,3019,0,0,-1066,0,0,2925
11:45,705,5094,5094,3016,-1764,-1764,-5893,2667,2667,3186,2915,2915,7637,4909,4909,4209,-3238,-3238,-4663,-3481,-3481,-462,-237,-237,-1303,291,291,3216
11:50,710,0,5094,3016,0,-1764,-5893,0,2667,3186,0,2915,7637,0,4909,4209,0,-3238,-4663,0,-3481,-462,0,-237,-1303,0,291,3216
11:55,715,0,0,3016,0,0,-5893,0,0,3186,0,0,7637,0,0,4209,0,0,-4663,0,0,-462,0,0,-1303,0,0,3216
12:00,720,0,0,5094,0,0,-1764,0,0,2667,0,0,2915,0,0,4909,0,0,-3238,0,0,-3481,0,0,-237,0,0,291
12:05,725,-2415,-2415,2679,-1477,-1477,-3241,-941,-941,1726,2517,2517,5432,696,696,5605,-2725,-2725,-5963,-538,-538,-4019,2796,2796,2559,-2672,-2672,-2381
12:10,730,0,-2415,2679,0,-1477,-3241,0,-941,1726,0,2517,5432,0,696,5605,0,-2725,-5963,0,-538,-4019,0,2796,2559,0,-2672,-2381
12:15,735,0,0,-2415,0,0,-1477,0,0,-941,0,0,2517,0,0,696,0,0,-2725,0,0,-538,0,0,2796,0,0,-2672
12:20,740,0,0,-2415,0,0,-1477,0,0,-941,0,0,2517,0,0,696,0,0,-2725,0,0,-538,0,0,2796,0,0,-2672
12:25,745,0,0,-2415,0,0,-1477,0,0,-941,0,0,2517,0,0,696,0,0,-2725,0,0,-538,0,0,2796,0,0,-2672
12:30,750,-29,-29,-2444,-4485,-4485,-5962,-2844,-2844,-3785,-5898,-5898,-3381,-5253,-5253,-4557,831,831,-1894,140,140,-398,4942,4942,7738,1844,1844,-828
12:35,755,0,-29,-29,0,-4485,-4485,0,-2844,-2844,0,-5898,-5898,0,-5253,-5253,0,831,831,0,140,140,0,4942,4942,0,1844,1844
12:40,760,0,0,-29,0,0,-4485,0,0,-2844,0,0,-5898,0,0,-5253,0,0,831,0,0,140,0,0,4942,0,0,1844
12:45,765,0,0,-29,0,0,-4485,0,0,-2844,0,0,-5898,0,0,-5253,0,0,831,0,0,140,0,0,4942,0,0,1844
12:50,770,6227,6227,6198,-4935,-4935,-9420,1015,1015,-1829,-3295,-3295,-9193,2359,2359,-2894,-2175,-2175,-1344,-1993,-1993,-1853,-1288,-1288,3654,-2872,-2872,-1028
12:55,775,0,6227,6198,0,-4935,-9420,0,1015,-1829,0,-3295,-9193,0,2359,-2894,0,-2175,-1344,0,-1993,-1853,0,-1288,3654,0,-2872,-1028
13:00,780,0,0,6227,0,0,-4935,0,0,1015,0,0,-3295,0,0,2359,0,0,-2175,0,0,-1993,0,0,-1288,0,0,-2872
13:05,785,9208,9208,15435,-3713,-3713,-8648,-4885,-4885,-3870,-3697,-3697,-6992,1824,1824,4183,1755,1755,-420,2346,2346,353,-2979,-2979,-4267,-3727,-3727,-6599
13:10,790,0,9208,15435,0,-3713,-8648,0,-4885,-3870,0,-3697,-6992,0,1824,4183,0,1755,-420,0,2346,353,0,-2979,-4267,0,-3727,-6599
13:15,795,0,0,15435,0,0,-8648,0,0,-3870,0,0,-6992,0,0,4183,0,0,-420,0,0,353,0,0,-4267,0,0,-6599
13:20,800,0,0,9208,0,0,-3713,0,0,-4885,0,0,-3697,0,0,1824,0,0,1755,0,0,2346,0,0,-2979,0,0,-3727
13:25,805,8230,8230,17438,-3890,-3890,-7603,-4282,-4282,-9167,1223,1223,-2474,2823,2823,4647,-926,-926,829,-573,-573,1773,-1450,-1450,-4429,-6722,-6722,-10449
13:30,810,0,8230,17438,0,-3890,-7603,0,-4282,-9167,0,1223,-2474,0,2823,4647,0,-926,829,0,-573,1773,0,-1450,-4429,0,-6722,-10449
13:35,815,0,0,8230,0,0,-3890,0,0,-4282,0,0,1223,0,0,2823,0,0,-926,0,0,-573,0,0,-1450,0,0,-6722
13:40,820,0,0,8230,0,0,-3890,0,0,-4282,0,0,1223,0,0,2823,0,0,-926,0,0,-573,0,0,-1450,0,0,-6722
13:45,825,0,0,8230,0,0,-3890,0,0,-4282,0,0,1223,0,0,2823,0,0,-926,0,0,-573,0,0,-1450,0,0,-6722
13:50,830,2475,2475,10705,-2271,-2271,-6161,8510,8510,4228,1842,1842,3065,-1819,-1819,1004,-1816,-1816,-2742,2534,2534,1961,-392,-392,-1842,-1544,-1544,-8266
13:55,835,0,2475,2475,0,-2271,-2271,0,8510,8510,0,1842,1842,0,-1819,-1819,0,-1816,-1816,0,2534,2534,0,-392,-392,0,-1544,-1544
14:00,840,0,0,2475,0,0,-2271,0,0,8510,0,0,1842,0,0,-1819,0,0,-1816,0,0,2534,0,0,-392,0,0,-1544
14:05,845,0,0,2475,0,0,-2271,0,0,8510,0,0,1842,0,0,-1819,0,0,-1816,0,0,2534,0,0,-392,0,0,-1544
14:10,850,4046,4046,6521,-1468,-1468,-3739,6830,6830,15340,-2966,-2966,-1124,-5269,-5269,-7088,1539,1539,-277,1987,1987,4521,-1602,-1602,-1994,-468,-468,-2012
14:15,855,0,4046,6521,0,-1468,-3739,0,6830,15340,0,-2966,-1124,0,-5269,-7088,0,1539,-277,0,1987,4521,0,-1602,-1994,0,-468,-2012
14:20,860,0,0,4046,0,0,-1468,0,0,6830,0,0,-2966,0,0,-5269,0,0,1539,0,0,1987,0,0,-1602,0,0,-468
14:25,865,0,0,4046,0,0,-1468,0,0,6830,0,0,-2966,0,0,-5269,0,0,1539,0,0,1987,0,0,-1602,0,0,-468
14:30,870,4509,4509,8555,-2975,-2975,-4443,11712,11712,18542,718,718,-2248,-4852,-4852,-10121,-1464,-1464,75,3253,3253,5240,-6474,-6474,-8076,1491,1491,1023
14:35,875,0,4509,8555,0,-2975,-4443,0,11712,18542,0,718,-2248,0,-4852,-10121,0,-1464,75,0,3253,5240,0,-6474,-8076,0,1491,1023
14:40,880,0,0,4509,0,0,-2975,0,0,11712,0,0,718,0,0,-4852,0,0,-1464,0,0,3253,0,0,-6474,0,0,1491
14:45,885,4725,4725,9234,-1913,-1913,-4888,1265,1265,12977,-4772,-4772,-4054,6009,6009,1157,-909,-909,-2373,-993,-993,2260,-594,-594,-7068,2932,2932,4423
14:50,890,0,4725,9234,0,-1913,-4888,0,1265,12977,0,-4772,-4054,0,6009,1157,0,-909,-2373,0,-993,2260,0,-594,-7068,0,2932,4423
14:55,895,0,0,9234,0,0,-4888,0,0,12977,0,0,-4054,0,0,1157,0,0,-2373,0,0,2260,0,0,-7068,0,0,4423
15:00,900,0,0,4725,0,0,-1913,0,0,1265,0,0,-4772,0,0,6009,0,0,-909,0,0,-993,0,0,-594,0,0,2932
15:05,905,0,0,4725,0,0,-1913,0,0,1265,0,0,-4772,0,0,6009,0,0,-909,0,0,-993,0,0,-594,0,0,2932
15:10,910,868,868,5593,2591,2591,678,7849,7849,9114,345,345,-4427,-2713,-2713,3296,3572,3572,2663,-728,-728,-1721,-1551,-1551,-2145,2419,2419,5351
15:15,915,0,868,868,0,2591,2591,0,7849,7849,0,345,345,0,-2713,-2713,0,3572,3572,0,-728,-728,0,-1551,-1551,0,2419,2419
15:20,920,0,0,868,0,0,2591,0,0,7849,0,0,345,0,0,-2713,0,0,3572,0,0,-728,0,0,-1551,0,0,2419
15:25,925,0,0,868,0,0,2591,0,0,7849,0,0,345,0,0,-2713,0,0,3572,0,0,-728,0,0,-1551,0,0,2419
15:30,930,4536,4536,5404,-3158,-3158,-567,7352,7352,15201,-1456,-1456,-1111,-2579,-2579,-5292,-2393,-2393,1179,-3467,-3467,-4195,2894,2894,1343,-5633,-5633,-3214
15:35,935,0,4536,5404,0,-3158,-567,0,7352,15201,0,-1456,-1111,0,-2579,-5292,0,-2393,1179,0,-3467,-4195,0,2894,1343,0,-5633,-3214
15:40,940,0,0,4536,0,0,-3158,0,0,7352,0,0,-1456,0,0,-2579,0,0,-2393,0,0,-3467,0,0,2894,0,0,-5633
15:45,945,-3744,-3744,792,-5204,-5204,-8362,3801,3801,11153,-4070,-4070,-5526,615,615,-1964,-2038,-2038,-4431,13909,13909,10442,-2264,-2264,630,-4892,-4892,-10525
15:50,950,0,-3744,792,0,-5204,-8362,0,3801,11153,0,-4070,-5526,0,615,-1964,0,-2038,-4431,0,13909,10442,0,-2264,630,0,-4892,-10525
15:55,955,0,0,792,0,0,-8362,0,0,11153,0,0,-5526,0,0,-1964,0,0,-4431,0,0,10442,0,0,630,0,0,-10525
16:00,960,0,0,-3744,0,0,-5204,0,0,3801,0,0,-4070,0,0,615,0,0,-2038,0,0,13909,0,0,-2264,0,0,-4892
16:05,965,0,0,-3744,0,0,-5204,0,0,3801,0,0,-4070,0,0,615,0,0,-2038,0,0,13909,0,0,-2264,0,0,-4892
16:10,970,1122,1122,-2622,-3964,-3964,-9168,5211,5211,9012,2416,2416,-1654,3106,3106,3721,-359,-359,-2397,-1454,-1454,12455,4068,4068,1804,7166,7166,2274
16:15,975,0,1122,1122,0,-3964,-3964,0,5211,5211,0,2416,2416,0,3106,3106,0,-359,-359,0,-1454,-1454,0,4068,4068,0,7166,7166
16:20,980,0,0,1122,0,0,-3964,0,0,5211,0,0,2416,0,0,3106,0,0,-359,0,0,-1454,0,0,4068,0,0,7166
16:25,985,0,0,1122,0,0,-3964,0,0,5211,0,0,2416,0,0,3106,0,0,-359,0,0,-1454,0,0,4068,0,0,7166
16:30,990,-3168,-3168,-2046,4491,4491,527,-7506,-7506,-2295,-3500,-3500,-1084,2145,2145,5251,-2606,-2606,-2965,9319,9319,7865,4607,4607,8675,-615,-615,6551
16:35,995,0,-3168,-2046,0,4491,527,0,-7506,-2295,0,-3500,-1084,0,2145,5251,0,-2606,-2965,0,9319,7865,0,4607,8675,0,-615,6551
16:40,1000,0,0,-3168,0,0,4491,0,0,-7506,0,0,-3500,0,0,2145,0,0,-2606,0,0,9319,0,0,4607,0,0,-615
16:45,1005,0,0,-3168,0,0,4491,0,0,-7506,0,0,-3500,0,0,2145,0,0,-2606,0,0,9319,0,0,4607,0,0,-615
16:50,1010,-5156,-5156,-8324,5992,5992,10483,-1247,-1247,-8753,-980,-980,-4480,1222,1222,3367,1929,1929,-677,-3966,-3966,5353,-1815,-1815,2792,-3624,-3624,-4239
16:55,1015,0,-5156,-8324,0,5992,10483,0,-1247,-8753,0,-980,-4480,0,1222,3367,0,1929,-677,0,-3966,5353,0,-1815,2792,0,-3624,-4239
17:00,1020,0,0,-5156,0,0,5992,0,0,-1247,0,0,-980,0,0,1222,0,0,1929,0,0,-3966,0,0,-1815,0,0,-3624
17:05,1025,2361,2361,-2795,2109,2109,8101,-87,-87,-1334,-5086,-5086,-6066,6713,6713,7935,394,394,2323,2664,2664,-1302,-3497,-3497,-5312,2352,2352,-1272
17:10,1030,0,2361,-2795,0,2109,8101,0,-87,-1334,0,-5086,-6066,0,6713,7935,0,394,2323,0,2664,-1302,0,-3497,-5312,0,2352,-1272
17:15,1035,0,0,-2795,0,0,8101,0,0,-1334,0,0,-6066,0,0,7935,0,0,2323,0,0,-1302,0,0,-5312,0,0,-1272
17:20,1040,0,0,2361,0,0,2109,0,0,-87,0,0,-5086,0,0,6713,0,0,394,0,0,2664,0,0,-3497,0,0,2352
17:25,1045,0,0,2361,0,0,2109,0,0,-87,0,0,-5086,0,0,6713,0,0,394,0,0,2664,0,0,-3497,0,0,2352
17:30,1050,322,322,2683,410,410,2519,4130,4130,4043,11535,11535,6449,11950,11950,18663,3474,3474,3868,2791,2791,5455,-4564,-4564,-8061,-3129,-3129,-777
17:35,1055,0,322,322,0,410,410,0,4130,4130,0,11535,11535,0,11950,11950,0,3474,3474,0,2791,2791,0,-4564,-4564,0,-3129,-3129
17:40,1060,0,0,322,0,0,410,0,0,4130,0,0,11535,0,0,11950,0,0,3474,0,0,2791,0,0,-4564,0,0,-3129
17:45,1065,0,0,322,0,0,410,0,0,4130,0,0,11535,0,0,11950,0,0,3474,0,0,2791,0,0,-4564,0,0,-3129
17:50,1070,-2801,-2801,-2479,3274,3274,3684,2505,2505,6635,-948,-948,10587,11477,11477,23427,6827,6827,10301,5492,5492,8283,-296,-296,-4860,-5287,-5287,-8416
17:55,1075,0,-2801,-2479,0,3274,3684,0,2505,6635,0,-948,10587,0,11477,23427,0,6827,10301,0,5492,8283,0,-296,-4860,0,-5287,-8416
18:00,1080,0,0,-2801,0,0,3274,0,0,2505,0,0,-948,0,0,11477,0,0,6827,0,0,5492,0,0,-296,0,0,-5287
18:05,1085,0,0,-2801,0,0,3274,0,0,2505,0,0,-948,0,0,11477,0,0,6827,0,0,5492,0,0,-296,0,0,-5287
18:10,1090,-733,-733,-3534,349,349,3623,5313,5313,7818,90,90,-858,-549,-549,10928,-1936,-1936,4891,243,243,5735,-1756,-1756,-2052,-3414,-3414,-8701
18:15,1095,0,-733,-3534,0,349,3623,0,5313,7818,0,90,-858,0,-549,10928,0,-1936,4891,0,243,5735,0,-1756,-2052,0,-3414,-8701
18:20,1100,0,0,-733,0,0,349,0,0,5313,0,0,90,0,0,-549,0,0,-1936,0,0,243,0,0,-1756,0,0,-3414
18:25,1105,-1043,-1043,-1776,-4132,-4132,-3783,4776,4776,10089,6792,6792,6882,-2112,-2112,-2661,10168,10168,8232,-873,-873,-630,3389,3389,1633,4171,4171,757
18:30,1110,0,-1043,-1776,0,-4132,-3783,0,4776,10089,0,6792,6882,0,-2112,-2661,0,10168,8232,0,-873,-630,0,3389,1633,0,4171,757
18:35,1115,0,0,-1776,0,0,-3783,0,0,10089,0,0,6882,0,0,-2661,0,0,8232,0,0,-630,0,0,1633,0,0,757
18:40,1120,0,0,-1043,0,0,-4132,0,0,4776,0,0,6792,0,0,-2112,0,0,10168,0,0,-873,0,0,3389,0,0,4171
18:45,1125,0,0,-1043,0,0,-4132,0,0,4776,0,0,6792,0,0,-2112,0,0,10168,0,0,-873,0,0,3389,0,0,4171
18:50,1130,-466,-466,-1509,-4138,-4138,-8270,4468,4468,9244,-1513,-1513,5279,1163,1163,-949,2171,2171,12339,-2490,-2490,-3363,-857,-857,2532,-2256,-2256,1915
18:55,1135,0,-466,-466,0,-4138,-4138,0,4468,4468,0,-1513,-1513,0,1163,1163,0,2171,2171,0,-2490,-2490,0,-857,-857,0,-2256,-2256
19:00,1140,0,0,-466,0,0,-4138,0,0,4468,0,0,-1513,0,0,1163,0,0,2171,0,0,-2490,0,0,-857,0,0,-2256
19:05,1145,0,0,-466,0,0,-4138,0,0,4468,0,0,-1513,0,0,1163,0,0,2171,0,0,-2490,0,0,-857,0,0,-2256
19:10,1150,1004,1004,538,5092,5092,954,1878,1878,6346,5689,5689,4176,1697,1697,2860,3175,3175,5346,-1333,-1333,-3823,-2452,-2452,-3309,-2401,-2401,-4657
19:15,1155,0,1004,538,0,5092,954,0,1878,6346,0,5689,4176,0,1697,2860,0,3175,5346,0,-1333,-3823,0,-2452,-3309,0,-2401,-4657
19:20,1160,0,0,1004,0,0,5092,0,0,1878,0,0,5689,0,0,1697,0,0,3175,0,0,-1333,0,0,-2452,0,0,-2401
19:25,1165,-3240,-3240,-2236,7172,7172,12264,-1853,-1853,25,10749,10749,16438,-1067,-1067,630,-3849,-3849,-674,4879,4879,3546,-3912,-3912,-6364,-2410,-2410,-4811
19:30,1170,0,-3240,-2236,0,7172,12264,0,-1853,25,0,10749,16438,0,-1067,630,0,-3849,-674,0,4879,3546,0,-3912,-6364,0,-2410,-4811
19:35,1175,0,0,-2236,0,0,12264,0,0,25,0,0,16438,0,0,630,0,0,-674,0,0,3546,0,0,-6364,0,0,-4811
19:40,1180,0,0,-3240,0,0,7172,0,0,-1853,0,0,10749,0,0,-1067,0,0,-3849,0,0,4879,0,0,-3912,0,0,-2410
19:45,1185,4412,4412,1172,-2186,-2186,4986,-329,-329,-2182,11316,11316,22065,4256,4256,3189,-3792,-3792,-7641,1292,1292,6171,-1777,-1777,-5689,2129,2129,-281
19:50,1190,0,4412,1172,0,-2186,4986,0,-329,-2182,0,11316,22065,0,4256,3189,0,-3792,-7641,0,1292,6171,0,-1777,-5689,0,2129,-281
19:55,1195,0,0,4412,0,0,-2186,0,0,-329,0,0,11316,0,0,4256,0,0,-3792,0,0,1292,0,0,-1777,0,0,2129
20:00,1200,0,0,4412,0,0,-2186,0,0,-329,0,0,11316,0,0,4256,0,0,-3792,0,0,1292,0,0,-1777,0,0,2129
20:05,1205,0,0,4412,0,0,-2186,0,0,-329,0,0,11316,0,0,4256,0,0,-3792,0,0,1292,0,0,-1777,0,0,2129
20:10,1210,5439,5439,9851,-437,-437,-2623,-917,-917,-1246,7696,7696,19012,-1476,-1476,2780,-3022,-3022,-6814,3103,3103,4395,-1422,-1422,-3199,8845,8845,10974
20:15,1215,0,5439,5439,0,-437,-437,0,-917,-917,0,7696,7696,0,-1476,-1476,0,-3022,-3022,0,3103,3103,0,-1422,-1422,0,8845,8845
20:20,1220,0,0,5439,0,0,-437,0,0,-917,0,0,7696,0,0,-1476,0,0,-3022,0,0,3103,0,0,-1422,0,0,8845
20:25,1225,0,0,5439,0,0,-437,0,0,-917,0,0,7696,0,0,-1476,0,0,-3022,0,0,3103,0,0,-1422,0,0,8845
20:30,1230,-690,-690,4749,-2654,-2654,-3091,-2122,-2122,-3039,2578,2578,10274,-1066,-1066,-2542,1244,1244,-1778,-1809,-1809,1294,3912,3912,2490,-1688,-1688,7157
20:35,1235,0,-690,4749,0,-2654,-3091,0,-2122,-3039,0,2578,10274,0,-1066,-2542,0,1244,-1778,0,-1809,1294,0,3912,2490,0,-1688,7157
20:40,1240,0,0,-690,0,0,-2654,0,0,-2122,0,0,2578,0,0,-1066,0,0,1244,0,0,-1809,0,0,3912,0,0,-1688
20:45,1245,-178,-178,-868,-1149,-1149,-3803,-2427,-2427,-4549,-1460,-1460,1118,1249,1249,183,-1956,-1956,-712,1035,1035,-774,-1245,-1245,2667,-1460,-1460,-3148
20:50,1250,0,-178,-868,0,-1149,-3803,0,-2427,-4549,0,-1460,1118,0,1249,183,0,-1956,-712,0,1035,-774,0,-1245,2667,0,-1460,-3148
20:55,1255,0,0,-868,0,0,-3803,0,0,-4549,0,0,1118,0,0,183,0,0,-712,0,0,-774,0,0,2667,0,0,-3148
21:00,1260,0,0,-178,0,0,-1149,0,0,-2427,0,0,-1460,0,0,1249,0,0,-1956,0,0,1035,0,0,-1245,0,0,-1460
21:05,1265,0,0,-178,0,0,-1149,0,0,-2427,0,0,-1460,0,0,1249,0,0,-1956,0,0,1035,0,0,-1245,0,0,-1460
21:10,1270,0,0,-178,-875,-875,-2024,-1512,-1512,-3939,-534,-534,-1994,2242,2242,3491,-1244,-1244,-3200,-863,-863,172,2311,2311,1066,3220,3220,1760
21:15,1275,0,0,0,0,-875,-875,0,-1512,-1512,0,-534,-534,0,2242,2242,0,-1244,-1244,0,-863,-863,0,2311,2311,0,3220,3220
21:20,1280,0,0,0,0,0,-875,0,0,-1512,0,0,-534,0,0,2242,0,0,-1244,0,0,-863,0,0,2311,0,0,3220
21:25,1285,0,0,0,0,0,-875,0,0,-1512,0,0,-534,0,0,2242,0,0,-1244,0,0,-863,0,0,2311,0,0,3220
21:30,1290,-89,-89,-89,1887,1887,1012,-1333,-1333,-2845,-1421,-1421,-1955,-108,-108,2134,-1778,-1778,-3022,-1379,-1379,-2242,5510,5510,7821,1988,1988,5208
21:35,1295,0,-89,-89,0,1887,1012,0,-1333,-2845,0,-1421,-1955,0,-108,2134,0,-1778,-3022,0,-1379,-2242,0,5510,7821,0,1988,5208
21:40,1300,0,0,-89,0,0,1887,0,0,-1333,0,0,-1421,0,0,-108,0,0,-1778,0,0,-1379,0,0,5510,0,0,1988
21:45,1305,-248,-248,-337,-615,-615,1272,0,0,-1333,-744,-744,-2165,-2117,-2117,-2225,0,0,-1778,-1207,-1207,-2586,-1593,-1593,3917,-857,-857,1131
21:50,1310,0,-248,-337,0,-615,1272,0,0,-1333,0,-744,-2165,0,-2117,-2225,0,0,-1778,0,-1207,-2586,0,-1593,3917,0,-857,1131
21:55,1315,0,0,-337,0,0,1272,0,0,-1333,0,0,-2165,0,0,-2225,0,0,-1778,0,0,-2586,0,0,3917,0,0,1131
22:00,1320,0,0,-248,0,0,-615,0,0,0,0,0,-744,0,0,-2117,0,0,0,0,0,-1207,0,0,-1593,0,0,-857
22:05,1325,0,0,-248,0,0,-615,0,0,0,-674,-674,-1418,-1417,-1417,-3534,-889,-889,-889,0,0,-1207,-1600,-1600,-3193,-345,-345,-1202
22:10,1330,0,0,-248,0,0,-615,0,0,0,0,-674,-1418,0,-1417,-3534,0,-889,-889,0,0,-1207,0,-1600,-3193,0,-345,-1202
22:15,1335,0,0,0,0,0,0,0,0,0,0,0,-674,0,0,-1417,0,0,-889,0,0,0,0,0,-1600,0,0,-345
22:20,1340,0,0,0,0,0,0,0,0,0,0,0,-674,0,0,-1417,0,0,-889,0,0,0,0,0,-1600,0,0,-345
22:25,1345,0,0,0,0,0,0,0,0,0,0,0,-674,0,0,-1417,0,0,-889,0,0,0,0,0,-1600,0,0,-345
22:30,1350,0,0,0,0,0,0,0,0,0,-509,-509,-1183,1971,1971,554,-888,-888,-1777,-345,-345,-345,0,0,-1600,0,0,-345
22:35,1355,0,0,0,0,0,0,0,0,0,0,-509,-509,0,1971,1971,0,-888,-888,0,-345,-345,0,0,0,0,0,0
22:40,1360,0,0,0,0,0,0,0,0,0,0,0,-509,0,0,1971,0,0,-888,0,0,-345,0,0,0,0,0,0
22:45,1365,0,0,0,0,0,0,0,0,0,0,0,-509,0,0,1971,0,0,-888,0,0,-345,0,0,0,0,0,0
22:50,1370,0,0,0,0,0,0,0,0,0,0,0,-509,0,0,1971,0,0,-888,0,0,-345,0,0,0,0,0,0
22:55,1375,0,0,0,0,0,0,0,0,0,0,0,-509,0,0,1971,0,0,-888,0,0,-345,0,0,0,0,0,0
23:00,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:05,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:10,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:15,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
