window,time,minute,hit_count
5,10:05,605,1
5,10:10,610,2
5,10:15,615,1
5,10:20,620,0
5,10:25,625,0
5,10:30,630,1
5,10:35,635,2
5,10:40,640,1
5,10:45,645,1
5,10:50,650,2
5,10:55,655,3
5,11:00,660,2
5,11:05,665,1
5,11:10,670,0
5,11:15,675,1
5,11:20,680,2
5,11:25,685,1
5,11:30,690,2
5,11:35,695,2
5,11:40,700,3
5,11:45,705,2
5,11:50,710,0
5,11:55,715,3
5,12:00,720,2
5,12:05,725,1
5,12:10,730,1
5,12:15,735,2
5,12:20,740,1
5,12:25,745,1
5,12:30,750,1
5,12:35,755,2
5,12:40,760,2
5,12:45,765,1
5,12:50,770,1
5,12:55,775,0
5,13:00,780,2
5,13:05,785,1
5,13:10,790,0
5,13:15,795,2
5,13:20,800,3
5,13:25,805,3
5,13:30,810,1
5,13:35,815,4
5,13:40,820,4
5,13:45,825,3
5,13:50,830,1
5,13:55,835,2
5,14:00,840,3
5,14:05,845,2
5,14:10,850,1
5,14:15,855,0
5,14:20,860,3
5,14:25,865,3
5,14:30,870,3
5,14:35,875,5
5,14:40,880,3
5,14:45,885,4
5,14:50,890,1
5,14:55,895,2
5,15:00,900,2
5,15:05,905,1
5,15:10,910,2
5,15:15,915,1
5,15:20,920,4
5,15:25,925,1
5,15:30,930,2
5,15:35,935,0
5,15:40,940,3
5,15:45,945,4
5,15:50,950,4
5,15:55,955,0
5,16:00,960,1
5,16:05,965,1
5,16:10,970,4
5,16:15,975,1
5,16:20,980,0
5,16:25,985,2
5,16:30,990,1
5,16:35,995,2
5,16:40,1000,3
5,16:45,1005,5
5,16:50,1010,1
5,16:55,1015,3
5,17:00,1020,2
5,17:05,1025,3
5,17:10,1030,3
5,17:15,1035,3
5,17:20,1040,2
5,17:25,1045,2
5,17:30,1050,3
5,17:35,1055,2
5,17:40,1060,0
5,17:45,1065,0
5,17:50,1070,3
5,17:55,1075,4
5,18:00,1080,5
5,18:05,1085,1
5,18:10,1090,2
5,18:15,1095,0
5,18:20,1100,0
5,18:25,1105,0
5,18:30,1110,0
5,18:35,1115,1
5,18:40,1120,2
5,18:45,1125,3
5,18:50,1130,3
5,18:55,1135,1
5,19:00,1140,0
5,19:05,1145,2
5,19:10,1150,0
5,19:15,1155,1
5,19:20,1160,0
5,19:25,1165,2
5,19:30,1170,2
5,19:35,1175,1
5,19:40,1180,3
5,19:45,1185,1
5,19:50,1190,2
5,19:55,1195,0
5,20:00,1200,1
5,20:05,1205,1
5,20:10,1210,1
5,20:15,1215,1
5,20:20,1220,0
5,20:25,1225,2
5,20:30,1230,0
5,20:35,1235,0
5,20:40,1240,1
5,20:45,1245,1
5,20:50,1250,1
5,20:55,1255,0
5,21:00,1260,0
5,21:05,1265,0
5,21:10,1270,0
5,21:15,1275,2
5,21:20,1280,1
5,21:25,1285,0
5,21:30,1290,0
5,21:35,1295,0
5,21:40,1300,0
5,21:45,1305,0
5,21:50,1310,0
5,21:55,1315,0
5,22:00,1320,0
5,22:05,1325,1
10,10:00,600,1
10,10:10,610,3
10,10:20,620,0
10,10:30,630,3
10,10:40,640,2
10,10:50,650,5
10,11:00,660,3
10,11:10,670,1
10,11:20,680,3
10,11:30,690,4
10,11:40,700,5
10,11:50,710,3
10,12:00,720,3
10,12:10,730,3
10,12:20,740,2
10,12:30,750,3
10,12:40,760,3
10,12:50,770,1
10,13:00,780,3
10,13:10,790,2
10,13:20,800,6
10,13:30,810,5
10,13:40,820,7
10,13:50,830,3
10,14:00,840,5
10,14:10,850,1
10,14:20,860,6
10,14:30,870,8
10,14:40,880,7
10,14:50,890,3
10,15:00,900,3
10,15:10,910,3
10,15:20,920,5
10,15:30,930,2
10,15:40,940,7
10,15:50,950,4
10,16:00,960,2
10,16:10,970,5
10,16:20,980,2
10,16:30,990,3
10,16:40,1000,8
10,16:50,1010,4
10,17:00,1020,5
10,17:10,1030,6
10,17:20,1040,4
10,17:30,1050,5
10,17:40,1060,0
10,17:50,1070,7
10,18:00,1080,6
10,18:10,1090,2
10,18:20,1100,0
10,18:30,1110,1
10,18:40,1120,5
10,18:50,1130,4
10,19:00,1140,2
10,19:10,1150,1
10,19:20,1160,2
10,19:30,1170,3
10,19:40,1180,4
10,19:50,1190,2
10,20:00,1200,2
10,20:10,1210,2
10,20:20,1220,2
10,20:30,1230,0
10,20:40,1240,2
10,20:50,1250,1
10,21:00,1260,0
10,21:10,1270,2
10,21:20,1280,1
10,21:30,1290,0
10,21:40,1300,0
10,21:50,1310,0
10,22:00,1320,1
30,10:00,600,4
30,10:30,630,10
30,11:00,660,7
30,11:30,690,12
30,12:00,720,8
30,12:30,750,7
30,13:00,780,11
30,13:30,810,15
30,14:00,840,12
30,14:30,870,18
30,15:00,900,11
30,15:30,930,13
30,16:00,960,9
30,16:30,990,15
30,17:00,1020,15
30,17:30,1050,12
30,18:00,1080,8
30,18:30,1110,10
30,19:00,1140,5
30,19:30,1170,9
30,20:00,1200,6
30,20:30,1230,3
30,21:00,1260,3
30,21:30,1290,0
30,22:00,1320,1
