machine,group,first_hit_time,first_hit_order,source
0039,g3,12:31,26,PSCUBE history CSV status=初当り
0040,g4,12:00,24,PSCUBE history CSV status=初当り
0041,g5,12:54,29,PSCUBE history CSV status=初当り
0042,g6,10:49,9,PSCUBE history CSV status=初当り
0043,g7,12:47,28,PSCUBE history CSV status=初当り
0044,g8,11:38,19,PSCUBE history CSV status=初当り
0045,g9,10:52,10,PSCUBE history CSV status=初当り
0046,g1,12:38,27,PSCUBE history CSV status=初当り
0047,g2,10:13,2,PSCUBE history CSV status=初当り
0048,g3,10:14,3,PSCUBE history CSV status=初当り
0049,g4,11:23,17,PSCUBE history CSV status=初当り
0050,g5,11:46,21,PSCUBE history CSV status=初当り
0051,g6,16:01,38,PSCUBE history CSV status=初当り
0052,g7,10:19,4,PSCUBE history CSV status=初当り
0053,g8,11:00,14,PSCUBE history CSV status=初当り
0054,g9,13:41,33,PSCUBE history CSV status=初当り
0055,g1,10:36,6,PSCUBE history CSV status=初当り
0056,g2,17:12,39,PSCUBE history CSV status=初当り
0057,g3,11:31,18,PSCUBE history CSV status=初当り
0058,g4,10:58,13,PSCUBE history CSV status=初当り
0059,g5,10:36,7,PSCUBE history CSV status=初当り
0060,g6,11:47,22,PSCUBE history CSV status=初当り
0061,g7,10:07,1,PSCUBE history CSV status=初当り
0062,g8,10:43,8,PSCUBE history CSV status=初当り
0063,g9,12:11,25,PSCUBE history CSV status=初当り
0064,g1,14:57,37,PSCUBE history CSV status=初当り
0065,g2,11:58,23,PSCUBE history CSV status=初当り
0066,g3,10:57,12,PSCUBE history CSV status=初当り
0067,g4,14:25,35,PSCUBE history CSV status=初当り
0068,g5,11:15,15,PSCUBE history CSV status=初当り
0069,g6,13:05,31,PSCUBE history CSV status=初当り
0070,g7,10:33,5,PSCUBE history CSV status=初当り
0071,g8,14:49,36,PSCUBE history CSV status=初当り
0072,g9,10:55,11,PSCUBE history CSV status=初当り
0073,g1,11:21,16,PSCUBE history CSV status=初当り
0074,g2,13:39,32,PSCUBE history CSV status=初当り
0075,g3,11:40,20,PSCUBE history CSV status=初当り
0076,g4,13:01,30,PSCUBE history CSV status=初当り
0077,g5,14:23,34,PSCUBE history CSV status=初当り
