time,minute,g1,g2,g3,g4,g5,g6,g7,g8,g9,all39_total
09:00,540,0,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,0,0,0,0
09:45,585,0,0,0,0,0,0,0,0,0,0
09:50,590,0,0,0,0,0,0,0,0,0,0
09:55,595,0,0,0,0,0,0,0,0,0,0
10:00,600,0,0,0,0,0,0,0,0,0,0
10:05,605,0,0,0,0,0,0,0,0,0,0
10:10,610,0,-356,-89,0,0,0,973,-356,-178,-6
10:15,615,0,-356,-89,0,0,0,973,-356,-178,-6
10:20,620,0,-356,-89,0,0,0,973,-356,-178,-6
10:25,625,-766,-1323,1611,-1902,0,-4061,6823,-1600,-2700,-3918
10:30,630,-766,-1323,1611,-1902,0,-4061,6823,-1600,-2700,-3918
10:35,635,-766,-1323,1611,-1902,0,-4061,6823,-1600,-2700,-3918
10:40,640,-178,-4389,2079,-4666,1207,-7412,11122,-3022,-5677,-10936
10:45,645,-178,-4389,2079,-4666,1207,-7412,11122,-3022,-5677,-10936
10:50,650,-178,-4389,2079,-4666,1207,-7412,11122,-3022,-5677,-10936
10:55,655,-178,-4389,2079,-4666,1207,-7412,11122,-3022,-5677,-10936
11:00,660,103,-7205,3092,-8048,3928,-8082,15497,-1422,-7022,-9159
11:05,665,103,-7205,3092,-8048,3928,-8082,15497,-1422,-7022,-9159
11:10,670,-500,-8792,3582,-8194,2877,-6424,14722,-1245,-4737,-8711
11:15,675,-500,-8792,3582,-8194,2877,-6424,14722,-1245,-4737,-8711
11:20,680,-500,-8792,3582,-8194,2877,-6424,14722,-1245,-4737,-8711
11:25,685,-500,-8792,3582,-8194,2877,-6424,14722,-1245,-4737,-8711
11:30,690,-2578,-12921,4101,-3472,2177,-7849,17741,-2311,-1812,-6924
11:35,695,-2578,-12921,4101,-3472,2177,-7849,17741,-2311,-1812,-6924
11:40,700,-2578,-12921,4101,-3472,2177,-7849,17741,-2311,-1812,-6924
11:45,705,2516,-14685,6768,-557,7086,-11087,14260,-2548,-1521,232
11:50,710,2516,-14685,6768,-557,7086,-11087,14260,-2548,-1521,232
11:55,715,2516,-14685,6768,-557,7086,-11087,14260,-2548,-1521,232
12:00,720,2516,-14685,6768,-557,7086,-11087,14260,-2548,-1521,232
12:05,725,101,-16162,5827,1960,7782,-13812,13722,248,-4193,-4527
12:10,730,101,-16162,5827,1960,7782,-13812,13722,248,-4193,-4527
12:15,735,101,-16162,5827,1960,7782,-13812,13722,248,-4193,-4527
12:20,740,101,-16162,5827,1960,7782,-13812,13722,248,-4193,-4527
12:25,745,101,-16162,5827,1960,7782,-13812,13722,248,-4193,-4527
12:30,750,72,-20647,2983,-3938,2529,-12981,13862,5190,-2349,-15279
12:35,755,72,-20647,2983,-3938,2529,-12981,13862,5190,-2349,-15279
12:40,760,72,-20647,2983,-3938,2529,-12981,13862,5190,-2349,-15279
12:45,765,72,-20647,2983,-3938,2529,-12981,13862,5190,-2349,-15279
12:50,770,6299,-25582,3998,-7233,4888,-15156,11869,3902,-5221,-22236
12:55,775,6299,-25582,3998,-7233,4888,-15156,11869,3902,-5221,-22236
13:00,780,6299,-25582,3998,-7233,4888,-15156,11869,3902,-5221,-22236
13:05,785,15507,-29295,-887,-10930,6712,-13401,14215,923,-8948,-26104
13:10,790,15507,-29295,-887,-10930,6712,-13401,14215,923,-8948,-26104
13:15,795,15507,-29295,-887,-10930,6712,-13401,14215,923,-8948,-26104
13:20,800,15507,-29295,-887,-10930,6712,-13401,14215,923,-8948,-26104
13:25,805,23737,-33185,-5169,-9707,9535,-14327,13642,-527,-15670,-31671
13:30,810,23737,-33185,-5169,-9707,9535,-14327,13642,-527,-15670,-31671
13:35,815,23737,-33185,-5169,-9707,9535,-14327,13642,-527,-15670,-31671
13:40,820,23737,-33185,-5169,-9707,9535,-14327,13642,-527,-15670,-31671
13:45,825,23737,-33185,-5169,-9707,9535,-14327,13642,-527,-15670,-31671
13:50,830,26212,-35456,3341,-7865,7716,-16143,16176,-919,-17214,-24152
13:55,835,26212,-35456,3341,-7865,7716,-16143,16176,-919,-17214,-24152
14:00,840,26212,-35456,3341,-7865,7716,-16143,16176,-919,-17214,-24152
14:05,845,26212,-35456,3341,-7865,7716,-16143,16176,-919,-17214,-24152
14:10,850,30258,-36924,10171,-10831,2447,-14604,18163,-2521,-17682,-21523
14:15,855,30258,-36924,10171,-10831,2447,-14604,18163,-2521,-17682,-21523
14:20,860,30258,-36924,10171,-10831,2447,-14604,18163,-2521,-17682,-21523
14:25,865,30258,-36924,10171,-10831,2447,-14604,18163,-2521,-17682,-21523
14:30,870,34767,-39899,21883,-10113,-2405,-16068,21416,-8995,-16191,-15605
14:35,875,34767,-39899,21883,-10113,-2405,-16068,21416,-8995,-16191,-15605
14:40,880,34767,-39899,21883,-10113,-2405,-16068,21416,-8995,-16191,-15605
14:45,885,39492,-41812,23148,-14885,3604,-16977,20423,-9589,-13259,-9855
14:50,890,39492,-41812,23148,-14885,3604,-16977,20423,-9589,-13259,-9855
14:55,895,39492,-41812,23148,-14885,3604,-16977,20423,-9589,-13259,-9855
15:00,900,39492,-41812,23148,-14885,3604,-16977,20423,-9589,-13259,-9855
15:05,905,39492,-41812,23148,-14885,3604,-16977,20423,-9589,-13259,-9855
15:10,910,40360,-39221,30997,-14540,891,-13405,19695,-11140,-10840,2797
15:15,915,40360,-39221,30997,-14540,891,-13405,19695,-11140,-10840,2797
15:20,920,40360,-39221,30997,-14540,891,-13405,19695,-11140,-10840,2797
15:25,925,40360,-39221,30997,-14540,891,-13405,19695,-11140,-10840,2797
15:30,930,44896,-42379,38349,-15996,-1688,-15798,16228,-8246,-16473,-1107
15:35,935,44896,-42379,38349,-15996,-1688,-15798,16228,-8246,-16473,-1107
15:40,940,44896,-42379,38349,-15996,-1688,-15798,16228,-8246,-16473,-1107
15:45,945,41152,-47583,42150,-20066,-1073,-17836,30137,-10510,-21365,-4994
15:50,950,41152,-47583,42150,-20066,-1073,-17836,30137,-10510,-21365,-4994
15:55,955,41152,-47583,42150,-20066,-1073,-17836,30137,-10510,-21365,-4994
16:00,960,41152,-47583,42150,-20066,-1073,-17836,30137,-10510,-21365,-4994
16:05,965,41152,-47583,42150,-20066,-1073,-17836,30137,-10510,-21365,-4994
16:10,970,42274,-51547,47361,-17650,2033,-18195,28683,-6442,-14199,12318
16:15,975,42274,-51547,47361,-17650,2033,-18195,28683,-6442,-14199,12318
16:20,980,42274,-51547,47361,-17650,2033,-18195,28683,-6442,-14199,12318
16:25,985,42274,-51547,47361,-17650,2033,-18195,28683,-6442,-14199,12318
16:30,990,39106,-47056,39855,-21150,4178,-20801,38002,-1835,-14814,15485
16:35,995,39106,-47056,39855,-21150,4178,-20801,38002,-1835,-14814,15485
16:40,1000,39106,-47056,39855,-21150,4178,-20801,38002,-1835,-14814,15485
16:45,1005,39106,-47056,39855,-21150,4178,-20801,38002,-1835,-14814,15485
16:50,1010,33950,-41064,38608,-22130,5400,-18872,34036,-3650,-18438,7840
16:55,1015,33950,-41064,38608,-22130,5400,-18872,34036,-3650,-18438,7840
17:00,1020,33950,-41064,38608,-22130,5400,-18872,34036,-3650,-18438,7840
17:05,1025,36311,-38955,38521,-27216,12113,-18478,36700,-7147,-16086,15763
17:10,1030,36311,-38955,38521,-27216,12113,-18478,36700,-7147,-16086,15763
17:15,1035,36311,-38955,38521,-27216,12113,-18478,36700,-7147,-16086,15763
17:20,1040,36311,-38955,38521,-27216,12113,-18478,36700,-7147,-16086,15763
17:25,1045,36311,-38955,38521,-27216,12113,-18478,36700,-7147,-16086,15763
17:30,1050,36633,-38545,42651,-15681,24063,-15004,39491,-11711,-19215,42682
17:35,1055,36633,-38545,42651,-15681,24063,-15004,39491,-11711,-19215,42682
17:40,1060,36633,-38545,42651,-15681,24063,-15004,39491,-11711,-19215,42682
17:45,1065,36633,-38545,42651,-15681,24063,-15004,39491,-11711,-19215,42682
17:50,1070,33832,-35271,45156,-16629,35540,-8177,44983,-12007,-24502,62925
17:55,1075,33832,-35271,45156,-16629,35540,-8177,44983,-12007,-24502,62925
18:00,1080,33832,-35271,45156,-16629,35540,-8177,44983,-12007,-24502,62925
18:05,1085,33832,-35271,45156,-16629,35540,-8177,44983,-12007,-24502,62925
18:10,1090,33099,-34922,50469,-16539,34991,-10113,45226,-13763,-27916,60532
18:15,1095,33099,-34922,50469,-16539,34991,-10113,45226,-13763,-27916,60532
18:20,1100,33099,-34922,50469,-16539,34991,-10113,45226,-13763,-27916,60532
18:25,1105,32056,-39054,55245,-9747,32879,55,44353,-10374,-23745,81668
18:30,1110,32056,-39054,55245,-9747,32879,55,44353,-10374,-23745,81668
18:35,1115,32056,-39054,55245,-9747,32879,55,44353,-10374,-23745,81668
18:40,1120,32056,-39054,55245,-9747,32879,55,44353,-10374,-23745,81668
18:45,1125,32056,-39054,55245,-9747,32879,55,44353,-10374,-23745,81668
18:50,1130,31590,-43192,59713,-11260,34042,2226,41863,-11231,-26001,77750
18:55,1135,31590,-43192,59713,-11260,34042,2226,41863,-11231,-26001,77750
19:00,1140,31590,-43192,59713,-11260,34042,2226,41863,-11231,-26001,77750
19:05,1145,31590,-43192,59713,-11260,34042,2226,41863,-11231,-26001,77750
19:10,1150,32594,-38100,61591,-5571,35739,5401,40530,-13683,-28402,90099
19:15,1155,32594,-38100,61591,-5571,35739,5401,40530,-13683,-28402,90099
19:20,1160,32594,-38100,61591,-5571,35739,5401,40530,-13683,-28402,90099
19:25,1165,29354,-30928,59738,5178,34672,1552,45409,-17595,-30812,96568
19:30,1170,29354,-30928,59738,5178,34672,1552,45409,-17595,-30812,96568
19:35,1175,29354,-30928,59738,5178,34672,1552,45409,-17595,-30812,96568
19:40,1180,29354,-30928,59738,5178,34672,1552,45409,-17595,-30812,96568
19:45,1185,33766,-33114,59409,16494,38928,-2240,46701,-19372,-28683,111889
19:50,1190,33766,-33114,59409,16494,38928,-2240,46701,-19372,-28683,111889
19:55,1195,33766,-33114,59409,16494,38928,-2240,46701,-19372,-28683,111889
20:00,1200,33766,-33114,59409,16494,38928,-2240,46701,-19372,-28683,111889
