time,minute,initial_5m,continuation_5m,total_5m,initial_10m,continuation_10m,total_10m,initial_30m,continuation_30m,total_30m
09:00,540,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,1,0,1
09:45,585,0,0,0,0,0,0,3,1,4
09:50,590,0,0,0,0,0,0,4,3,7
09:55,595,0,0,0,0,0,0,4,7,11
10:00,600,0,0,0,1,0,1,4,9,13
10:05,605,1,0,1,3,1,4,5,9,14
10:10,610,2,1,3,3,3,6,6,13,19
10:15,615,1,2,3,1,6,7,5,16,21
10:20,620,0,4,4,0,6,6,5,17,22
10:25,625,0,2,2,1,2,3,7,18,25
10:30,630,1,0,1,3,4,7,10,19,29
10:35,635,2,4,6,3,8,11,11,23,34
10:40,640,1,4,5,2,7,9,10,24,34
10:45,645,1,3,4,3,8,11,9,24,33
10:50,650,2,5,7,5,8,13,9,25,34
10:55,655,3,3,6,5,7,12,9,23,32
11:00,660,2,4,6,3,9,12,7,22,29
11:05,665,1,5,6,1,9,10,7,25,32
11:10,670,0,4,4,1,8,9,8,22,30
11:15,675,1,4,5,3,7,10,11,24,35
11:20,680,2,3,5,3,5,8,12,23,35
11:25,685,1,2,3,3,9,12,10,22,32
11:30,690,2,7,9,4,9,13,12,24,36
11:35,695,2,2,4,5,8,13,12,18,30
11:40,700,3,6,9,5,9,14,11,18,29
11:45,705,2,3,5,2,5,7,9,15,24
11:50,710,0,2,2,3,6,9,9,15,24
11:55,715,3,4,7,5,5,10,10,15,25
12:00,720,2,1,3,3,3,6,8,14,22
12:05,725,1,2,3,2,5,7,7,16,23
12:10,730,1,3,4,3,6,9,8,15,23
12:15,735,2,3,5,3,5,8,9,17,26
12:20,740,1,2,3,2,5,7,8,19,27
12:25,745,1,3,4,2,6,8,8,22,30
12:30,750,1,3,4,3,4,7,7,22,29
12:35,755,2,1,3,4,6,10,8,23,31
12:40,760,2,5,7,3,10,13,7,29,36
12:45,765,1,5,6,2,10,12,5,26,31
12:50,770,1,5,6,1,8,9,6,24,30
12:55,775,0,3,3,2,7,9,8,23,31
13:00,780,2,4,6,3,11,14,11,26,37
13:05,785,1,7,8,1,9,10,10,29,39
13:10,790,0,2,2,2,5,7,13,25,38
13:15,795,2,3,5,5,7,12,17,26,43
13:20,800,3,4,7,6,10,16,18,29,47
13:25,805,3,6,9,4,13,17,16,29,45
13:30,810,1,7,8,5,10,15,15,27,42
13:35,815,4,3,7,8,6,14,17,30,47
13:40,820,4,3,7,7,9,16,15,33,48
13:45,825,3,6,9,4,10,14,12,38,50
13:50,830,1,4,5,3,8,11,9,36,45
13:55,835,2,4,6,5,14,19,11,36,47
14:00,840,3,10,13,5,16,21,12,36,48
14:05,845,2,6,8,3,14,17,12,28,40
14:10,850,1,8,9,1,12,13,15,29,44
14:15,855,0,4,4,3,8,11,17,28,45
14:20,860,3,4,7,6,8,14,21,30,51
14:25,865,3,4,7,6,6,12,19,35,54
14:30,870,3,2,5,8,9,17,18,34,52
14:35,875,5,7,12,8,14,22,17,33,50
14:40,880,3,7,10,7,13,20,13,33,46
14:45,885,4,6,10,5,15,20,12,30,42
14:50,890,1,9,10,3,12,15,9,27,36
14:55,895,2,3,5,4,4,8,12,22,34
15:00,900,2,1,3,3,8,11,11,26,37
15:05,905,1,7,8,3,11,14,11,30,41
15:10,910,2,4,6,3,7,10,10,26,36
15:15,915,1,3,4,5,7,12,11,26,37
15:20,920,4,4,8,5,11,16,14,28,42
15:25,925,1,7,8,3,12,15,14,34,48
15:30,930,2,5,7,2,8,10,13,36,49
15:35,935,0,3,3,3,7,10,12,35,47
15:40,940,3,4,7,7,9,16,13,37,50
15:45,945,4,5,9,8,15,23,14,39,53
15:50,950,4,10,14,4,19,23,11,42,53
15:55,955,0,9,9,1,13,14,7,40,47
16:00,960,1,4,5,2,9,11,9,35,44
16:05,965,1,5,6,5,11,16,9,34,43
16:10,970,4,6,10,5,14,19,10,33,43
16:15,975,1,8,9,1,16,17,9,29,38
16:20,980,0,8,8,2,12,14,13,25,38
16:25,985,2,4,6,3,7,10,14,20,34
16:30,990,1,3,4,3,7,10,15,26,41
16:35,995,2,4,6,5,6,11,16,31,47
16:40,1000,3,2,5,8,6,14,17,34,51
16:45,1005,5,4,9,6,7,13,17,39,56
16:50,1010,1,3,4,4,13,17,15,43,58
16:55,1015,3,10,13,5,18,23,16,45,61
17:00,1020,2,8,10,5,15,20,15,43,58
17:05,1025,3,7,10,6,14,20,16,45,61
17:10,1030,3,7,10,6,15,21,15,45,60
17:15,1035,3,8,11,5,13,18,12,43,55
17:20,1040,2,5,7,4,13,17,9,38,47
17:25,1045,2,8,10,5,18,23,10,34,44
17:30,1050,3,10,13,5,17,22,12,29,41
17:35,1055,2,7,9,2,12,14,14,23,37
17:40,1060,0,5,5,0,8,8,13,21,34
17:45,1065,0,3,3,3,4,7,15,23,38
17:50,1070,3,1,4,7,4,11,15,29,44
17:55,1075,4,3,7,9,7,16,12,37,49
18:00,1080,5,4,9,6,9,15,8,36,44
18:05,1085,1,5,6,3,12,15,3,33,36
18:10,1090,2,7,9,2,16,18,3,30,33
18:15,1095,0,9,9,0,18,18,3,28,31
18:20,1100,0,9,9,0,11,11,6,23,29
18:25,1105,0,2,2,0,3,3,9,17,26
18:30,1110,0,1,1,1,3,4,10,19,29
18:35,1115,1,2,3,3,7,10,10,22,32
18:40,1120,2,5,7,5,9,14,11,23,34
18:45,1125,3,4,7,6,7,13,9,21,30
18:50,1130,3,3,6,4,7,11,7,22,29
18:55,1135,1,4,5,1,8,9,4,23,27
19:00,1140,0,4,4,2,7,9,5,22,27
19:05,1145,2,3,5,2,6,8,7,24,31
19:10,1150,0,3,3,1,8,9,6,24,30
19:15,1155,1,5,6,1,9,10,9,26,35
19:20,1160,0,4,4,2,7,9,9,26,35
19:25,1165,2,3,5,4,9,13,11,28,39
19:30,1170,2,6,8,3,9,12,9,31,40
19:35,1175,1,3,4,4,8,12,8,26,34
19:40,1180,3,5,8,4,10,14,8,24,32
19:45,1185,1,5,6,3,11,14,6,21,27
19:50,1190,2,6,8,2,12,14,6,18,24
19:55,1195,0,6,6,1,7,8,4,12,16
20:00,1200,1,1,2,2,2,4,6,6,12
20:05,1205,1,1,2,2,3,5,5,6,11
20:10,1210,1,2,3,2,4,6,4,5,9
20:15,1215,1,2,3,1,2,3,4,3,7
20:20,1220,0,0,0,2,0,2,4,2,6
20:25,1225,2,0,2,2,1,3,5,5,10
20:30,1230,0,1,1,0,1,1,3,5,8
20:35,1235,0,0,0,1,0,1,3,8,11
20:40,1240,1,0,1,2,1,3,3,9,12
20:45,1245,1,1,2,2,4,6,2,11,13
20:50,1250,1,3,4,1,3,4,3,10,13
20:55,1255,0,0,0,0,4,4,3,10,13
21:00,1260,0,4,4,0,5,5,3,10,13
21:05,1265,0,1,1,0,3,3,3,6,9
21:10,1270,0,2,2,2,2,4,3,5,8
21:15,1275,2,0,2,3,3,6,3,3,6
21:20,1280,1,3,4,1,3,4,1,3,4
21:25,1285,0,0,0,0,0,0,0,0,0
21:30,1290,0,0,0,0,0,0,0,0,0
21:35,1295,0,0,0,0,0,0,0,0,0
21:40,1300,0,0,0,0,0,0,1,0,1
21:45,1305,0,0,0,0,0,0,1,1,2
21:50,1310,0,0,0,0,0,0,1,1,2
21:55,1315,0,0,0,0,0,0,1,1,2
22:00,1320,0,0,0,1,0,1,1,1,2
22:05,1325,1,0,1,1,1,2,1,1,2
22:10,1330,0,1,1,0,1,1,0,1,1
22:15,1335,0,0,0,0,0,0,0,0,0
22:20,1340,0,0,0,0,0,0,0,0,0
22:25,1345,0,0,0,0,0,0,0,0,0
22:30,1350,0,0,0,0,0,0,0,0,0
22:35,1355,0,0,0,0,0,0,0,0,0
22:40,1360,0,0,0,0,0,0,0,0,0
22:45,1365,0,0,0,0,0,0,0,0,0
22:50,1370,0,0,0,0,0,0,0,0,0
22:55,1375,0,0,0,0,0,0,0,0,0
23:00,1380,0,0,0,0,0,0,0,0,0
23:05,1385,0,0,0,0,0,0,0,0,0
23:10,1390,0,0,0,0,0,0,0,0,0
23:15,1395,0,0,0,0,0,0,0,0,0
23:16,1396,0,0,0,0,0,0,0,0,0
23:20,1400,0,0,0,0,0,0,0,0,0
