time,minute,g1,g2,g3,g4,g5,g6,g7,g8,g9,all39_total
09:00,540,0,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,0,0,0,0
09:45,585,0,0,0,0,0,0,0,0,0,0
09:50,590,0,0,0,0,0,0,0,0,0,0
09:55,595,0,0,0,0,0,0,0,0,0,0
10:00,600,0,0,0,0,0,0,0,0,0,0
10:05,605,0,0,0,0,0,0,0,0,0,0
10:10,610,0,0,-178,862,-178,0,0,0,-519,-13
10:15,615,0,0,-178,862,-178,0,0,0,-519,-13
10:20,620,0,0,-178,862,-178,0,0,0,-519,-13
10:25,625,0,-711,-1245,2408,-1422,-444,0,0,-1310,-2724
10:30,630,0,-711,-1245,2408,-1422,-444,0,0,-1310,-2724
10:35,635,0,-711,-1245,2408,-1422,-444,0,0,-1310,-2724
10:40,640,0,-1245,1721,10690,-560,-800,0,-356,-1990,7460
10:45,645,0,-1245,1721,10690,-560,-800,0,-356,-1990,7460
10:50,650,0,-1245,1721,10690,-560,-800,0,-356,-1990,7460
10:55,655,0,-1245,1721,10690,-560,-800,0,-356,-1990,7460
11:00,660,0,-2844,398,11535,955,-89,0,-1600,3,8358
11:05,665,0,-2844,398,11535,955,-89,0,-1600,3,8358
11:10,670,0,-3734,-380,11272,1622,-622,0,-2133,-426,5599
11:15,675,0,-3734,-380,11272,1622,-622,0,-2133,-426,5599
11:20,680,0,-3734,-380,11272,1622,-622,0,-2133,-426,5599
11:25,685,0,-3734,-380,11272,1622,-622,0,-2133,-426,5599
11:30,690,-178,-6756,-2194,8944,48,-2044,-779,-4000,3392,-3567
11:35,695,-178,-6756,-2194,8944,48,-2044,-779,-4000,3392,-3567
11:40,700,-178,-6756,-2194,8944,48,-2044,-779,-4000,3392,-3567
11:45,705,-1244,-8178,-4833,7910,2462,-2044,513,-2045,12750,5291
11:50,710,-1244,-8178,-4833,7910,2462,-2044,513,-2045,12750,5291
11:55,715,-1244,-8178,-4833,7910,2462,-2044,513,-2045,12750,5291
12:00,720,-1244,-8178,-4833,7910,2462,-2044,513,-2045,12750,5291
12:05,725,-2133,-10488,-7219,7565,-166,-2667,5897,-1334,10951,406
12:10,730,-2133,-10488,-7219,7565,-166,-2667,5897,-1334,10951,406
12:15,735,-2133,-10488,-7219,7565,-166,-2667,5897,-1334,10951,406
12:20,740,-2133,-10488,-7219,7565,-166,-2667,5897,-1334,10951,406
12:25,745,-2133,-10488,-7219,7565,-166,-2667,5897,-1334,10951,406
12:30,750,1519,-4682,-10385,6444,-4578,-4376,11084,-4000,14124,5150
12:35,755,1519,-4682,-10385,6444,-4578,-4376,11084,-4000,14124,5150
12:40,760,1519,-4682,-10385,6444,-4578,-4376,11084,-4000,14124,5150
12:45,765,1519,-4682,-10385,6444,-4578,-4376,11084,-4000,14124,5150
12:50,770,3156,-5915,-7826,10776,-8987,-7419,12690,-7378,13883,2980
12:55,775,3156,-5915,-7826,10776,-8987,-7419,12690,-7378,13883,2980
13:00,780,3156,-5915,-7826,10776,-8987,-7419,12690,-7378,13883,2980
13:05,785,3293,-4276,-8376,15846,-13214,-11463,10379,-10667,14788,-3690
13:10,790,3293,-4276,-8376,15846,-13214,-11463,10379,-10667,14788,-3690
13:15,795,3293,-4276,-8376,15846,-13214,-11463,10379,-10667,14788,-3690
13:20,800,3293,-4276,-8376,15846,-13214,-11463,10379,-10667,14788,-3690
13:25,805,7005,-5332,1605,12746,-17886,-7110,7999,-9600,17576,7003
13:30,810,7005,-5332,1605,12746,-17886,-7110,7999,-9600,17576,7003
13:35,815,7005,-5332,1605,12746,-17886,-7110,7999,-9600,17576,7003
13:40,820,7005,-5332,1605,12746,-17886,-7110,7999,-9600,17576,7003
13:45,825,7005,-5332,1605,12746,-17886,-7110,7999,-9600,17576,7003
13:50,830,11372,-6249,8130,8055,-16500,-6480,4455,-4056,21416,20143
13:55,835,11372,-6249,8130,8055,-16500,-6480,4455,-4056,21416,20143
14:00,840,11372,-6249,8130,8055,-16500,-6480,4455,-4056,21416,20143
14:05,845,11372,-6249,8130,8055,-16500,-6480,4455,-4056,21416,20143
14:10,850,14106,-8382,7167,5871,-19575,-7916,5086,-2541,25330,19146
14:15,855,14106,-8382,7167,5871,-19575,-7916,5086,-2541,25330,19146
14:20,860,14106,-8382,7167,5871,-19575,-7916,5086,-2541,25330,19146
14:25,865,14106,-8382,7167,5871,-19575,-7916,5086,-2541,25330,19146
14:30,870,18714,-12267,8610,4340,-14053,-12602,3861,-1338,27286,22551
14:35,875,18714,-12267,8610,4340,-14053,-12602,3861,-1338,27286,22551
14:40,880,18714,-12267,8610,4340,-14053,-12602,3861,-1338,27286,22551
14:45,885,21457,-10710,9328,6479,-14921,-12111,128,2808,27572,30030
14:50,890,21457,-10710,9328,6479,-14921,-12111,128,2808,27572,30030
14:55,895,21457,-10710,9328,6479,-14921,-12111,128,2808,27572,30030
15:00,900,21457,-10710,9328,6479,-14921,-12111,128,2808,27572,30030
15:05,905,21457,-10710,9328,6479,-14921,-12111,128,2808,27572,30030
15:10,910,19412,2097,4647,9973,-18109,-10988,-3560,-213,34886,38145
15:15,915,19412,2097,4647,9973,-18109,-10988,-3560,-213,34886,38145
15:20,920,19412,2097,4647,9973,-18109,-10988,-3560,-213,34886,38145
15:25,925,19412,2097,4647,9973,-18109,-10988,-3560,-213,34886,38145
15:30,930,16390,-2182,5190,11403,-23307,-14347,-7498,-4256,43152,24545
15:35,935,16390,-2182,5190,11403,-23307,-14347,-7498,-4256,43152,24545
15:40,940,16390,-2182,5190,11403,-23307,-14347,-7498,-4256,43152,24545
15:45,945,28118,-7660,-1528,9760,-26648,-18005,-163,-41,46998,30831
15:50,950,28118,-7660,-1528,9760,-26648,-18005,-163,-41,46998,30831
15:55,955,28118,-7660,-1528,9760,-26648,-18005,-163,-41,46998,30831
16:00,960,28118,-7660,-1528,9760,-26648,-18005,-163,-41,46998,30831
16:05,965,28118,-7660,-1528,9760,-26648,-18005,-163,-41,46998,30831
16:10,970,32531,-12250,-2537,5313,-22182,-21782,7244,335,51314,37986
16:15,975,32531,-12250,-2537,5313,-22182,-21782,7244,335,51314,37986
16:20,980,32531,-12250,-2537,5313,-22182,-21782,7244,335,51314,37986
16:25,985,32531,-12250,-2537,5313,-22182,-21782,7244,335,51314,37986
16:30,990,34892,-14507,4499,4744,-21806,-26869,13583,-6582,58842,46796
16:35,995,34892,-14507,4499,4744,-21806,-26869,13583,-6582,58842,46796
16:40,1000,34892,-14507,4499,4744,-21806,-26869,13583,-6582,58842,46796
16:45,1005,34892,-14507,4499,4744,-21806,-26869,13583,-6582,58842,46796
16:50,1010,34594,-9681,12251,12770,-26390,-28402,17782,-5946,55946,62924
16:55,1015,34594,-9681,12251,12770,-26390,-28402,17782,-5946,55946,62924
17:00,1020,34594,-9681,12251,12770,-26390,-28402,17782,-5946,55946,62924
17:05,1025,33782,-13376,14971,14968,-30447,-26679,21521,-5276,52605,62069
17:10,1030,33782,-13376,14971,14968,-30447,-26679,21521,-5276,52605,62069
17:15,1035,33782,-13376,14971,14968,-30447,-26679,21521,-5276,52605,62069
17:20,1040,33782,-13376,14971,14968,-30447,-26679,21521,-5276,52605,62069
17:25,1045,33782,-13376,14971,14968,-30447,-26679,21521,-5276,52605,62069
17:30,1050,30727,-4341,13214,12150,-34844,-30421,30287,-4774,50381,62379
17:35,1055,30727,-4341,13214,12150,-34844,-30421,30287,-4774,50381,62379
17:40,1060,30727,-4341,13214,12150,-34844,-30421,30287,-4774,50381,62379
17:45,1065,30727,-4341,13214,12150,-34844,-30421,30287,-4774,50381,62379
17:50,1070,29837,5696,14852,9762,-37510,-32243,30081,-7649,49176,62002
17:55,1075,29837,5696,14852,9762,-37510,-32243,30081,-7649,49176,62002
18:00,1080,29837,5696,14852,9762,-37510,-32243,30081,-7649,49176,62002
18:05,1085,29837,5696,14852,9762,-37510,-32243,30081,-7649,49176,62002
18:10,1090,29665,9511,18403,11836,-39622,-33697,32906,-8877,48208,68333
18:15,1095,29665,9511,18403,11836,-39622,-33697,32906,-8877,48208,68333
18:20,1100,29665,9511,18403,11836,-39622,-33697,32906,-8877,48208,68333
18:25,1105,27208,8429,28004,17076,-42978,-36118,33992,-9930,44827,70510
18:30,1110,27208,8429,28004,17076,-42978,-36118,33992,-9930,44827,70510
18:35,1115,27208,8429,28004,17076,-42978,-36118,33992,-9930,44827,70510
18:40,1120,27208,8429,28004,17076,-42978,-36118,33992,-9930,44827,70510
18:45,1125,27208,8429,28004,17076,-42978,-36118,33992,-9930,44827,70510
18:50,1130,25401,6139,33580,14954,-41728,-33305,32528,-11681,43096,68984
18:55,1135,25401,6139,33580,14954,-41728,-33305,32528,-11681,43096,68984
19:00,1140,25401,6139,33580,14954,-41728,-33305,32528,-11681,43096,68984
19:05,1145,25401,6139,33580,14954,-41728,-33305,32528,-11681,43096,68984
19:10,1150,24539,4033,36949,12847,-44728,-28278,31924,-12802,47173,71657
19:15,1155,24539,4033,36949,12847,-44728,-28278,31924,-12802,47173,71657
19:20,1160,24539,4033,36949,12847,-44728,-28278,31924,-12802,47173,71657
19:25,1165,23570,2771,35674,13784,-44357,-31671,31062,-14919,55616,71530
19:30,1170,23570,2771,35674,13784,-44357,-31671,31062,-14919,55616,71530
19:35,1175,23570,2771,35674,13784,-44357,-31671,31062,-14919,55616,71530
19:40,1180,23570,2771,35674,13784,-44357,-31671,31062,-14919,55616,71530
19:45,1185,21803,5530,33554,21164,-47353,-34548,32775,-15447,59465,76943
19:50,1190,21803,5530,33554,21164,-47353,-34548,32775,-15447,59465,76943
19:55,1195,21803,5530,33554,21164,-47353,-34548,32775,-15447,59465,76943
20:00,1200,21803,5530,33554,21164,-47353,-34548,32775,-15447,59465,76943
20:05,1205,21803,5530,33554,21164,-47353,-34548,32775,-15447,59465,76943
20:10,1210,21448,4506,35718,20496,-48393,-34670,31892,-17104,59475,73368
20:15,1215,21448,4506,35718,20496,-48393,-34670,31892,-17104,59475,73368
20:20,1220,21448,4506,35718,20496,-48393,-34670,31892,-17104,59475,73368
20:25,1225,21448,4506,35718,20496,-48393,-34670,31892,-17104,59475,73368
