machine,time,minute,value
0039,09:00,540,0
0039,09:05,545,0
0039,09:10,550,0
0039,09:15,555,0
0039,09:20,560,0
0039,09:25,565,0
0039,09:30,570,0
0039,09:35,575,0
0039,09:40,580,0
0039,09:45,585,0
0039,09:50,590,0
0039,09:55,595,0
0039,10:00,600,0
0039,10:05,605,0
0039,10:10,610,-178
0039,10:15,615,-178
0039,10:20,620,-178
0039,10:25,625,-1156
0039,10:30,630,-1156
0039,10:35,635,-1156
0039,10:40,640,1810
0039,10:45,645,1810
0039,10:50,650,1810
0039,10:55,655,1810
0039,11:00,660,2155
0039,11:05,665,2155
0039,11:10,670,1897
0039,11:15,675,1897
0039,11:20,680,1897
0039,11:25,685,1897
0039,11:30,690,862
0039,11:35,695,862
0039,11:40,700,862
0039,11:45,705,-533
0039,11:50,710,-533
0039,11:55,715,-533
0039,12:00,720,-533
0039,12:05,725,-1867
0039,12:10,730,-1867
0039,12:15,735,-1867
0039,12:20,740,-1867
0039,12:25,745,-1867
0039,12:30,750,-3378
0039,12:35,755,-3378
0039,12:40,760,-3378
0039,12:45,765,-3378
0039,12:50,770,2155
0039,12:55,775,2155
0039,13:00,780,2155
0039,13:05,785,3362
0039,13:10,790,3362
0039,13:15,795,3362
0039,13:20,800,3362
0039,13:25,805,5603
0039,13:30,810,5603
0039,13:35,815,5603
0039,13:40,820,5603
0039,13:45,825,5603
0039,13:50,830,5000
0039,13:55,835,5000
0039,14:00,840,5000
0039,14:05,845,5000
0039,14:10,850,4483
0039,14:15,855,4483
0039,14:20,860,4483
0039,14:25,865,4483
0039,14:30,870,3017
0039,14:35,875,3017
0039,14:40,880,3017
0039,14:45,885,1897
0039,14:50,890,1897
0039,14:55,895,1897
0039,15:00,900,1897
0039,15:05,905,1897
0039,15:10,910,603
0039,15:15,915,603
0039,15:20,920,603
0039,15:25,925,603
0039,15:30,930,-622
0039,15:35,935,-622
0039,15:40,940,-622
0039,15:45,945,-1956
0039,15:50,950,-1956
0039,15:55,955,-1956
0039,16:00,960,-1956
0039,16:05,965,-1956
0039,16:10,970,-3200
0039,16:15,975,-3200
0039,16:20,980,-3200
0039,16:25,985,-3200
0039,16:30,990,5086
0039,16:35,995,5086
0039,16:40,1000,5086
0039,16:45,1005,5086
0039,16:50,1010,4655
0039,16:55,1015,4655
0039,17:00,1020,4655
0039,17:05,1025,8017
0039,17:10,1030,8017
0039,17:15,1035,8017
0039,17:20,1040,8017
0039,17:25,1045,8017
0039,17:30,1050,7672
0039,17:35,1055,7672
0039,17:40,1060,7672
0039,17:45,1065,7672
0039,17:50,1070,7241
0039,17:55,1075,7241
0039,18:00,1080,7241
0039,18:05,1085,7241
0039,18:10,1090,7241
0039,18:15,1095,7241
0039,18:20,1100,7241
0039,18:25,1105,6724
0039,18:30,1110,6724
0039,18:35,1115,6724
0039,18:40,1120,6724
0039,18:45,1125,6724
0039,18:50,1130,6724
0039,18:55,1135,6724
0039,19:00,1140,6724
0039,19:05,1145,6724
0039,19:10,1150,6207
0039,19:15,1155,6207
0039,19:20,1160,6207
0039,19:25,1165,6207
0039,19:30,1170,6207
0039,19:35,1175,6207
0039,19:40,1180,6207
0039,19:45,1185,6207
0039,19:50,1190,6207
0039,19:55,1195,6207
0039,20:00,1200,6207
0039,20:05,1205,6207
0039,20:10,1210,5259
0039,20:15,1215,5259
0039,20:20,1220,5259
0039,20:25,1225,5259
0039,20:30,1230,5259
0039,20:35,1235,5259
0039,20:40,1240,5259
0039,20:45,1245,4741
0039,20:50,1250,4741
0039,20:55,1255,4741
0039,21:00,1260,4741
0039,21:05,1265,4741
0039,21:10,1270,3879
0039,21:15,1275,3879
0039,21:20,1280,3879
0039,21:25,1285,3879
0039,21:30,1290,3534
0039,21:35,1295,3534
0039,21:40,1300,3534
0039,21:45,1305,3534
0039,21:50,1310,3534
0039,21:55,1315,3534
0039,22:00,1320,3534
0039,22:05,1325,3362
0039,22:10,1330,3362
0039,22:15,1335,3362
0039,22:20,1340,3362
0039,22:25,1345,3362
0039,22:30,1350,3103
0039,22:35,1355,3103
0039,22:40,1360,3103
0039,22:45,1365,3103
0039,22:50,1370,3103
0039,22:55,1375,3103
0039,23:00,1380,3103
0039,23:05,1385,3103
0039,23:10,1390,3103
0039,23:15,1395,3103
0039,23:16,1396,3103
0039,23:20,1400,3103
0040,09:00,540,0
0040,09:05,545,0
0040,09:10,550,0
0040,09:15,555,0
0040,09:20,560,0
0040,09:25,565,0
0040,09:30,570,0
0040,09:35,575,0
0040,09:40,580,0
0040,09:45,585,0
0040,09:50,590,0
0040,09:55,595,0
0040,10:00,600,0
0040,10:05,605,0
0040,10:10,610,862
0040,10:15,615,862
0040,10:20,620,862
0040,10:25,625,2586
0040,10:30,630,2586
0040,10:35,635,2586
0040,10:40,640,6724
0040,10:45,645,6724
0040,10:50,650,6724
0040,10:55,655,6724
0040,11:00,660,6034
0040,11:05,665,6034
0040,11:10,670,5431
0040,11:15,675,5431
0040,11:20,680,5431
0040,11:25,685,5431
0040,11:30,690,4483
0040,11:35,695,4483
0040,11:40,700,4483
0040,11:45,705,4483
0040,11:50,710,4483
0040,11:55,715,4483
0040,12:00,720,4483
0040,12:05,725,4483
0040,12:10,730,4483
0040,12:15,735,4483
0040,12:20,740,4483
0040,12:25,745,4483
0040,12:30,750,3534
0040,12:35,755,3534
0040,12:40,760,3534
0040,12:45,765,3534
0040,12:50,770,3534
0040,12:55,775,3534
0040,13:00,780,3534
0040,13:05,785,7586
0040,13:10,790,7586
0040,13:15,795,7586
0040,13:20,800,7586
0040,13:25,805,6293
0040,13:30,810,6293
0040,13:35,815,6293
0040,13:40,820,6293
0040,13:45,825,6293
0040,13:50,830,5172
0040,13:55,835,5172
0040,14:00,840,5172
0040,14:05,845,5172
0040,14:10,850,3966
0040,14:15,855,3966
0040,14:20,860,3966
0040,14:25,865,3966
0040,14:30,870,2586
0040,14:35,875,2586
0040,14:40,880,2586
0040,14:45,885,1379
0040,14:50,890,1379
0040,14:55,895,1379
0040,15:00,900,1379
0040,15:05,905,1379
0040,15:10,910,431
0040,15:15,915,431
0040,15:20,920,431
0040,15:25,925,431
0040,15:30,930,-1156
0040,15:35,935,-1156
0040,15:40,940,-1156
0040,15:45,945,1207
0040,15:50,950,1207
0040,15:55,955,1207
0040,16:00,960,1207
0040,16:05,965,1207
0040,16:10,970,603
0040,16:15,975,603
0040,16:20,980,603
0040,16:25,985,603
0040,16:30,990,3017
0040,16:35,995,3017
0040,16:40,1000,3017
0040,16:45,1005,3017
0040,16:50,1010,1638
0040,16:55,1015,1638
0040,17:00,1020,1638
0040,17:05,1025,776
0040,17:10,1030,776
0040,17:15,1035,776
0040,17:20,1040,776
0040,17:25,1045,776
0040,17:30,1050,-533
0040,17:35,1055,-533
0040,17:40,1060,-533
0040,17:45,1065,-533
0040,17:50,1070,-1422
0040,17:55,1075,-1422
0040,18:00,1080,-1422
0040,18:05,1085,-1422
0040,18:10,1090,-1156
0040,18:15,1095,-1156
0040,18:20,1100,-1156
0040,18:25,1105,3190
0040,18:30,1110,3190
0040,18:35,1115,3190
0040,18:40,1120,3190
0040,18:45,1125,3190
0040,18:50,1130,2845
0040,18:55,1135,2845
0040,19:00,1140,2845
0040,19:05,1145,2845
0040,19:10,1150,1983
0040,19:15,1155,1983
0040,19:20,1160,1983
0040,19:25,1165,776
0040,19:30,1170,776
0040,19:35,1175,776
0040,19:40,1180,776
0040,19:45,1185,776
0040,19:50,1190,776
0040,19:55,1195,776
0040,20:00,1200,776
0040,20:05,1205,776
0040,20:10,1210,776
0040,20:15,1215,776
0040,20:20,1220,776
0040,20:25,1225,776
0040,20:30,1230,776
0040,20:35,1235,776
0040,20:40,1240,776
0040,20:45,1245,517
0040,20:50,1250,517
0040,20:55,1255,517
0040,21:00,1260,517
0040,21:05,1265,517
0040,21:10,1270,0
0040,21:15,1275,0
0040,21:20,1280,0
0040,21:25,1285,0
0040,21:30,1290,0
0040,21:35,1295,0
0040,21:40,1300,0
0040,21:45,1305,0
0040,21:50,1310,0
0040,21:55,1315,0
0040,22:00,1320,0
0040,22:05,1325,-89
0040,22:10,1330,-89
0040,22:15,1335,-89
0040,22:20,1340,-89
0040,22:25,1345,-89
0040,22:30,1350,-89
0040,22:35,1355,-89
0040,22:40,1360,-89
0040,22:45,1365,-89
0040,22:50,1370,-89
0040,22:55,1375,-89
0040,23:00,1380,-89
0040,23:05,1385,-89
0040,23:10,1390,-89
0040,23:15,1395,-89
0040,23:16,1396,-89
0040,23:20,1400,-89
0041,09:00,540,0
0041,09:05,545,0
0041,09:10,550,0
0041,09:15,555,0
0041,09:20,560,0
0041,09:25,565,0
0041,09:30,570,0
0041,09:35,575,0
0041,09:40,580,0
0041,09:45,585,0
0041,09:50,590,0
0041,09:55,595,0
0041,10:00,600,0
0041,10:05,605,0
0041,10:10,610,-178
0041,10:15,615,-178
0041,10:20,620,-178
0041,10:25,625,-1244
0041,10:30,630,-1244
0041,10:35,635,-1244
0041,10:40,640,-178
0041,10:45,645,-178
0041,10:50,650,-178
0041,10:55,655,-178
0041,11:00,660,-1244
0041,11:05,665,-1244
0041,11:10,670,-1778
0041,11:15,675,-1778
0041,11:20,680,-1778
0041,11:25,685,-1778
0041,11:30,690,-1956
0041,11:35,695,-1956
0041,11:40,700,-1956
0041,11:45,705,-1956
0041,11:50,710,-1956
0041,11:55,715,-1956
0041,12:00,720,-1956
0041,12:05,725,-3022
0041,12:10,730,-3022
0041,12:15,735,-3022
0041,12:20,740,-3022
0041,12:25,745,-3022
0041,12:30,750,-4622
0041,12:35,755,-4622
0041,12:40,760,-4622
0041,12:45,765,-4622
0041,12:50,770,-5156
0041,12:55,775,-5156
0041,13:00,780,-5156
0041,13:05,785,-5689
0041,13:10,790,-5689
0041,13:15,795,-5689
0041,13:20,800,-5689
0041,13:25,805,-7467
0041,13:30,810,-7467
0041,13:35,815,-7467
0041,13:40,820,-7467
0041,13:45,825,-7467
0041,13:50,830,-8356
0041,13:55,835,-8356
0041,14:00,840,-8356
0041,14:05,845,-8356
0041,14:10,850,-9422
0041,14:15,855,-9422
0041,14:20,860,-9422
0041,14:25,865,-9422
0041,14:30,870,-7289
0041,14:35,875,-7289
0041,14:40,880,-7289
0041,14:45,885,-4978
0041,14:50,890,-4978
0041,14:55,895,-4978
0041,15:00,900,-4978
0041,15:05,905,-4978
0041,15:10,910,-4622
0041,15:15,915,-4622
