time,minute,initial_5m,continuation_5m,total_5m,initial_10m,continuation_10m,total_10m,initial_30m,continuation_30m,total_30m
09:00,540,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,1,0,1
09:45,585,0,0,0,0,0,0,1,1,2
09:50,590,0,0,0,0,0,0,1,1,2
09:55,595,0,0,0,0,0,0,1,1,2
10:00,600,0,0,0,1,0,1,4,1,5
10:05,605,1,0,1,1,1,2,5,5,10
10:10,610,0,1,1,0,1,1,6,8,14
10:15,615,0,0,0,0,0,0,6,11,17
10:20,620,0,0,0,3,0,3,7,11,18
10:25,625,3,0,3,4,4,8,8,11,19
10:30,630,1,4,5,3,7,10,5,12,17
10:35,635,2,3,5,2,7,9,4,8,12
10:40,640,0,4,4,1,4,5,2,5,7
10:45,645,1,0,1,2,0,2,3,2,5
10:50,650,1,0,1,1,1,2,2,3,5
10:55,655,0,1,1,0,1,1,2,5,7
11:00,660,0,0,0,0,0,0,4,5,9
11:05,665,0,0,0,1,1,2,5,10,15
11:10,670,1,1,2,1,2,3,6,12,18
11:15,675,0,1,1,1,3,4,5,13,18
11:20,680,1,2,3,3,3,6,5,13,18
11:25,685,2,1,3,3,6,9,5,12,17
11:30,690,1,5,6,2,7,9,3,12,15
11:35,695,1,2,3,1,4,5,4,9,13
11:40,700,0,2,2,0,3,3,3,8,11
11:45,705,0,1,1,1,2,3,6,7,13
11:50,710,1,1,2,1,2,3,8,11,19
11:55,715,0,1,1,2,3,5,7,14,21
12:00,720,2,2,4,2,3,5,8,19,27
12:05,725,0,1,1,3,2,5,8,21,29
12:10,730,3,1,4,5,6,11,8,21,29
12:15,735,2,5,7,2,9,11,6,21,27
12:20,740,0,4,4,1,10,11,5,19,24
12:25,745,1,6,7,3,10,13,7,19,26
12:30,750,2,4,6,2,5,7,6,17,23
12:35,755,0,1,1,1,2,3,4,14,18
12:40,760,1,1,2,2,4,6,7,14,21
12:45,765,1,3,4,3,7,10,12,15,27
12:50,770,2,4,6,2,8,10,15,22,37
12:55,775,0,4,4,0,5,5,14,25,39
13:00,780,0,1,1,3,2,5,15,29,44
13:05,785,3,1,4,9,3,12,15,36,51
13:10,790,6,2,8,10,12,22,12,40,52
13:15,795,4,10,14,5,17,22,8,44,52
13:20,800,1,7,8,2,15,17,6,38,44
13:25,805,1,8,9,1,16,17,7,36,43
13:30,810,0,8,8,0,13,13,7,30,37
13:35,815,0,5,5,2,11,13,9,26,35
13:40,820,2,6,8,4,10,14,9,26,35
13:45,825,2,4,6,4,9,13,7,25,32
13:50,830,2,5,7,3,7,10,8,24,32
13:55,835,1,2,3,3,6,9,10,24,34
14:00,840,2,4,6,2,9,11,9,29,38
14:05,845,0,5,5,0,10,10,9,29,38
14:10,850,0,5,5,3,8,11,11,29,40
14:15,855,3,3,6,7,8,15,15,31,46
14:20,860,4,5,9,4,12,16,16,33,49
14:25,865,0,7,7,2,11,13,12,35,47
14:30,870,2,4,6,4,9,13,12,34,46
14:35,875,2,5,7,6,12,18,13,35,48
14:40,880,4,7,11,8,12,20,11,34,45
14:45,885,4,5,9,4,12,16,8,29,37
14:50,890,0,7,7,0,13,13,5,28,33
14:55,895,0,6,6,3,11,14,5,23,28
15:00,900,3,5,8,3,9,12,9,19,28
15:05,905,0,4,4,1,6,7,9,19,28
15:10,910,1,2,3,2,6,8,9,24,33
15:15,915,1,4,5,1,6,7,9,28,37
15:20,920,0,2,2,4,4,8,11,29,40
15:25,925,4,2,6,7,7,14,12,34,46
15:30,930,3,5,8,3,14,17,11,37,48
15:35,935,0,9,9,1,15,16,10,40,50
15:40,940,1,6,7,4,11,15,10,41,51
15:45,945,3,5,8,4,12,16,10,42,52
15:50,950,1,7,8,4,12,16,9,40,49
15:55,955,3,5,8,5,13,18,10,36,46
16:00,960,2,8,10,2,18,20,10,33,43
16:05,965,0,10,10,1,17,18,10,32,42
16:10,970,1,7,8,3,10,13,12,32,44
16:15,975,2,3,5,4,6,10,14,32,46
16:20,980,2,3,5,5,5,10,12,37,49
16:25,985,3,2,5,5,9,14,10,40,50
16:30,990,2,7,9,4,17,21,9,41,50
16:35,995,2,10,12,5,17,22,7,36,43
16:40,1000,3,7,10,3,15,18,9,28,37
16:45,1005,0,8,8,0,14,14,6,27,33
16:50,1010,0,6,6,2,9,11,7,23,30
16:55,1015,2,3,5,2,5,7,7,20,27
17:00,1020,0,2,2,4,4,8,5,20,25
17:05,1025,4,2,6,4,8,12,7,20,27
17:10,1030,0,6,6,1,10,11,4,22,26
17:15,1035,1,4,5,1,7,8,5,19,24
17:20,1040,0,3,3,0,6,6,6,18,24
17:25,1045,0,3,3,2,5,7,7,17,24
17:30,1050,2,2,4,3,6,9,8,18,26
17:35,1055,1,4,5,2,7,9,9,20,29
17:40,1060,1,3,4,3,6,9,8,19,27
17:45,1065,2,3,5,3,5,8,8,19,27
17:50,1070,1,2,3,2,6,8,7,21,28
17:55,1075,1,4,5,4,8,12,6,20,26
18:00,1080,3,4,7,3,7,10,6,18,24
18:05,1085,0,3,3,1,6,7,4,15,19
18:10,1090,1,3,4,2,8,10,5,16,21
18:15,1095,1,5,6,1,6,7,4,17,21
18:20,1100,0,1,1,1,3,4,4,14,18
18:25,1105,1,2,3,2,3,5,5,17,22
18:30,1110,1,1,2,2,5,7,7,16,23
18:35,1115,1,4,5,1,8,9,7,15,22
18:40,1120,0,4,4,1,6,7,6,14,20
18:45,1125,1,2,3,2,6,8,7,11,18
18:50,1130,1,4,5,4,5,9,8,11,19
18:55,1135,3,1,4,4,1,5,9,11,20
19:00,1140,1,0,1,1,3,4,7,12,19
19:05,1145,0,3,3,1,4,5,6,16,22
19:10,1150,1,1,2,3,3,6,9,16,25
19:15,1155,2,2,4,4,6,10,9,16,25
19:20,1160,2,4,6,3,6,9,9,17,26
19:25,1165,1,2,3,1,6,7,8,14,22
19:30,1170,0,4,4,3,7,10,7,13,20
19:35,1175,3,3,6,4,4,8,8,10,18
19:40,1180,1,1,2,3,4,7,5,7,12
19:45,1185,2,3,5,3,4,7,4,7,11
19:50,1190,1,1,2,1,2,3,3,4,7
19:55,1195,0,1,1,1,2,3,2,5,7
20:00,1200,1,1,2,1,1,2,2,5,7
20:05,1205,0,0,0,0,1,1,1,6,7
20:10,1210,0,1,1,1,1,2,2,6,8
20:15,1215,1,0,1,1,2,3,2,6,8
20:20,1220,0,2,2,0,3,3,1,6,7
20:25,1225,0,1,1,0,3,3,1,4,5
20:30,1230,0,2,2,1,2,3,2,3,5
20:35,1235,1,0,1,1,1,2,2,2,4
20:40,1240,0,1,1,0,1,1,1,4,5
20:45,1245,0,0,0,0,0,0,1,3,4
20:50,1250,0,0,0,1,0,1,1,3,4
20:55,1255,1,0,1,1,1,2,2,3,5
21:00,1260,0,1,1,0,3,3,1,3,4
21:05,1265,0,2,2,0,2,2,2,2,4
21:10,1270,0,0,0,0,0,0,2,1,3
21:15,1275,0,0,0,1,0,1,2,3,5
21:20,1280,1,0,1,1,0,1,2,4,6
21:25,1285,0,0,0,1,0,1,1,5,6
21:30,1290,1,0,1,1,1,2,1,5,6
21:35,1295,0,1,1,0,3,3,1,5,6
21:40,1300,0,2,2,0,3,3,1,5,6
21:45,1305,0,1,1,0,2,2,1,5,6
21:50,1310,0,1,1,0,1,1,1,4,5
21:55,1315,0,0,0,1,0,1,1,4,5
22:00,1320,1,0,1,1,1,2,1,4,5
22:05,1325,0,1,1,0,3,3,0,4,4
22:10,1330,0,2,2,0,2,2,0,3,3
22:15,1335,0,0,0,0,1,1,0,1,1
22:20,1340,0,1,1,0,1,1,0,1,1
22:25,1345,0,0,0,0,0,0,0,0,0
22:30,1350,0,0,0,0,0,0,0,0,0
22:35,1355,0,0,0,0,0,0,0,0,0
22:40,1360,0,0,0,0,0,0,0,0,0
22:45,1365,0,0,0,0,0,0,0,0,0
22:50,1370,0,0,0,0,0,0,0,0,0
22:55,1375,0,0,0,0,0,0,0,0,0
23:00,1380,0,0,0,0,0,0,0,0,0
23:05,1385,0,0,0,0,0,0,0,0,0
23:10,1390,0,0,0,0,0,0,0,0,0
23:15,1395,0,0,0,0,0,0,0,0,0
23:16,1396,0,0,0,0,0,0,0,0,0
23:20,1400,0,0,0,0,0,0,0,0,0
