group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,4,0.75,False,12:04,0064,8,12:00,8,1,0,1,0,0,0,9,4608,2,18364,4
g2,1,1,False,12:13,0047,9,12:10,9,3,0,3,2,12,14,1,-3885,8,-6106,6
g3,8,0,False,10:28,0039,2,10:25,2,1,0,1,1,1,2,6,1443,4,27929,3
g4,2,1,True,10:08,0040,1,10:05,1,1,0,1,1,6,7,3,-1531,7,15046,5
g5,3,0.8,False,10:34,0041,3,10:30,3,1,0,1,2,1,3,5,5522,1,-46786,9
g6,9,0,False,10:47,0051,5,10:45,5,1,0,1,2,2,4,4,-4686,9,-38980,8
g7,5,0.75,False,11:38,0043,7,11:35,7,1,0,1,1,0,1,8,-1225,6,28098,2
g8,6,0.5,False,11:29,0053,6,11:25,6,1,0,1,1,1,2,7,1203,5,-19122,7
g9,7,0.25,False,10:37,0063,4,10:35,4,1,0,1,1,11,12,2,1956,3,55143,1
