group,machines,machine_count,initial_hit_count,unique_machines_with_initial_hit,09-12_initial_hit_count,12-15_initial_hit_count,15-18_initial_hit_count,18-close_initial_hit_count,final_total
g1,"046,055,064,073",4,17,4,3,5,4,5,39132
g2,"047,056,065,074",4,22,4,5,4,6,7,6153
g3,"039,048,057,066,075",5,16,5,3,7,4,2,-9477
g4,"040,049,058,067,076",5,16,4,0,6,4,6,7930
g5,"041,050,059,068,077",5,18,4,3,3,5,7,-39336
g6,"042,051,060,069",4,5,3,0,2,2,1,-32978
g7,"043,052,061,070",4,16,3,0,5,5,6,68518
g8,"044,053,062,071",4,11,4,1,5,4,1,2295
g9,"045,054,063,072",4,13,3,3,3,3,4,14270
