group,machine_count,machines,initial_count,continuation_count,total_hit_count,continuation_per_initial,final_group_close
g1,4,"046,055,064,073",17,56,73,3.2941,39132
g2,4,"047,056,065,074",22,35,57,1.5909,6153
g3,5,"039,048,057,066,075",16,39,55,2.4375,-9477
g4,5,"040,049,058,067,076",16,42,58,2.625,7930
g5,5,"041,050,059,068,077",18,27,45,1.5,-39336
g6,4,"042,051,060,069",5,8,13,1.6,-32978
g7,4,"043,052,061,070",16,58,74,3.625,68518
g8,4,"044,053,062,071",11,25,36,2.2727,2295
g9,4,"045,054,063,072",13,42,55,3.2308,14270
