group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,2,1.5,False,11:06,0046,6,11:05,6,1,1,2,1,5,6,1,2691,2,39132,2
g2,3,1.25,False,10:12,0074,1,10:10,1,1,0,1,2,0,2,3,-3074,7,6153,5
g3,1,1.6,False,10:17,0048,2,10:15,2,1,0,1,0,6,6,2,-5380,9,-9477,7
g4,5,0.8,False,12:27,0067,8,12:25,8,1,0,1,0,0,0,8,751,3,7930,4
g5,7,0.6,False,10:32,0050,3,10:30,3,1,0,1,0,1,1,5,-166,4,-39336,9
g6,8,0.25,False,12:54,0042,9,12:50,9,1,0,1,1,0,1,6,-3556,8,-32978,8
g7,6,0.75,False,12:21,0061,7,12:20,7,1,0,1,0,1,1,7,13484,1,68518,1
g8,9,0.25,False,10:45,0044,4,10:45,4,1,0,1,0,0,0,9,-171,5,2295,6
g9,4,1,False,10:46,0063,5,10:45,5,1,0,1,2,0,2,4,-2840,6,14270,3
