time,minute,g1,g2,g3,g4,g5,g6,g7,g8,g9,all39_total
09:00,540,0,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,0,0,0,0
09:45,585,0,0,0,0,0,0,0,0,0,0
09:50,590,0,0,0,0,0,0,0,0,0,0
09:55,595,0,0,0,0,0,0,0,0,0,0
10:00,600,0,0,0,0,0,0,0,0,0,0
10:05,605,0,0,0,0,0,0,0,0,0,0
10:10,610,0,-533,-178,-356,0,0,-89,0,0,-1156
10:15,615,0,-533,-178,-356,0,0,-89,0,0,-1156
10:20,620,0,-533,-178,-356,0,0,-89,0,0,-1156
10:25,625,0,2021,-1067,-1867,0,-711,-1156,690,-533,-2623
10:30,630,0,2021,-1067,-1867,0,-711,-1156,690,-533,-2623
10:35,635,0,2021,-1067,-1867,0,-711,-1156,690,-533,-2623
10:40,640,0,3363,-2311,-4090,-178,-1600,-2222,2836,-711,-4913
10:45,645,0,3363,-2311,-4090,-178,-1600,-2222,2836,-711,-4913
10:50,650,0,3363,-2311,-4090,-178,-1600,-2222,2836,-711,-4913
10:55,655,0,3363,-2311,-4090,-178,-1600,-2222,2836,-711,-4913
11:00,660,-534,2296,172,-5867,-356,-2133,-3289,916,-1067,-9862
11:05,665,-534,2296,172,-5867,-356,-2133,-3289,916,-1067,-9862
11:10,670,-1511,1763,-178,-6223,-889,-2667,-3378,312,-1422,-14193
11:15,675,-1511,1763,-178,-6223,-889,-2667,-3378,312,-1422,-14193
11:20,680,-1511,1763,-178,-6223,-889,-2667,-3378,312,-1422,-14193
11:25,685,-1511,1763,-178,-6223,-889,-2667,-3378,312,-1422,-14193
11:30,690,-2933,-166,-2400,-9067,-1956,-4444,1638,-1423,-1600,-22351
11:35,695,-2933,-166,-2400,-9067,-1956,-4444,1638,-1423,-1600,-22351
11:40,700,-2933,-166,-2400,-9067,-1956,-4444,1638,-1423,-1600,-22351
11:45,705,-3288,-2078,-7378,-11556,-3090,-6044,603,388,-1600,-34043
11:50,710,-3288,-2078,-7378,-11556,-3090,-6044,603,388,-1600,-34043
11:55,715,-3288,-2078,-7378,-11556,-3090,-6044,603,388,-1600,-34043
12:00,720,-3288,-2078,-7378,-11556,-3090,-6044,603,388,-1600,-34043
12:05,725,798,-2774,-7216,-13867,-4589,-7289,259,9224,-1600,-27054
12:10,730,798,-2774,-7216,-13867,-4589,-7289,259,9224,-1600,-27054
12:15,735,798,-2774,-7216,-13867,-4589,-7289,259,9224,-1600,-27054
12:20,740,798,-2774,-7216,-13867,-4589,-7289,259,9224,-1600,-27054
12:25,745,798,-2774,-7216,-13867,-4589,-7289,259,9224,-1600,-27054
12:30,750,4327,-4708,-9600,-17067,-9131,-7556,3707,15862,-2489,-26655
12:35,755,4327,-4708,-9600,-17067,-9131,-7556,3707,15862,-2489,-26655
12:40,760,4327,-4708,-9600,-17067,-9131,-7556,3707,15862,-2489,-26655
12:45,765,4327,-4708,-9600,-17067,-9131,-7556,3707,15862,-2489,-26655
12:50,770,4327,-7197,-10845,-14419,-13631,-9067,2328,13449,-2667,-37722
12:55,775,4327,-7197,-10845,-14419,-13631,-9067,2328,13449,-2667,-37722
13:00,780,4327,-7197,-10845,-14419,-13631,-9067,2328,13449,-2667,-37722
13:05,785,3171,-7903,-13688,-13596,-15286,-10400,585,11896,-2311,-47532
13:10,790,3171,-7903,-13688,-13596,-15286,-10400,585,11896,-2311,-47532
13:15,795,3171,-7903,-13688,-13596,-15286,-10400,585,11896,-2311,-47532
13:20,800,3171,-7903,-13688,-13596,-15286,-10400,585,11896,-2311,-47532
13:25,805,-860,-6319,-16266,-13130,-17896,-10756,-197,9822,1546,-54056
13:30,810,-860,-6319,-16266,-13130,-17896,-10756,-197,9822,1546,-54056
13:35,815,-860,-6319,-16266,-13130,-17896,-10756,-197,9822,1546,-54056
13:40,820,-860,-6319,-16266,-13130,-17896,-10756,-197,9822,1546,-54056
13:45,825,-860,-6319,-16266,-13130,-17896,-10756,-197,9822,1546,-54056
13:50,830,-282,-1632,-18666,-15221,-19261,-11023,1786,7382,339,-56578
13:55,835,-282,-1632,-18666,-15221,-19261,-11023,1786,7382,339,-56578
14:00,840,-282,-1632,-18666,-15221,-19261,-11023,1786,7382,339,-56578
14:05,845,-282,-1632,-18666,-15221,-19261,-11023,1786,7382,339,-56578
14:10,850,1722,-629,-22045,-17608,-21360,-12445,4855,7767,-1067,-60810
14:15,855,1722,-629,-22045,-17608,-21360,-12445,4855,7767,-1067,-60810
14:20,860,1722,-629,-22045,-17608,-21360,-12445,4855,7767,-1067,-60810
14:25,865,1722,-629,-22045,-17608,-21360,-12445,4855,7767,-1067,-60810
14:30,870,1434,3174,-24356,-20797,-27491,-16978,2888,8560,-550,-74116
14:35,875,1434,3174,-24356,-20797,-27491,-16978,2888,8560,-550,-74116
14:40,880,1434,3174,-24356,-20797,-27491,-16978,2888,8560,-550,-74116
14:45,885,-19,6095,-27823,-21643,-30012,-20979,-2310,4916,-2966,-94741
14:50,890,-19,6095,-27823,-21643,-30012,-20979,-2310,4916,-2966,-94741
14:55,895,-19,6095,-27823,-21643,-30012,-20979,-2310,4916,-2966,-94741
15:00,900,-19,6095,-27823,-21643,-30012,-20979,-2310,4916,-2966,-94741
15:05,905,-19,6095,-27823,-21643,-30012,-20979,-2310,4916,-2966,-94741
15:10,910,458,19710,-26755,-24629,-32089,-22223,-1205,2374,-5867,-90226
15:15,915,458,19710,-26755,-24629,-32089,-22223,-1205,2374,-5867,-90226
15:20,920,458,19710,-26755,-24629,-32089,-22223,-1205,2374,-5867,-90226
15:25,925,458,19710,-26755,-24629,-32089,-22223,-1205,2374,-5867,-90226
15:30,930,-590,25383,-27912,-24029,-32275,-24178,-2008,-1468,499,-86578
15:35,935,-590,25383,-27912,-24029,-32275,-24178,-2008,-1468,499,-86578
15:40,940,-590,25383,-27912,-24029,-32275,-24178,-2008,-1468,499,-86578
15:45,945,-937,26029,-31377,-20863,-37842,-25068,-2849,-3051,5445,-90513
15:50,950,-937,26029,-31377,-20863,-37842,-25068,-2849,-3051,5445,-90513
15:55,955,-937,26029,-31377,-20863,-37842,-25068,-2849,-3051,5445,-90513
16:00,960,-937,26029,-31377,-20863,-37842,-25068,-2849,-3051,5445,-90513
16:05,965,-937,26029,-31377,-20863,-37842,-25068,-2849,-3051,5445,-90513
16:10,970,-1115,27027,-32534,-22623,-42674,-26134,-1522,-4112,5983,-97704
16:15,975,-1115,27027,-32534,-22623,-42674,-26134,-1522,-4112,5983,-97704
16:20,980,-1115,27027,-32534,-22623,-42674,-26134,-1522,-4112,5983,-97704
16:25,985,-1115,27027,-32534,-22623,-42674,-26134,-1522,-4112,5983,-97704
16:30,990,-1115,28358,-35911,-26049,-45262,-27466,10475,-3062,5805,-94227
16:35,995,-1115,28358,-35911,-26049,-45262,-27466,10475,-3062,5805,-94227
16:40,1000,-1115,28358,-35911,-26049,-45262,-27466,10475,-3062,5805,-94227
16:45,1005,-1115,28358,-35911,-26049,-45262,-27466,10475,-3062,5805,-94227
16:50,1010,-1633,30140,-35911,-27434,-46159,-28355,8087,2729,5805,-92731
16:55,1015,-1633,30140,-35911,-27434,-46159,-28355,8087,2729,5805,-92731
17:00,1020,-1633,30140,-35911,-27434,-46159,-28355,8087,2729,5805,-92731
17:05,1025,-1811,33050,-35911,-28468,-47026,-29067,8758,9281,5627,-85567
17:10,1030,-1811,33050,-35911,-28468,-47026,-29067,8758,9281,5627,-85567
17:15,1035,-1811,33050,-35911,-28468,-47026,-29067,8758,9281,5627,-85567
17:20,1040,-1811,33050,-35911,-28468,-47026,-29067,8758,9281,5627,-85567
17:25,1045,-1811,33050,-35911,-28468,-47026,-29067,8758,9281,5627,-85567
17:30,1050,1374,36369,-35911,-25068,-50768,-22933,8692,12040,5627,-70578
17:35,1055,1374,36369,-35911,-25068,-50768,-22933,8692,12040,5627,-70578
17:40,1060,1374,36369,-35911,-25068,-50768,-22933,8692,12040,5627,-70578
17:45,1065,1374,36369,-35911,-25068,-50768,-22933,8692,12040,5627,-70578
17:50,1070,-5,35130,-36267,-25690,-53799,-16355,6070,17717,4738,-68461
17:55,1075,-5,35130,-36267,-25690,-53799,-16355,6070,17717,4738,-68461
18:00,1080,-5,35130,-36267,-25690,-53799,-16355,6070,17717,4738,-68461
18:05,1085,-5,35130,-36267,-25690,-53799,-16355,6070,17717,4738,-68461
18:10,1090,6754,35841,-37245,-26046,-55788,-16533,4839,17028,3583,-67567
18:15,1095,6754,35841,-37245,-26046,-55788,-16533,4839,17028,3583,-67567
18:20,1100,6754,35841,-37245,-26046,-55788,-16533,4839,17028,3583,-67567
18:25,1105,6145,41174,-38045,-25868,-58197,-20444,3718,16505,2527,-72485
18:30,1110,6145,41174,-38045,-25868,-58197,-20444,3718,16505,2527,-72485
18:35,1115,6145,41174,-38045,-25868,-58197,-20444,3718,16505,2527,-72485
18:40,1120,6145,41174,-38045,-25868,-58197,-20444,3718,16505,2527,-72485
18:45,1125,6145,41174,-38045,-25868,-58197,-20444,3718,16505,2527,-72485
18:50,1130,6835,41363,-38133,-26491,-56843,-21956,2840,15893,1017,-75475
18:55,1135,6835,41363,-38133,-26491,-56843,-21956,2840,15893,1017,-75475
19:00,1140,6835,41363,-38133,-26491,-56843,-21956,2840,15893,1017,-75475
19:05,1145,6835,41363,-38133,-26491,-56843,-21956,2840,15893,1017,-75475
19:10,1150,5110,44482,-39999,-22703,-56000,-20444,2752,15807,12364,-58631
19:15,1155,5110,44482,-39999,-22703,-56000,-20444,2752,15807,12364,-58631
19:20,1160,5110,44482,-39999,-22703,-56000,-20444,2752,15807,12364,-58631
19:25,1165,4851,52585,-28727,-24268,-53076,-20711,707,15807,27364,-25468
19:30,1170,4851,52585,-28727,-24268,-53076,-20711,707,15807,27364,-25468
19:35,1175,4851,52585,-28727,-24268,-53076,-20711,707,15807,27364,-25468
19:40,1180,4851,52585,-28727,-24268,-53076,-20711,707,15807,27364,-25468
19:45,1185,6920,56206,-24395,-25068,-54441,-20977,-2614,14763,29950,-19656
19:50,1190,6920,56206,-24395,-25068,-54441,-20977,-2614,14763,29950,-19656
