machine,group,initial_count,continuation_count,total_hit_count,continuation_per_initial,high,low,close
0039,g3,2,7,9,3.5,0,-13333,-4978
0040,g4,2,2,4,1.0,1121,-3467,-1333
0041,g5,1,4,5,4.0,0,-15467,-9778
0042,g6,0,0,0,,0,-4178,-4178
0043,g7,4,8,12,2.0,10517,-2133,8966
0044,g8,3,18,21,6.0,19655,-3911,17931
0045,g9,2,10,12,5.0,10690,-2489,8793
0046,g1,0,0,0,,0,-3022,-3022
0047,g2,8,21,29,2.625,15000,-9244,15000
0048,g3,1,0,1,0.0,0,-8889,-8889
0049,g4,4,13,17,3.25,8621,-3467,8621
0050,g5,1,4,5,4.0,0,-6578,-2933
0051,g6,3,9,12,3.0,0,-18489,-8000
0052,g7,3,3,6,1.0,0,-6933,-6933
0053,g8,3,6,9,2.0,9310,-1422,431
0054,g9,5,16,21,3.2,14483,-3378,13103
0055,g1,4,6,10,1.5,6552,-267,4741
0056,g2,4,12,16,3.0,11724,-1067,7069
0057,g3,3,4,7,1.3333,172,-11022,-11022
0058,g4,3,10,13,3.3333,2759,-12800,1897
0059,g5,1,2,3,2.0,0,-28596,-28596
0060,g6,2,7,9,3.5,2500,-7467,1638
0061,g7,2,1,3,0.5,0,-8800,-8800
0062,g8,5,13,18,2.6,7931,-1156,7931
0063,g9,0,0,0,,0,-7111,-7111
0064,g1,5,5,10,1.0,2241,-5244,1552
0065,g2,6,17,23,2.8333,17586,0,16034
0066,g3,1,4,5,4.0,0,-13867,-6933
0067,g4,2,0,2,0.0,0,-15644,-15644
0068,g5,2,2,4,1.0,0,-9244,-7911
0069,g6,0,0,0,,0,-4533,-4533
0070,g7,6,13,19,2.1667,7155,-3378,-2311
0071,g8,0,0,0,,0,-8267,-8267
0072,g9,1,8,9,8.0,10690,-1067,8448
0073,g1,3,9,12,3.0,6638,-2044,1724
0074,g2,3,13,16,4.3333,14655,-889,14310
0075,g3,4,9,13,2.25,6983,-3644,2672
0076,g4,2,0,2,0.0,0,-4178,-4178
0077,g5,1,3,4,3.0,0,-7467,-3467
