time_bin,start_minute,end_time,group,initial_count,continuation_count,total_hit_count,group_value_start,group_value_end,group_delta
09:00,540,09:30,g1,0,0,0,0,0,0
09:00,540,09:30,g2,0,0,0,0,0,0
09:00,540,09:30,g3,0,0,0,0,0,0
09:00,540,09:30,g4,0,0,0,0,0,0
09:00,540,09:30,g5,0,0,0,0,0,0
09:00,540,09:30,g6,0,0,0,0,0,0
09:00,540,09:30,g7,0,0,0,0,0,0
09:00,540,09:30,g8,0,0,0,0,0,0
09:00,540,09:30,g9,0,0,0,0,0,0
09:30,570,10:00,g1,0,0,0,0,0,0
09:30,570,10:00,g2,0,0,0,0,0,0
09:30,570,10:00,g3,0,0,0,0,0,0
09:30,570,10:00,g4,0,0,0,0,0,0
09:30,570,10:00,g5,0,0,0,0,0,0
09:30,570,10:00,g6,0,0,0,0,0,0
09:30,570,10:00,g7,0,0,0,0,0,0
09:30,570,10:00,g8,0,0,0,0,0,0
09:30,570,10:00,g9,0,0,0,0,0,0
10:00,600,10:30,g1,0,0,0,0,0,0
10:00,600,10:30,g2,1,3,4,0,2021,2021
10:00,600,10:30,g3,0,0,0,0,-1067,-1067
10:00,600,10:30,g4,0,0,0,0,-1867,-1867
10:00,600,10:30,g5,0,0,0,0,0,0
10:00,600,10:30,g6,0,0,0,0,-711,-711
10:00,600,10:30,g7,0,0,0,0,-1156,-1156
10:00,600,10:30,g8,1,2,3,0,690,690
10:00,600,10:30,g9,0,0,0,0,-533,-533
10:30,630,11:00,g1,0,0,0,0,-534,-534
10:30,630,11:00,g2,0,1,1,2021,2296,275
10:30,630,11:00,g3,1,1,2,-1067,172,1239
10:30,630,11:00,g4,0,0,0,-1867,-5867,-4000
10:30,630,11:00,g5,0,0,0,0,-356,-356
10:30,630,11:00,g6,0,0,0,-711,-2133,-1422
10:30,630,11:00,g7,0,0,0,-1156,-3289,-2133
10:30,630,11:00,g8,0,0,0,690,916,226
10:30,630,11:00,g9,0,0,0,-533,-1067,-534
11:00,660,11:30,g1,0,0,0,-534,-2933,-2399
11:00,660,11:30,g2,0,0,0,2296,-166,-2462
11:00,660,11:30,g3,0,0,0,172,-2400,-2572
11:00,660,11:30,g4,0,0,0,-5867,-9067,-3200
11:00,660,11:30,g5,0,0,0,-356,-1956,-1600
11:00,660,11:30,g6,0,0,0,-2133,-4444,-2311
11:00,660,11:30,g7,1,3,4,-3289,1638,4927
11:00,660,11:30,g8,0,0,0,916,-1423,-2339
11:00,660,11:30,g9,0,0,0,-1067,-1600,-533
11:30,690,12:00,g1,1,3,4,-2933,-3288,-355
11:30,690,12:00,g2,0,0,0,-166,-2078,-1912
11:30,690,12:00,g3,1,1,2,-2400,-7378,-4978
11:30,690,12:00,g4,0,0,0,-9067,-11556,-2489
11:30,690,12:00,g5,0,0,0,-1956,-3090,-1134
11:30,690,12:00,g6,0,0,0,-4444,-6044,-1600
11:30,690,12:00,g7,0,0,0,1638,603,-1035
11:30,690,12:00,g8,2,6,8,-1423,388,1811
11:30,690,12:00,g9,0,0,0,-1600,-1600,0
12:00,720,12:30,g1,0,3,3,-3288,4327,7615
12:00,720,12:30,g2,0,0,0,-2078,-4708,-2630
12:00,720,12:30,g3,1,1,2,-7378,-9600,-2222
12:00,720,12:30,g4,1,0,1,-11556,-17067,-5511
12:00,720,12:30,g5,0,0,0,-3090,-9131,-6041
12:00,720,12:30,g6,1,0,1,-6044,-7556,-1512
12:00,720,12:30,g7,1,2,3,603,3707,3104
12:00,720,12:30,g8,1,5,6,388,15862,15474
12:00,720,12:30,g9,0,0,0,-1600,-2489,-889
12:30,750,13:00,g1,0,0,0,4327,4327,0
12:30,750,13:00,g2,1,0,1,-4708,-7197,-2489
12:30,750,13:00,g3,0,0,0,-9600,-10845,-1245
12:30,750,13:00,g4,1,3,4,-17067,-14419,2648
12:30,750,13:00,g5,0,0,0,-9131,-13631,-4500
