Date,Machine,Group,Island,Open,High,Low,Close,Source,PointCount
2026/09/01,0035,8,s2,0,5259,-444,3534,svg,43
2026/09/01,0036,9,s2,0,0,-267,-267,svg,51
2026/09/01,0037,1,s2,0,0,-3556,-3556,svg,49
2026/09/01,0038,2,s2,0,4138,-2133,3707,svg,34
2026/09/01,0039,3,s3,0,2586,-8356,-5422,svg,43
2026/09/01,0040,4,s3,0,12586,0,1552,svg,42
2026/09/01,0041,5,s3,0,0,-9600,-7289,svg,41
2026/09/01,0042,6,s3,0,3448,-10133,-8889,svg,44
2026/09/01,0043,7,s3,0,2069,-4178,-3556,svg,47
2026/09/01,0044,8,s3,0,0,-11733,-11733,svg,44
2026/09/01,0045,9,s3,0,35385,0,34615,svg,43
2026/09/01,0046,1,s3,0,0,-11733,-11733,svg,28
2026/09/01,0047,2,s3,0,23306,-2809,19339,svg,51
2026/09/01,0048,3,s3,0,0,-12978,-12089,svg,46
2026/09/01,0049,4,s3,0,0,-5689,-5689,svg,43
2026/09/01,0050,5,s3,0,0,-15111,-13156,svg,48
2026/09/01,0051,6,s3,0,6724,-2578,5776,svg,47
2026/09/01,0052,7,s3,0,0,-19200,-13511,svg,49
2026/09/01,0053,8,s3,0,0,-20936,-20936,svg,46
2026/09/01,0054,9,s3,0,1121,-9156,-5244,svg,41
2026/09/01,0055,1,s3,0,0,-18667,-18667,svg,44
2026/09/01,0056,2,s3,0,0,-19378,-19378,svg,46
2026/09/01,0057,3,s3,0,25537,-4340,21074,svg,45
2026/09/01,0058,4,s4,0,0,-20681,-19915,svg,42
2026/09/01,0059,5,s4,0,3707,-6933,-2578,svg,48
2026/09/01,0060,6,s4,0,2155,-6044,-6044,svg,46
2026/09/01,0061,7,s4,0,0,-8978,-8978,svg,40
2026/09/01,0062,8,s4,0,21074,-9702,20331,svg,46
2026/09/01,0063,9,s4,0,172,-10844,-10844,svg,35
2026/09/01,0064,1,s4,0,6552,-3733,3621,svg,48
2026/09/01,0065,2,s4,0,6379,-12622,6207,svg,46
2026/09/01,0066,3,s4,0,5259,-4711,-1867,svg,38
2026/09/01,0067,4,s4,0,7759,-1244,948,svg,46
2026/09/01,0068,5,s4,0,0,-6044,-4178,svg,44
2026/09/01,0069,6,s4,0,24793,-5362,23306,svg,50
2026/09/01,0070,7,s4,0,603,-6489,-6489,svg,44
2026/09/01,0071,8,s4,0,3534,-5867,-622,svg,48
2026/09/01,0072,9,s4,0,6552,-7200,-3467,svg,40
2026/09/01,0073,1,s4,0,0,-16000,-12978,svg,42
2026/09/01,0074,2,s4,0,0,-24255,-24255,svg,39
2026/09/01,0075,3,s4,0,34615,-779,27949,svg,39
2026/09/01,0076,4,s4,0,4138,-12267,-12267,svg,45
2026/09/01,0077,5,s4,0,0,-14044,-11200,svg,41
2026/09/01,0118,1,s7,0,86,-978,-978,svg,16
2026/09/01,0119,2,s7,0,23306,0,23306,svg,29
2026/09/01,0120,3,s7,0,0,-1333,-1333,svg,22
2026/09/01,0121,4,s7,0,0,-5689,-5689,svg,55
2026/09/01,0148,4,s8,0,0,-8711,-8711,svg,41
2026/09/01,0149,5,s8,0,0,-11378,-11378,svg,38
2026/09/01,0150,6,s8,0,0,-3644,-3644,svg,46
2026/09/01,0151,7,s8,0,0,-5244,-5244,svg,49
2026/09/01,0152,8,s8,0,4914,-6222,2586,svg,58
2026/09/01,0153,9,s8,0,0,-3022,-3022,svg,30
2026/09/01,0154,1,s9,0,0,-6844,-6844,svg,38
2026/09/01,0155,2,s9,0,15690,-356,11724,svg,24
2026/09/01,0156,3,s9,0,0,-4000,-4000,svg,18
2026/09/01,0157,4,s9,0,0,-9511,-9511,svg,32
2026/09/01,0158,5,s9,0,0,-4889,-4889,svg,25
2026/09/01,0159,6,s9,0,15000,-2667,8103,svg,29
2026/09/01,1015,7,sl2,0,0,-1316,-1316,svg,17
2026/09/01,1016,8,sl2,0,3690,-1280,3690,svg,20
2026/09/01,1017,9,sl2,0,0,-1867,-1867,svg,20
2026/09/01,1018,1,sl2,0,0,-373,-373,svg,17
2026/09/01,1173,3,sl1,0,172,-711,-604,svg,30
2026/09/01,1174,4,sl1,0,552,-1831,-1671,svg,35
2026/09/01,1175,5,sl1,0,0,-1564,-498,svg,34
2026/09/01,1176,6,sl1,0,1017,-36,466,svg,27
2026/09/01,1177,7,sl1,0,0,-640,-640,svg,29
2026/09/01,1178,8,sl1,0,0,-2631,-2631,svg,34
2026/09/01,1179,9,sl1,0,0,-1618,-1387,svg,38
2026/09/01,1180,1,sl1,0,793,-71,793,svg,33
