Date,Machine,Group,Island,種別,開始時刻,開始差玉,終了時刻,終了差玉,増減差玉,時間(分)
2026/09/02,0035,8,s2,大当り,13:25,-3822,13:49,-1244,2578,24
2026/09/02,0035,8,s2,当り,14:03,-1867,14:04,-1867,0,1
2026/09/02,0035,8,s2,当り,14:20,-2178,14:21,-2178,0,1
2026/09/02,0035,8,s2,当り,14:44,-2489,14:44,-2489,0,0
2026/09/02,0035,8,s2,当り,14:52,-2311,15:14,-933,1378,22
2026/09/02,0035,8,s2,大当り,15:16,-667,16:02,2414,3081,46
2026/09/02,0035,8,s2,当り,16:03,2500,16:40,3448,948,37
2026/09/02,0035,8,s2,当り,16:42,3448,16:42,3448,0,0
2026/09/02,0035,8,s2,当り,18:05,2414,18:06,2414,0,1
2026/09/02,0035,8,s2,当り,18:29,2026,18:49,3017,991,20
2026/09/02,0035,8,s2,当り,20:36,1638,20:37,1638,0,1
2026/09/02,0035,8,s2,当り,20:51,948,20:52,948,0,1
2026/09/02,0035,8,s2,当り,21:51,-2044,22:11,-933,1111,20
2026/09/02,0035,8,s2,当り,22:13,-800,22:30,345,1145,17
2026/09/02,0036,9,s2,大当り,11:19,-1422,11:47,776,2198,28
2026/09/02,0036,9,s2,当り,12:11,-267,12:11,-267,0,0
2026/09/02,0036,9,s2,当り,13:43,-2756,13:43,-2756,0,0
2026/09/02,0036,9,s2,当り,18:13,-4978,18:13,-4978,0,0
2026/09/02,0036,9,s2,当り,18:56,-6844,18:57,-6844,0,1
2026/09/02,0036,9,s2,当り,19:35,-7644,19:36,-7644,0,1
2026/09/02,0036,9,s2,当り,20:41,-10844,20:59,-10400,444,18
2026/09/02,0036,9,s2,当り,21:01,-10311,21:01,-10311,0,0
2026/09/02,0037,1,s2,当り,10:21,-311,10:21,-311,0,0
2026/09/02,0037,1,s2,当り,11:01,-2800,11:01,-2800,0,0
2026/09/02,0037,1,s2,当り,11:55,-5556,12:29,-4489,1067,34
2026/09/02,0037,1,s2,当り,12:33,-4578,12:34,-4622,-44,1
2026/09/02,0037,1,s2,大当り,12:46,-4889,13:26,-2044,2845,40
2026/09/02,0037,1,s2,当り,13:50,-3200,14:23,-2533,667,33
2026/09/02,0037,1,s2,当り,14:41,-3289,14:42,-3289,0,1
2026/09/02,0037,1,s2,当り,15:06,-4533,15:07,-4533,0,1
2026/09/02,0037,1,s2,当り,16:52,-7467,16:53,-7422,45,1
2026/09/02,0037,1,s2,大当り,18:40,-7511,19:29,-4844,2667,49
2026/09/02,0037,1,s2,当り,21:17,-5289,21:18,-5289,0,1
2026/09/02,0037,1,s2,当り,22:01,-7200,22:02,-7200,0,1
2026/09/02,0038,2,s2,当り,14:13,-578,14:13,-578,0,0
2026/09/02,0038,2,s2,大当り,15:43,-2844,16:11,-311,2533,28
2026/09/02,0038,2,s2,当り,17:05,-1244,17:05,-1244,0,0
2026/09/02,0038,2,s2,当り,17:11,-1333,17:12,-1378,-45,1
2026/09/02,0038,2,s2,大当り,17:29,-1511,18:26,3190,4701,57
2026/09/02,0039,3,s3,大当り,11:02,-1422,11:26,345,1767,24
2026/09/02,0039,3,s3,当り,12:48,-2489,12:48,-2489,0,0
2026/09/02,0040,4,s3,当り,10:44,862,10:59,2284,1422,15
2026/09/02,0040,4,s3,当り,11:27,1034,11:45,1810,776,18
2026/09/02,0040,4,s3,当り,13:10,-444,13:10,-444,0,0
2026/09/02,0040,4,s3,大当り,14:52,-2978,15:26,517,3495,34
2026/09/02,0040,4,s3,当り,16:44,-2444,17:05,-1956,488,21
2026/09/02,0040,4,s3,大当り,17:59,-2400,18:13,345,2745,14
2026/09/02,0040,4,s3,大当り,18:15,991,18:28,4181,3190,13
2026/09/02,0041,5,s3,当り,15:00,-7244,15:01,-7200,44,1
2026/09/02,0041,5,s3,大当り,15:48,-8356,16:46,5345,13701,58
2026/09/02,0041,5,s3,大当り,17:04,4310,17:30,8060,3750,26
2026/09/02,0041,5,s3,大当り,18:04,6207,18:28,9483,3276,24
2026/09/02,0042,6,s3,当り,13:41,-2844,13:41,-2844,0,0
2026/09/02,0042,6,s3,大当り,14:34,-2400,15:30,11034,13434,56
2026/09/02,0042,6,s3,大当り,20:10,3190,20:50,10172,6982,40
2026/09/02,0043,7,s3,大当り,11:02,-2208,11:31,-519,1689,29
2026/09/02,0043,7,s3,大当り,11:33,-130,12:06,5769,5899,33
2026/09/02,0043,7,s3,大当り,13:07,3974,13:49,14744,10770,42
2026/09/02,0043,7,s3,当り,15:24,10513,15:50,11282,769,26
2026/09/02,0043,7,s3,大当り,15:52,11282,16:32,14744,3462,40
2026/09/02,0043,7,s3,大当り,16:34,14872,17:31,28462,13590,57
2026/09/02,0043,7,s3,大当り,18:44,26154,19:12,30256,4102,28
2026/09/02,0044,8,s3,大当り,12:59,-44,13:26,1767,1811,27
2026/09/02,0044,8,s3,大当り,14:41,-1733,15:24,4009,5742,43
2026/09/02,0045,9,s3,大当り,14:57,-5067,15:20,-1333,3734,23
2026/09/02,0045,9,s3,大当り,15:21,-844,15:49,1034,1878,28
2026/09/02,0046,1,s3,大当り,12:13,388,12:29,2112,1724,16
2026/09/02,0046,1,s3,大当り,13:07,259,13:28,3534,3275,21
2026/09/02,0046,1,s3,当り,14:35,3664,14:48,4569,905,13
2026/09/02,0046,1,s3,当り,15:58,1724,15:58,1724,0,0
2026/09/02,0046,1,s3,大当り,16:57,388,17:31,5043,4655,34
2026/09/02,0046,1,s3,大当り,18:01,3879,18:28,6250,2371,27
2026/09/02,0046,1,s3,当り,19:38,4483,19:38,4483,0,0
2026/09/02,0047,2,s3,当たりなし,10:00,0,22:30,-16533,-16533,750
2026/09/02,0048,3,s3,当り,13:49,-11822,14:04,-11289,533,15
2026/09/02,0048,3,s3,当り,15:29,-16267,15:45,-15822,445,16
2026/09/02,0048,3,s3,大当り,15:47,-15467,16:10,-11911,3556,23
2026/09/02,0048,3,s3,大当り,18:11,-12444,18:45,-10133,2311,34
2026/09/02,0049,4,s3,当り,13:19,-4489,13:20,-4444,45,1
2026/09/02,0049,4,s3,大当り,14:02,-6222,14:40,-3911,2311,38
2026/09/02,0049,4,s3,当り,14:41,-3911,14:55,-2844,1067,14
2026/09/02,0049,4,s3,大当り,14:56,-2844,15:24,-1289,1555,28
2026/09/02,0049,4,s3,大当り,17:37,-5822,18:09,1422,7244,32
2026/09/02,0050,5,s3,大当り,13:55,-4267,14:29,862,5129,34
2026/09/02,0050,5,s3,大当り,14:56,1293,15:28,4957,3664,32
2026/09/02,0051,6,s3,大当り,12:25,-1067,12:50,2586,3653,25
2026/09/02,0051,6,s3,当り,13:38,690,13:39,776,86,1
2026/09/02,0051,6,s3,当り,14:29,-1511,14:42,-1156,355,13
2026/09/02,0052,7,s3,当り,14:58,-8311,15:33,-7022,1289,35
2026/09/02,0052,7,s3,大当り,15:34,-7022,16:30,8491,15513,56
2026/09/02,0053,8,s3,大当り,12:06,-800,12:50,6552,7352,44
2026/09/02,0053,8,s3,大当り,15:55,-1156,16:15,1207,2363,20
2026/09/02,0053,8,s3,大当り,16:16,1207,16:46,4138,2931,30
2026/09/02,0053,8,s3,当り,17:10,3276,17:37,4741,1465,27
2026/09/02,0053,8,s3,当り,17:38,4741,17:39,4741,0,1
2026/09/02,0053,8,s3,大当り,20:54,862,21:24,7155,6293,30
2026/09/02,0053,8,s3,大当り,21:26,7759,21:48,10172,2413,22
2026/09/02,0054,9,s3,大当り,13:21,-1822,13:49,2155,3977,28
2026/09/02,0054,9,s3,当り,17:11,-6933,17:12,-6889,44,1
2026/09/02,0054,9,s3,大当り,17:28,-6844,17:50,-4533,2311,22
2026/09/02,0055,1,s3,大当り,18:24,-20426,18:53,-16340,4086,29
2026/09/02,0056,2,s3,大当り,10:14,0,10:38,6466,6466,24
2026/09/02,0056,2,s3,大当り,12:36,3534,13:09,8362,4828,33
2026/09/02,0056,2,s3,大当り,21:03,-9956,21:30,-4800,5156,27
2026/09/02,0057,3,s3,大当り,13:59,-2222,14:46,5776,7998,47
2026/09/02,0057,3,s3,大当り,16:29,-578,17:24,8793,9371,55
2026/09/02,0057,3,s3,当り,19:37,6767,19:38,6810,43,1
2026/09/02,0058,4,s4,大当り,10:19,1034,11:09,11466,10432,50
2026/09/02,0058,4,s4,当り,11:50,9569,12:06,10172,603,16
2026/09/02,0058,4,s4,大当り,14:44,4310,15:26,9138,4828,42
2026/09/02,0058,4,s4,大当り,16:33,6466,17:18,10345,3879,45
2026/09/02,0058,4,s4,当り,17:20,10345,17:20,10345,0,0
2026/09/02,0058,4,s4,当り,21:55,2069,22:05,3017,948,10
2026/09/02,0059,5,s4,大当り,12:47,-2578,13:05,-533,2045,18
2026/09/02,0059,5,s4,当り,14:17,-3378,14:29,-2311,1067,12
2026/09/02,0059,5,s4,当り,17:42,-10933,17:43,-10933,0,1
2026/09/02,0060,6,s4,大当り,13:10,-2711,13:28,-267,2444,18
2026/09/02,0060,6,s4,大当り,14:29,-2311,14:50,1724,4035,21
2026/09/02,0060,6,s4,大当り,14:51,2069,15:10,4655,2586,19
2026/09/02,0060,6,s4,大当り,16:17,3750,16:46,5345,1595,29
2026/09/02,0060,6,s4,大当り,17:08,4655,17:31,6379,1724,23
2026/09/02,0060,6,s4,大当り,19:20,3233,19:48,7198,3965,28
2026/09/02,0061,7,s4,当り,13:11,-1422,13:26,-267,1155,15
2026/09/02,0061,7,s4,大当り,14:09,-711,14:29,4310,5021,20
2026/09/02,0061,7,s4,大当り,15:27,2241,15:49,6724,4483,22
2026/09/02,0061,7,s4,大当り,16:25,4483,17:09,16638,12155,44
2026/09/02,0062,8,s4,大当り,12:29,0,12:50,5000,5000,21
2026/09/02,0062,8,s4,当り,17:27,-5956,17:45,-5333,623,18
2026/09/02,0062,8,s4,大当り,17:47,-5244,18:02,-3467,1777,15
2026/09/02,0062,8,s4,大当り,18:03,-3244,18:26,-1067,2177,23
2026/09/02,0063,9,s4,大当り,13:29,-4444,13:47,-2667,1777,18
2026/09/02,0064,1,s4,当り,14:07,-7111,14:23,-6756,355,16
2026/09/02,0064,1,s4,大当り,15:05,-9156,15:26,-7111,2045,21
2026/09/02,0064,1,s4,大当り,16:40,-11289,17:07,-8444,2845,27
2026/09/02,0064,1,s4,当り,19:42,-13333,20:10,-12089,1244,28
2026/09/02,0065,2,s4,大当り,12:43,-1378,13:18,2500,3878,35
2026/09/02,0065,2,s4,当り,13:19,2500,13:20,2543,43,1
2026/09/02,0065,2,s4,大当り,18:38,-7333,19:31,5948,13281,53
2026/09/02,0066,3,s4,当り,11:54,-6044,11:54,-6044,0,0
2026/09/02,0066,3,s4,大当り,12:46,-8533,13:14,-3467,5066,28
2026/09/02,0066,3,s4,当り,13:16,-3289,13:26,-2578,711,10
2026/09/02,0066,3,s4,大当り,15:46,-11378,16:10,-7822,3556,24
2026/09/02,0066,3,s4,大当り,20:55,-12089,21:30,-9600,2489,35
2026/09/02,0067,4,s4,大当り,13:35,-4178,14:06,-1956,2222,31
2026/09/02,0067,4,s4,当り,14:37,-3378,14:50,-2933,445,13
2026/09/02,0067,4,s4,当り,14:51,-2844,15:05,-2222,622,14
2026/09/02,0067,4,s4,大当り,17:47,-12089,18:09,-6756,5333,22
2026/09/02,0067,4,s4,当り,20:30,-5867,20:31,-5867,0,1
2026/09/02,0068,5,s4,大当り,12:16,474,12:46,2328,1854,30
2026/09/02,0068,5,s4,大当り,15:05,-2489,15:28,948,3437,23
2026/09/02,0069,6,s4,大当り,13:46,-3378,14:08,345,3723,22
2026/09/02,0069,6,s4,大当り,17:24,-14133,18:08,-6756,7377,44
2026/09/02,0070,7,s4,大当り,10:52,496,11:18,3223,2727,26
2026/09/02,0070,7,s4,大当り,11:19,3223,11:45,4959,1736,26
2026/09/02,0070,7,s4,当り,12:37,2975,13:05,4215,1240,28
2026/09/02,0070,7,s4,大当り,13:40,3595,14:46,18347,14752,66
2026/09/02,0070,7,s4,大当り,14:47,18719,15:10,23058,4339,23
2026/09/02,0070,7,s4,大当り,17:05,19091,17:49,27893,8802,44
2026/09/02,0071,8,s4,大当り,13:35,-5156,14:48,14655,19811,73
2026/09/02,0071,8,s4,大当り,14:50,15000,15:10,17845,2845,20
2026/09/02,0072,9,s4,当り,13:51,-6756,14:06,-6044,712,15
2026/09/02,0072,9,s4,当り,14:07,-5956,14:25,-4800,1156,18
2026/09/02,0072,9,s4,当り,15:07,-7111,15:24,-6756,355,17
2026/09/02,0072,9,s4,当り,16:01,-7822,16:02,-7822,0,1
2026/09/02,0073,1,s4,当り,10:14,0,10:23,431,431,9
2026/09/02,0073,1,s4,当り,12:55,-2578,13:09,-1422,1156,14
2026/09/02,0073,1,s4,当り,18:08,-12089,18:08,-12089,0,0
2026/09/02,0073,1,s4,当り,18:24,-11911,18:45,-11378,533,21
2026/09/02,0074,2,s4,当り,10:13,259,10:25,776,517,12
2026/09/02,0074,2,s4,当り,11:06,-1778,11:16,-667,1111,10
2026/09/02,0074,2,s4,当り,11:18,-444,11:28,302,746,10
2026/09/02,0074,2,s4,当り,11:59,-622,12:11,-311,311,12
2026/09/02,0074,2,s4,当り,12:13,-222,12:25,129,351,12
2026/09/02,0074,2,s4,当り,13:40,-3511,13:41,-3467,44,1
2026/09/02,0074,2,s4,大当り,14:40,-4267,15:47,9569,13836,67
2026/09/02,0075,3,s4,大当り,11:18,690,11:47,5991,5301,29
2026/09/02,0075,3,s4,大当り,12:03,4828,12:29,9526,4698,26
2026/09/02,0075,3,s4,当り,15:21,-311,15:45,259,570,24
2026/09/02,0075,3,s4,当り,16:42,-2133,17:09,-1156,977,27
2026/09/02,0076,4,s4,当り,14:17,-8000,14:17,-8000,0,0
2026/09/02,0076,4,s4,大当り,15:23,-8978,15:49,-2933,6045,26
2026/09/02,0076,4,s4,大当り,19:50,-12000,20:14,-9778,2222,24
2026/09/02,0076,4,s4,当り,20:15,-9778,20:25,-9244,534,10
2026/09/02,0076,4,s4,当り,21:49,-14400,22:04,-13511,889,15
2026/09/02,0077,5,s4,大当り,14:05,-4533,14:48,7457,11990,43
2026/09/02,0077,5,s4,大当り,19:07,-6756,19:46,-1022,5734,39
2026/09/02,0118,1,s7,大当り,17:42,-2133,18:09,4784,6917,27
2026/09/02,0119,2,s7,当たりなし,10:00,0,22:30,0,0,750
2026/09/02,0120,3,s7,大当り,19:09,-3733,19:17,-1733,2000,8
2026/09/02,0120,3,s7,大当り,19:18,-1733,19:48,6422,8155,30
2026/09/02,0120,3,s7,当り,20:06,5345,20:07,5345,0,1
2026/09/02,0121,4,s7,当たりなし,10:00,0,22:30,0,0,750
2026/09/02,0148,4,s8,大当り,12:04,-1818,13:28,38974,40792,84
2026/09/02,0149,5,s8,当り,14:49,-1244,15:16,-400,844,27
2026/09/02,0149,5,s8,大当り,15:18,-267,15:49,8405,8672,31
2026/09/02,0149,5,s8,当り,19:48,7069,20:10,7586,517,22
2026/09/02,0150,6,s8,大当り,19:44,-947,21:11,52812,53759,87
2026/09/02,0151,7,s8,当り,11:05,-2936,11:05,-2936,0,0
2026/09/02,0151,7,s8,当り,15:59,-16085,16:00,-16213,-128,1
2026/09/02,0151,7,s8,当り,17:39,-20681,17:39,-20681,0,0
2026/09/02,0151,7,s8,当り,18:27,-22468,18:28,-22468,0,1
2026/09/02,0152,8,s8,当り,18:42,172,18:42,172,0,0
2026/09/02,0152,8,s8,当り,19:44,-3378,19:44,-3378,0,0
2026/09/02,0153,9,s8,当たりなし,10:00,0,22:30,-3111,-3111,750
2026/09/02,0154,1,s9,当たりなし,10:00,0,22:30,-13511,-13511,750
2026/09/02,0155,2,s9,当り,16:05,-311,16:06,-311,0,1
2026/09/02,0156,3,s9,当り,18:16,-1200,18:17,-1156,44,1
2026/09/02,0157,4,s9,当り,17:07,-978,17:31,-667,311,24
2026/09/02,0157,4,s9,当り,17:33,-622,17:33,-622,0,0
2026/09/02,0157,4,s9,当り,18:19,-1467,18:19,-1467,0,0
2026/09/02,0157,4,s9,当り,20:56,-5689,21:11,-5378,311,15
2026/09/02,0157,4,s9,当り,21:12,-5378,21:13,-5378,0,1
2026/09/02,0158,5,s9,大当り,13:29,-533,13:50,7371,7904,21
2026/09/02,0158,5,s9,大当り,14:25,5259,14:48,7974,2715,23
2026/09/02,0159,6,s9,大当り,15:09,-638,15:28,868,1506,19
