Date,Machine,Group,Island,種別,開始時刻,開始差玉,終了時刻,終了差玉,増減差玉,時間(分)
2026/09/02,0159,6,s9,大当り,19:17,1736,19:48,15496,13760,31
2026/09/02,0159,6,s9,大当り,20:04,15124,20:29,27521,12397,25
2026/09/02,1015,7,sl2,当たりなし,10:00,0,22:30,-2347,-2347,750
2026/09/02,1016,8,sl2,当たりなし,10:00,0,22:30,-1333,-1333,750
2026/09/02,1017,9,sl2,当たりなし,10:00,0,22:30,5319,5319,750
2026/09/02,1018,1,sl2,当たりなし,10:00,0,22:30,-142,-142,750
2026/09/02,1173,3,sl1,当たりなし,10:00,0,22:30,-409,-409,750
2026/09/02,1174,4,sl1,当たりなし,10:00,0,22:30,-409,-409,750
2026/09/02,1175,5,sl1,当たりなし,10:00,0,22:30,-89,-89,750
2026/09/02,1176,6,sl1,当たりなし,10:00,0,22:30,379,379,750
2026/09/02,1177,7,sl1,当たりなし,10:00,0,22:30,-516,-516,750
2026/09/02,1178,8,sl1,当たりなし,10:00,0,22:30,-1813,-1813,750
2026/09/02,1179,9,sl1,当たりなし,10:00,0,22:30,-533,-533,750
2026/09/02,1180,1,sl1,当たりなし,10:00,0,22:30,-2240,-2240,750
