bonus_id,time,start,status
8,18:05,33,継続
7,18:01,36,継続
6,17:57,2,継続
5,17:56,32,継続
4,17:51,22,継続
3,17:48,207,初当り
2,16:57,245,初当り
1,16:02,94,初当り
