bonus_id,time,start,status
8,21:02,432,初当り
7,16:44,5,継続
6,16:42,10,継続
5,16:39,46,継続
4,16:34,59,継続
3,16:26,40,継続
2,16:22,480,初当り
1,14:54,368,初当り
