bonus_id,time,start,status
15,17:46,550,初当り
14,15:23,86,継続
13,15:16,145,初当り
12,14:59,104,継続
11,14:53,31,継続
10,14:49,528,初当り
9,13:07,27,継続
8,13:03,254,初当り
7,12:23,281,初当り
6,11:31,34,継続
5,11:27,6,継続
4,11:24,21,継続
3,11:20,6,継続
2,11:18,1,継続
1,11:15,312,初当り
