bonus_id,time,start,status
18,15:37,26,継続
17,15:33,14,継続
16,15:30,10,継続
15,15:27,75,継続
14,15:19,16,継続
13,15:15,46,継続
12,15:08,80,継続
11,15:02,140,初当り
10,14:41,33,継続
9,14:37,321,初当り
8,12:58,105,初当り
7,12:49,52,継続
6,12:44,77,継続
5,12:36,32,継続
4,12:31,9,継続
3,12:29,51,継続
2,12:22,29,継続
1,12:17,222,初当り
