bonus_id,time,start,status
17,20:45,74,継続
16,20:38,3,継続
15,20:36,19,継続
14,20:31,1,継続
13,20:28,45,継続
12,20:24,96,継続
11,20:16,19,継続
10,20:13,11,継続
9,20:10,21,継続
8,20:07,8,継続
7,20:04,15,継続
6,20:01,460,初当り
5,16:55,2,継続
4,16:52,441,初当り
3,15:31,53,継続
2,15:26,99,継続
1,15:19,538,初当り
