bonus_id,time,start,status
23,18:04,7,継続
22,18:01,19,継続
21,17:58,5,継続
20,17:55,48,継続
19,17:49,8,継続
18,17:46,17,継続
17,17:40,78,継続
16,17:34,18,継続
15,17:31,14,継続
14,17:27,46,継続
13,17:23,107,初当り
12,17:12,116,初当り
11,16:59,91,継続
10,16:45,45,継続
9,16:40,56,継続
8,16:35,89,継続
7,16:28,31,継続
6,16:24,2,継続
5,16:22,28,継続
4,16:18,6,継続
3,16:15,274,初当り
2,15:27,306,初当り
1,14:27,609,初当り
