bonus_id,time,start,status
17,22:04,69,初当り
16,21:16,3,継続
15,21:14,7,継続
14,21:11,69,初当り
13,21:01,71,初当り
12,20:32,273,初当り
11,19:43,128,初当り
10,17:07,14,継続
9,17:03,134,初当り
8,16:17,114,初当り
7,15:53,2,継続
6,15:51,8,継続
5,15:48,135,初当り
4,13:35,36,初当り
3,13:29,373,初当り
2,12:31,7,継続
1,12:28,75,初当り
