bonus_id,time,start,status
11,18:48,36,継続
10,18:44,30,継続
9,18:40,29,継続
8,18:37,114,初当り
7,17:54,397,初当り
6,15:17,235,初当り
5,14:41,24,継続
4,14:38,109,継続
3,14:31,8,継続
2,14:28,62,継続
1,14:23,277,初当り
