bonus_id,time,start,status
26,22:18,81,継続
25,22:12,18,継続
24,22:09,14,継続
23,22:06,31,継続
22,22:02,46,継続
21,21:58,120,継続
20,21:50,1,継続
19,21:47,79,継続
18,21:40,2,継続
17,21:38,8,継続
16,21:35,1,継続
15,21:32,44,継続
14,21:28,109,継続
13,21:20,5,継続
12,21:17,490,初当り
11,16:42,57,継続
10,16:10,16,継続
9,16:07,60,継続
8,16:00,65,継続
7,15:54,125,初当り
6,15:41,30,継続
5,15:37,24,継続
4,15:34,141,継続
3,15:23,24,継続
2,15:19,369,初当り
1,12:30,391,初当り
