bonus_id,time,start,status
21,22:13,17,継続
20,22:06,97,初当り
19,21:51,30,継続
18,21:46,63,初当り
17,20:42,64,初当り
16,20:33,62,初当り
15,19:52,22,継続
14,19:47,313,初当り
13,18:25,122,初当り
12,17:51,105,初当り
11,17:32,24,継続
10,17:30,6,継続
9,17:28,15,継続
8,17:25,6,継続
7,17:23,68,初当り
6,17:06,7,継続
5,17:04,291,初当り
4,14:38,207,初当り
3,13:02,216,初当り
2,12:21,79,初当り
1,10:39,55,初当り
