bonus_id,time,start,status
14,17:28,7,継続
13,17:25,434,初当り
12,16:18,315,初当り
11,15:29,124,初当り
10,15:17,17,継続
9,15:13,282,初当り
8,14:28,63,継続
7,14:22,280,初当り
6,13:35,15,継続
5,13:32,22,継続
4,13:28,75,継続
3,13:23,43,継続
2,13:18,102,継続
1,13:11,637,初当り
