bonus_id,time,start,status
14,21:30,112,初当り
13,21:20,44,継続
12,21:15,183,初当り
11,18:53,509,初当り
10,15:35,1,継続
9,15:32,133,初当り
8,15:14,23,継続
7,15:10,180,初当り
6,14:43,69,継続
5,14:38,96,継続
4,14:32,14,継続
3,14:29,246,初当り
2,13:17,312,初当り
1,11:27,143,初当り
