time,minute,initial_5m,continuation_5m,total_5m,initial_10m,continuation_10m,total_10m,initial_30m,continuation_30m,total_30m
09:00,540,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,1,0,1
09:45,585,0,0,0,0,0,0,1,2,3
09:50,590,0,0,0,0,0,0,1,3,4
09:55,595,0,0,0,0,0,0,1,3,4
10:00,600,0,0,0,1,0,1,2,4,6
10:05,605,1,0,1,1,2,3,2,7,9
10:10,610,0,2,2,0,3,3,4,8,12
10:15,615,0,1,1,0,1,1,4,9,13
10:20,620,0,0,0,1,1,2,5,9,14
10:25,625,1,1,2,1,4,5,5,10,15
10:30,630,0,3,3,3,4,7,6,10,16
10:35,635,3,1,4,3,4,7,7,9,16
10:40,640,0,3,3,1,4,5,4,10,14
10:45,645,1,1,2,1,2,3,4,8,12
10:50,650,0,1,1,2,2,4,5,11,16
10:55,655,2,1,3,3,3,6,6,15,21
11:00,660,1,2,3,1,4,5,5,18,23
11:05,665,0,2,2,0,3,3,5,19,24
11:10,670,0,1,1,2,5,7,7,20,27
11:15,675,2,4,6,3,9,12,7,21,28
11:20,680,1,5,6,2,9,11,6,18,24
11:25,685,1,4,5,2,7,9,5,13,18
11:30,690,1,3,4,3,6,9,5,9,14
11:35,695,2,3,5,2,5,7,8,7,15
11:40,700,0,2,2,1,3,4,11,7,18
11:45,705,1,1,2,1,1,2,12,9,21
11:50,710,0,0,0,1,0,1,15,12,27
11:55,715,1,0,1,5,1,6,17,17,34
12:00,720,4,1,5,9,4,13,18,22,40
12:05,725,5,3,8,6,7,13,16,25,41
12:10,730,1,4,5,5,8,13,13,27,40
12:15,735,4,4,8,6,9,15,15,32,47
12:20,740,2,5,7,4,10,14,11,33,44
12:25,745,2,5,7,4,9,13,10,33,43
12:30,750,2,4,6,4,9,13,9,33,42
12:35,755,2,5,7,5,14,19,7,32,39
12:40,760,3,9,12,3,14,17,8,30,38
12:45,765,0,5,5,1,10,11,6,27,33
12:50,770,1,5,6,2,10,12,8,27,35
12:55,775,1,5,6,1,8,9,7,27,34
13:00,780,0,3,3,3,6,9,7,27,34
13:05,785,3,3,6,4,9,13,7,25,32
13:10,790,1,6,7,3,11,14,5,24,29
13:15,795,2,5,7,2,10,12,6,19,25
13:20,800,0,5,5,1,10,11,4,18,22
13:25,805,1,5,6,1,6,7,5,15,20
13:30,810,0,1,1,1,3,4,4,13,17
13:35,815,1,2,3,3,3,6,5,15,20
13:40,820,2,1,3,2,5,7,7,14,21
13:45,825,0,4,4,1,6,7,8,16,24
13:50,830,1,2,3,1,5,6,9,17,26
13:55,835,0,3,3,1,6,7,11,19,30
14:00,840,1,3,4,4,4,8,13,21,34
14:05,845,3,1,4,6,4,10,15,25,40
14:10,850,3,3,6,4,8,12,12,31,43
14:15,855,1,5,6,4,9,13,9,32,41
14:20,860,3,4,7,5,9,14,11,32,43
14:25,865,2,5,7,5,12,17,9,34,43
14:30,870,3,7,10,3,14,17,10,36,46
14:35,875,0,7,7,0,11,11,9,38,47
14:40,880,0,4,4,3,9,12,10,34,44
14:45,885,3,5,8,4,11,15,13,38,51
14:50,890,1,6,7,4,13,17,11,40,51
14:55,895,3,7,10,5,16,21,13,36,49
15:00,900,2,9,11,3,12,15,11,33,44
15:05,905,1,3,4,4,11,15,11,26,37
15:10,910,3,8,11,4,15,19,12,26,38
15:15,915,1,7,8,4,9,13,11,25,36
15:20,920,3,2,5,4,6,10,11,26,37
15:25,925,1,4,5,3,6,9,11,25,36
15:30,930,2,2,4,4,5,9,10,24,34
15:35,935,2,3,5,4,10,14,11,25,36
15:40,940,2,7,9,3,15,18,10,27,37
15:45,945,1,8,9,4,9,13,9,27,36
15:50,950,3,1,4,3,4,7,8,23,31
15:55,955,0,3,3,3,6,9,6,25,31
16:00,960,3,3,6,4,8,12,7,26,33
16:05,965,1,5,6,2,12,14,6,25,31
16:10,970,1,7,8,1,11,12,6,23,29
16:15,975,0,4,4,1,7,8,6,21,27
16:20,980,1,3,4,2,7,9,8,25,33
16:25,985,1,4,5,3,6,9,9,26,35
16:30,990,2,2,4,3,5,8,8,30,38
16:35,995,1,3,4,2,8,10,8,37,45
16:40,1000,1,5,6,3,13,16,10,40,50
16:45,1005,2,8,10,4,12,16,9,41,50
16:50,1010,2,4,6,2,12,14,8,37,45
16:55,1015,0,8,8,2,17,19,8,37,45
17:00,1020,2,9,11,5,15,20,9,32,41
17:05,1025,3,6,9,3,12,15,9,26,35
17:10,1030,0,6,6,1,10,11,7,25,32
17:15,1035,1,4,5,3,8,11,9,23,32
17:20,1040,2,4,6,3,7,10,8,26,34
17:25,1045,1,3,4,3,6,9,6,28,34
17:30,1050,2,3,5,3,8,11,6,28,34
17:35,1055,1,5,6,3,9,12,5,27,32
17:40,1060,2,4,6,2,11,13,5,23,28
17:45,1065,0,7,7,0,13,13,4,21,25
17:50,1070,0,6,6,1,9,10,4,19,23
17:55,1075,1,3,4,2,5,7,4,15,19
18:00,1080,1,2,3,2,3,5,3,15,18
18:05,1085,1,1,2,2,3,5,4,16,20
18:10,1090,1,2,3,1,7,8,4,18,22
18:15,1095,0,5,5,0,7,7,4,16,20
18:20,1100,0,2,2,0,5,5,5,11,16
18:25,1105,0,3,3,2,6,8,6,9,15
18:30,1110,2,3,5,3,6,9,8,7,15
18:35,1115,1,3,4,2,3,5,8,5,13
18:40,1120,1,0,1,2,0,2,8,4,12
18:45,1125,1,0,1,2,0,2,8,12,20
18:50,1130,1,0,1,3,1,4,8,16,24
18:55,1135,2,1,3,4,2,6,7,19,26
19:00,1140,2,1,3,3,3,6,6,19,25
19:05,1145,1,2,3,2,10,12,4,25,29
19:10,1150,1,8,9,2,12,14,5,28,33
19:15,1155,1,4,5,1,7,8,5,25,30
19:20,1160,0,3,3,1,4,5,4,26,30
19:25,1165,1,1,2,1,8,9,5,26,31
19:30,1170,0,7,7,2,12,14,5,28,33
19:35,1175,2,5,7,3,10,13,5,26,31
19:40,1180,1,5,6,1,10,11,3,25,28
19:45,1185,0,5,5,1,8,9,3,24,27
19:50,1190,1,3,4,2,6,8,3,23,26
19:55,1195,1,3,4,1,8,9,3,22,25
20:00,1200,0,5,5,0,9,9,2,21,23
20:05,1205,0,4,4,1,8,9,3,16,19
20:10,1210,1,4,5,1,8,9,3,13,16
20:15,1215,0,4,4,1,6,7,3,9,12
20:20,1220,1,2,3,1,4,5,4,5,9
20:25,1225,0,2,2,1,2,3,4,3,7
20:30,1230,1,0,1,1,1,2,4,1,5
20:35,1235,0,1,1,1,1,2,4,4,8
20:40,1240,1,0,1,2,0,2,4,4,8
20:45,1245,1,0,1,2,0,2,3,6,9
20:50,1250,1,0,1,1,0,1,3,7,10
20:55,1255,0,0,0,1,3,4,2,7,9
21:00,1260,1,3,4,1,4,5,3,7,10
21:05,1265,0,1,1,0,3,3,2,6,8
21:10,1270,0,2,2,1,3,4,2,6,8
21:15,1275,1,1,2,1,1,2,2,4,6
21:20,1280,0,0,0,1,0,1,2,5,7
21:25,1285,1,0,1,1,2,3,3,8,11
21:30,1290,0,2,2,0,3,3,2,9,11
21:35,1295,0,1,1,0,1,1,3,8,11
21:40,1300,0,0,0,1,2,3,4,8,12
21:45,1305,1,2,3,2,5,7,4,11,15
21:50,1310,1,3,4,1,4,5,3,10,13
21:55,1315,0,1,1,1,2,3,2,8,10
22:00,1320,1,1,2,2,2,4,2,7,9
22:05,1325,1,1,2,1,4,5,1,6,7
22:10,1330,0,3,3,0,4,4,0,5,5
22:15,1335,0,1,1,0,2,2,0,2,2
22:20,1340,0,1,1,0,1,1,0,1,1
22:25,1345,0,0,0,0,0,0,0,0,0
22:30,1350,0,0,0,0,0,0,0,0,0
22:35,1355,0,0,0,0,0,0,0,0,0
22:40,1360,0,0,0,0,0,0,0,0,0
22:45,1365,0,0,0,0,0,0,0,0,0
22:50,1370,0,0,0,0,0,0,0,0,0
22:55,1375,0,0,0,0,0,0,0,0,0
23:00,1380,0,0,0,0,0,0,0,0,0
23:05,1385,0,0,0,0,0,0,0,0,0
23:10,1390,0,0,0,0,0,0,0,0,0
23:15,1395,0,0,0,0,0,0,0,0,0
23:16,1396,0,0,0,0,0,0,0,0,0
23:20,1400,0,0,0,0,0,0,0,0,0
