group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,7,0.25,False,11:32,0064,5,11:30,5,1,0,1,0,1,1,8,-3191,8,39451,2
g2,1,1.5,True,12:24,0065,9,12:20,8,1,0,1,2,8,10,1,-943,5,32543,3
g3,3,0.6,False,11:36,0048,6,11:35,6,1,1,2,2,6,8,3,2542,3,22772,5
g4,4,0.6,False,10:26,0067,2,10:25,2,1,0,1,0,0,0,9,-830,4,735,8
g5,8,0,False,10:07,0059,1,10:05,1,1,0,1,3,6,9,2,-4872,9,85740,1
g6,9,0,False,10:38,0069,3,10:35,3,1,0,1,1,4,5,4,-1792,6,4077,7
g7,2,0.75,False,12:20,0070,8,12:20,9,1,1,2,1,1,2,7,6764,2,5430,6
g8,5,0.5,False,10:57,0071,4,10:55,4,1,0,1,1,4,5,5,7641,1,32146,4
g9,6,0.5,False,12:03,0072,7,12:00,7,1,0,1,0,4,4,6,-2267,7,-23628,9
