date,time,machine,group,event_type,source_status,source,confidence,hit_sequence_id,start_count
20260904,12:53,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,197
20260904,12:57,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,30
20260904,15:11,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,3,446
20260904,15:17,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,75
20260904,16:13,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,5,202
20260904,17:37,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,6,408
20260904,17:43,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,7,41
20260904,17:47,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,8,41
20260904,17:50,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,9,21
20260904,18:58,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,10,392
20260904,19:01,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,11,8
20260904,21:47,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,12,513
20260904,22:08,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,13,193
20260904,22:11,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,14,2
20260904,22:14,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,15,15
20260904,22:19,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,16,70
20260904,22:24,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,17,37
20260904,11:21,0040,g4,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,262
20260904,11:24,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,24
20260904,11:30,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,63
20260904,11:33,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,14
20260904,20:32,0040,g4,INITIAL,初当り,PSCUBE history CSV,source_status_exact,5,1025
20260904,20:36,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,6,30
20260904,10:39,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,86
20260904,10:42,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,26
20260904,11:28,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,3,280
20260904,11:56,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,4,192
20260904,12:01,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,5,53
20260904,12:06,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,6,51
20260904,12:08,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,7,2
20260904,15:03,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,8,561
20260904,15:06,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,9,21
20260904,15:10,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,10,32
20260904,15:15,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,11,47
20260904,16:42,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,12,188
20260904,16:45,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,13,14
20260904,16:49,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,14,27
20260904,16:51,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,15,1
20260904,16:55,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,16,27
20260904,17:01,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,17,98
20260904,17:06,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,18,54
20260904,17:17,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,19,110
20260904,17:21,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,20,33
20260904,17:24,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,21,4
20260904,12:15,0042,g6,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,64
20260904,14:53,0042,g6,INITIAL,初当り,PSCUBE history CSV,source_status_exact,2,340
20260904,14:55,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,2
20260904,14:58,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,15
20260904,15:04,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,5,68
20260904,15:08,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,6,34
20260904,15:14,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,7,56
20260904,15:17,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,8,29
20260904,17:01,0042,g6,INITIAL,初当り,PSCUBE history CSV,source_status_exact,9,204
20260904,17:04,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,10,6
20260904,17:07,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,11,6
20260904,18:31,0042,g6,INITIAL,初当り,PSCUBE history CSV,source_status_exact,12,198
20260904,14:05,0043,g7,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,225
20260904,14:09,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,42
