machine,group,initial_count,continuation_count,total_hit_count,continuation_per_initial,high,low,close
0039,g3,7,10,17,1.4286,0,-8444,-1333
0040,g4,2,4,6,2.0,1897,-13511,-13511
0041,g5,6,15,21,2.5,14483,-2667,14138
0042,g6,4,8,12,2.0,8190,-2844,7586
0043,g7,2,14,16,7.0,11034,-3556,10862
0044,g8,5,13,18,2.6,16724,-533,12414
0045,g9,4,10,14,2.5,12586,-1244,5172
0046,g1,2,16,18,8.0,8793,-12978,8793
0047,g2,3,13,16,4.3333,10690,-7289,10345
0048,g3,6,23,29,3.8333,22810,-1277,22810
0049,g4,3,4,7,1.3333,0,-20170,-20170
0050,g5,7,22,29,3.1429,17586,-4978,16379
0051,g6,7,6,13,0.8571,1638,-6489,-3644
0052,g7,2,0,2,0.0,0,-26553,-26553
0053,g8,6,6,12,1.0,0,-11911,-6222
0054,g9,4,5,9,1.25,0,-12622,-8889
0055,g1,2,4,6,2.0,5000,-12978,-12978
0056,g2,5,20,25,4.0,22066,-6638,20331
0057,g3,6,17,23,2.8333,7069,-14222,5000
0058,g4,3,19,22,6.3333,13719,-12255,12893
0059,g5,3,15,18,5.0,21570,0,12645
0060,g6,4,10,14,2.5,1552,-11911,1379
0061,g7,5,14,19,2.8,12069,-3733,12069
0062,g8,5,20,25,4.0,21570,-255,17851
0063,g9,3,6,9,2.0,0,-12978,-12978
0064,g1,5,21,26,4.2,26281,-2298,18595
0065,g2,3,3,6,1.0,0,-21702,-21191
0066,g3,5,4,9,0.8,1293,-8533,-8533
0067,g4,9,25,34,2.7778,24545,-511,24545
0068,g5,4,18,22,4.5,15690,0,11552
0069,g6,4,8,12,2.0,2845,-9778,-1244
0070,g7,4,12,16,3.0,9052,-2133,9052
0071,g8,2,14,16,7.0,10862,-8178,8103
0072,g9,3,2,5,0.6667,0,-11200,-6933
0073,g1,4,22,26,5.5,25537,-1277,25041
0074,g2,2,17,19,8.5,25289,0,23058
0075,g3,2,9,11,4.5,9397,-4444,4828
0076,g4,4,4,8,1.0,2328,-3022,-3022
0077,g5,8,27,35,3.375,31026,-6753,31026
