time_bin,start_minute,end_time,group,initial_count,continuation_count,total_hit_count,group_value_start,group_value_end,group_delta
09:00,540,09:30,g1,0,0,0,0,0,0
09:00,540,09:30,g2,0,0,0,0,0,0
09:00,540,09:30,g3,0,0,0,0,0,0
09:00,540,09:30,g4,0,0,0,0,0,0
09:00,540,09:30,g5,0,0,0,0,0,0
09:00,540,09:30,g6,0,0,0,0,0,0
09:00,540,09:30,g7,0,0,0,0,0,0
09:00,540,09:30,g8,0,0,0,0,0,0
09:00,540,09:30,g9,0,0,0,0,0,0
09:30,570,10:00,g1,0,0,0,0,0,0
09:30,570,10:00,g2,0,0,0,0,0,0
09:30,570,10:00,g3,0,0,0,0,0,0
09:30,570,10:00,g4,0,0,0,0,0,0
09:30,570,10:00,g5,0,0,0,0,0,0
09:30,570,10:00,g6,0,0,0,0,0,0
09:30,570,10:00,g7,0,0,0,0,0,0
09:30,570,10:00,g8,0,0,0,0,0,0
09:30,570,10:00,g9,0,0,0,0,0,0
10:00,600,10:30,g1,0,0,0,0,0,0
10:00,600,10:30,g2,0,0,0,0,-1422,-1422
10:00,600,10:30,g3,0,0,0,0,-889,-889
10:00,600,10:30,g4,0,0,0,0,-267,-267
10:00,600,10:30,g5,0,0,0,0,-1422,-1422
10:00,600,10:30,g6,0,0,0,0,0,0
10:00,600,10:30,g7,0,0,0,0,-356,-356
10:00,600,10:30,g8,0,0,0,0,0,0
10:00,600,10:30,g9,0,0,0,0,-711,-711
10:30,630,11:00,g1,0,0,0,0,0,0
10:30,630,11:00,g2,2,1,3,-1422,469,1891
10:30,630,11:00,g3,0,0,0,-889,-1689,-800
10:30,630,11:00,g4,0,0,0,-267,-1777,-1510
10:30,630,11:00,g5,0,0,0,-1422,-5422,-4000
10:30,630,11:00,g6,1,0,1,0,-889,-889
10:30,630,11:00,g7,0,0,0,-356,-1244,-888
10:30,630,11:00,g8,0,0,0,0,0,0
10:30,630,11:00,g9,0,0,0,-711,-711,0
11:00,660,11:30,g1,0,0,0,0,0,0
11:00,660,11:30,g2,1,2,3,469,4241,3772
11:00,660,11:30,g3,0,0,0,-1689,-6844,-5155
11:00,660,11:30,g4,1,0,1,-1777,-4110,-2333
11:00,660,11:30,g5,1,4,5,-5422,-4178,1244
11:00,660,11:30,g6,1,0,1,-889,-1784,-895
11:00,660,11:30,g7,0,0,0,-1244,-2489,-1245
11:00,660,11:30,g8,0,0,0,0,-340,-340
11:00,660,11:30,g9,0,0,0,-711,-1600,-889
11:30,690,12:00,g1,1,2,3,0,0,0
11:30,690,12:00,g2,1,2,3,4241,2495,-1746
11:30,690,12:00,g3,1,1,2,-6844,-9601,-2757
11:30,690,12:00,g4,1,2,3,-4110,-5925,-1815
11:30,690,12:00,g5,0,1,1,-4178,-3373,805
11:30,690,12:00,g6,0,0,0,-1784,-4978,-3194
11:30,690,12:00,g7,1,0,1,-2489,-4000,-1511
11:30,690,12:00,g8,0,0,0,-340,-2421,-2081
11:30,690,12:00,g9,0,0,0,-1600,-3200,-1600
12:00,720,12:30,g1,0,7,7,0,13087,13087
12:00,720,12:30,g2,0,5,5,2495,11779,9284
12:00,720,12:30,g3,0,1,1,-9601,-9511,90
12:00,720,12:30,g4,0,1,1,-5925,-6805,-880
12:00,720,12:30,g5,2,2,4,-3373,-7859,-4486
12:00,720,12:30,g6,3,3,6,-4978,-7485,-2507
12:00,720,12:30,g7,0,5,5,-4000,3007,7007
12:00,720,12:30,g8,0,0,0,-2421,-6041,-3620
12:00,720,12:30,g9,0,0,0,-3200,-8178,-4978
12:30,750,13:00,g1,0,3,3,13087,17225,4138
12:30,750,13:00,g2,0,0,0,11779,8922,-2857
12:30,750,13:00,g3,1,1,2,-9511,-12977,-3466
12:30,750,13:00,g4,0,0,0,-6805,-9786,-2981
12:30,750,13:00,g5,2,4,6,-7859,-5287,2572
12:30,750,13:00,g6,0,5,5,-7485,-2093,5392
