group,machine_count,machines,initial_count,continuation_count,total_hit_count,continuation_per_initial,final_group_close
g1,4,"046,055,064,073",7,25,32,3.5714,11641
g2,4,"047,056,065,074",13,32,45,2.4615,-25420
g3,5,"039,048,057,066,075",11,32,43,2.9091,-13723
g4,5,"040,049,058,067,076",18,33,51,1.8333,-10949
g5,5,"041,050,059,068,077",19,46,65,2.4211,-7921
g6,4,"042,051,060,069",15,21,36,1.4,-13249
g7,4,"043,052,061,070",10,38,48,3.8,6087
g8,4,"044,053,062,071",13,28,41,2.1538,-8755
g9,4,"045,054,063,072",13,40,53,3.0769,3373
