group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,5,0.25,False,11:49,0073,5,11:45,5,1,0,1,0,0,0,7,-2702,5,11641,1
g2,3,0.5,False,10:42,0065,1,10:40,1,1,0,1,0,0,0,8,-2862,6,-25420,9
g3,7,0,False,11:50,0039,6,11:50,6,1,1,2,2,5,7,3,3179,1,-13723,8
g4,6,0.2,False,11:22,0058,4,11:20,4,1,0,1,2,6,8,1,2093,2,-10949,6
g5,2,0.6,False,11:15,0059,3,11:15,3,1,1,2,2,6,8,2,1153,3,-7921,4
g6,4,0.5,False,10:54,0042,2,10:50,2,1,0,1,1,0,1,5,653,4,-13249,7
g7,1,0.75,True,11:59,0070,7,11:55,7,1,0,1,1,1,2,4,-4631,9,6087,2
g8,8,0,False,13:55,0071,9,13:55,9,1,0,1,0,0,0,9,-3220,7,-8755,5
g9,9,0,False,12:31,0045,8,12:30,8,1,0,1,1,0,1,6,-4268,8,3373,3
