date,time,machine,group,event_type,source_status,source,confidence,hit_sequence_id,start_count
20260908,11:39,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,211
20260908,12:18,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,2,212
20260908,12:24,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,65
20260908,15:10,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,4,757
20260908,16:04,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,5,247
20260908,16:07,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,6,7
20260908,16:10,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,7,13
20260908,17:02,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,8,266
20260908,17:07,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,9,60
20260908,17:28,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,10,170
20260908,17:40,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,11,83
20260908,17:55,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,12,128
20260908,18:55,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,13,335
20260908,19:02,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,14,74
20260908,12:06,0040,g4,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,121
20260908,12:46,0040,g4,INITIAL,初当り,PSCUBE history CSV,source_status_exact,2,263
20260908,12:50,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,29
20260908,12:53,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,14
20260908,13:31,0040,g4,INITIAL,初当り,PSCUBE history CSV,source_status_exact,5,151
20260908,13:34,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,6,10
20260908,14:33,0040,g4,INITIAL,初当り,PSCUBE history CSV,source_status_exact,7,271
20260908,14:42,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,8,42
20260908,16:25,0040,g4,INITIAL,初当り,PSCUBE history CSV,source_status_exact,9,304
20260908,16:44,0040,g4,INITIAL,初当り,PSCUBE history CSV,source_status_exact,10,122
20260908,16:49,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,11,54
20260908,16:58,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,12,79
20260908,17:00,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,13,1
20260908,17:08,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,14,59
20260908,17:11,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,15,9
20260908,16:29,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,173
20260908,16:34,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,43
20260908,16:40,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,83
20260908,16:44,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,20
