machine,group,first_hit_time,first_hit_order,source
0039,g3,11:39,4,PSCUBE history CSV status=初当り
0040,g4,12:06,6,PSCUBE history CSV status=初当り
0041,g5,16:29,36,PSCUBE history CSV status=初当り
0042,g6,13:31,17,PSCUBE history CSV status=初当り
0043,g7,16:31,37,PSCUBE history CSV status=初当り
0044,g8,14:26,23,PSCUBE history CSV status=初当り
0045,g9,15:01,26,PSCUBE history CSV status=初当り
0046,g1,14:08,21,PSCUBE history CSV status=初当り
0047,g2,12:33,10,PSCUBE history CSV status=初当り
0048,g3,12:34,11,PSCUBE history CSV status=初当り
0049,g4,14:05,19,PSCUBE history CSV status=初当り
0050,g5,10:42,2,PSCUBE history CSV status=初当り
0051,g6,17:05,39,PSCUBE history CSV status=初当り
0052,g7,13:38,18,PSCUBE history CSV status=初当り
0053,g8,15:32,30,PSCUBE history CSV status=初当り
0054,g9,16:56,38,PSCUBE history CSV status=初当り
0055,g1,16:09,34,PSCUBE history CSV status=初当り
0056,g2,11:51,5,PSCUBE history CSV status=初当り
0057,g3,11:37,3,PSCUBE history CSV status=初当り
0058,g4,14:09,22,PSCUBE history CSV status=初当り
0059,g5,12:25,8,PSCUBE history CSV status=初当り
0060,g6,12:32,9,PSCUBE history CSV status=初当り
0061,g7,14:41,25,PSCUBE history CSV status=初当り
0062,g8,15:28,29,PSCUBE history CSV status=初当り
0063,g9,13:30,16,PSCUBE history CSV status=初当り
0064,g1,13:09,14,PSCUBE history CSV status=初当り
0065,g2,12:56,12,PSCUBE history CSV status=初当り
0066,g3,16:05,33,PSCUBE history CSV status=初当り
0067,g4,16:00,32,PSCUBE history CSV status=初当り
0068,g5,14:39,24,PSCUBE history CSV status=初当り
0069,g6,10:28,1,PSCUBE history CSV status=初当り
0070,g7,13:21,15,PSCUBE history CSV status=初当り
0071,g8,14:05,20,PSCUBE history CSV status=初当り
0072,g9,16:25,35,PSCUBE history CSV status=初当り
0073,g1,15:14,27,PSCUBE history CSV status=初当り
0074,g2,12:57,13,PSCUBE history CSV status=初当り
0075,g3,15:59,31,PSCUBE history CSV status=初当り
0076,g4,15:20,28,PSCUBE history CSV status=初当り
0077,g5,12:06,7,PSCUBE history CSV status=初当り
