group,value,samples,percentage,source_bullish_count,source_bullish_rate,target_bullish_count,target_bullish_rate,mean_improvement,mean_shape_similarity
source_n_fft,32,12,41.37931034482759,5,41.66666666666667,6,50.0,0.4859337678832824,0.8422413327359412
source_n_fft,64,17,58.620689655172406,7,41.17647058823529,7,41.17647058823529,0.7754876366026222,0.7686804322077259
