machine,source_date,target_date,source_regime,source_n_fft,selected_support_level,support_samples,transform_samples,non_transform_samples,transform_probability,confidence,most_likely_transform_type,conditional_type_probability,selection_basis,geometry_distance_threshold,source_cutoff,status,logic_version,generated_at
049,2026-08-17,2026-08-18,TRANSITION,64,LEVEL_1,4,1,3,0.25,MEDIUM,ROLE_SWAP,1.0,same machine + same regime + same n_fft + geometry distance <= 0.35,0.35,2026-08-17,PROBABILITY_FROZEN_BEFORE_ACTUAL,walk_forward_transformation_probability_v1,2026-08-17T23:40:07+00:00
