date,machine,long_phase,mid_phase,short_phase,long_x,long_y,mid_x,mid_y,short_x,short_y,distance_long_mid,distance_mid_short,distance_short_long,mean_pair_distance,max_pair_distance,min_pair_distance,convergence_score,phase_convergence,centroid_x,centroid_y,centroid_region,bullish,next_day_bullish,wave_direction_pattern,phase_alignment_score,high_alignment,repeat_position,repeat_cycle_index
2026-06-27,049,317.6796979672181,245.3345200089885,319.5605707909265,263.41463959657244,230.1781766942807,216.98095232183306,151.87608700308218,265.2034685216058,230.82882620905139,91.03463387050442,92.5145723481611,1.9034846240795942,61.81756361424837,92.5145723481611,1.9034846240795942,0.5794792165992677,True,248.53302014667042,204.2943633021381,LEFT,True,False,UP-DOWN-UP,0.8265841011070856,True,0,0
2026-06-28,049,109.55469796721803,42.83452000898848,49.56057079092648,383.5939953982403,160.30797207087903,337.07658148256417,229.9907085724173,343.56749855715145,227.1305760106013,83.78277605656876,7.093120804013494,77.89339411435785,56.25643032498004,83.78277605656876,7.093120804013494,0.6191691997428692,True,354.74602514598536,205.80975221796587,RIGHT,False,True,DOWN-UP-UP,0.8677465441739745,True,1,0
2026-06-29,049,261.4296979672182,200.33452000898842,139.56057079092653,218.15548543332665,177.66557006648185,262.46793052410976,88.72519486011626,366.39190366250114,112.09845691064135,99.36791802072115,106.51995856059844,162.0897344590506,122.65920368012338,162.0897344590506,99.36791802072115,0.26322847973158825,False,282.33843987331255,126.16307394574649,TOP,True,False,DOWN-DOWN-DOWN,0.6572048147477281,False,2,0
2026-06-30,049,53.30469796721809,357.83452000898853,229.56057079092648,347.2099108332245,225.1831617653013,298.2609916180294,235.98998576555977,224.83712925874147,125.94214086970592,50.127678355458094,132.2935815902554,157.55595164472885,113.3257371968141,157.55595164472885,50.127678355458094,0.2838365834330506,False,290.1026772366651,195.70509613352235,LEFT,False,False,UP-UP-DOWN,0.31606867683830425,False,3,0
2026-07-01,049,205.1796979672181,155.33452000898853,319.5605707909265,254.49324406362965,93.20420855287884,344.6867167929072,92.68971938134905,265.2034685216059,230.82882620905139,90.19494011348172,159.3737732216712,138.04073417998006,129.20314917171098,159.3737732216712,90.19494011348172,0.27557375808331275,False,288.12780979271423,138.90758471442643,TOP,False,False,DOWN-DOWN-UP,0.4135787301886303,False,4,0
2026-07-02,049,357.0546979672181,312.83452000898865,49.56057079092648,297.6342292884947,235.98145076021396,258.7553222190565,228.23917382454192,343.56749855715145,227.13057601060126,39.642304007999456,84.81942138636167,46.778234356805946,57.07998658372236,84.81942138636167,39.642304007999456,0.6144571755165379,True,299.98568335490086,230.45040019845237,BOTTOM,False,True,UP-UP-UP,0.7757752905580688,True,5,0
2026-07-03,049,148.9296979672181,110.33452000898842,139.56057079092648,354.4005280551576,99.71343886175642,383.56603808036766,159.03073432009916,366.39190366250125,112.09845691064139,66.09968619836978,49.975889745368654,17.23896055531198,44.4381788330168,66.09968619836978,17.23896055531198,0.699546880916501,True,368.11948993267555,123.61421003083233,RIGHT,True,False,DOWN-DOWN-DOWN,0.9592743982756234,True,6,0
2026-07-04,049,300.8046979672181,267.8345200089884,229.56057079092648,247.0800280293153,221.55251608369062,220.84742189246248,187.00702240950295,224.83712925874147,125.94214086970591,43.37673060437575,61.195077598921195,98.16358996225095,67.57846605518263,98.16358996225095,43.37673060437575,0.5538018638079503,True,230.9215263935064,178.16722645429982,LEFT,False,True,UP-DOWN-DOWN,0.8750299734066112,True,7,0
2026-07-05,049,92.67969796721809,65.33452000898842,319.5605707909265,379.40915146228735,186.2833592118953,358.74747682266144,216.97794973339126,265.2034685216058,230.82882620905139,37.000847101060685,94.5638845869392,122.58562985090136,84.71678717963374,122.58562985090136,37.000847101060685,0.44279259158681206,False,334.4533656021849,211.36337838477934,RIGHT,True,True,UP-UP-UP,0.564288164502491,False,8,0
2026-07-06,049,244.5546979672181,222.83452000898842,49.56057079092648,217.15123501119308,150.5802083600476,231.01479538398456,115.59272987707864,343.56749855715145,227.13057601060126,37.63405315410832,158.45757196073774,147.7871120103378,114.62624570839462,158.45757196073774,37.63405315410832,0.27973830926937393,False,263.91117631744305,164.4345047492425,LEFT,True,True,DOWN-DOWN-UP,0.32315543193964147,False,9,0
2026-07-07,049,36.42969796721809,20.33452000898842,139.56057079092648,331.02985807969384,232.04223455286078,316.6780327394169,235.00323428437827,366.3919036625012,112.0984569106414,14.654091920274764,132.57847963921185,125.04792706353317,90.76016620767325,132.57847963921185,14.654091920274764,0.3973705470944916,False,338.033264827204,193.04797524929347,RIGHT,True,True,UP-UP-DOWN,0.6227840545137148,False,10,0
2026-07-08,049,188.3046979672181,177.8345200089882,229.56057079092648,284.16035943706146,81.48550057325583,304.1555699324752,80.10139110098893,224.83712925874147,125.94214086970591,20.043058693401136,91.61216824347485,74.13257384738428,61.929266928086754,91.61216824347485,20.043058693401136,0.5835810534387507,True,271.0510195427594,95.84301084798356,TOP,True,False,DOWN-DOWN-DOWN,0.9255081486084124,True,11,0
2026-07-09,049,340.1796979672181,335.3345200089884,319.5605707909265,283.7599574903243,235.05835205769523,279.58485406259814,234.4562438821775,265.2034685216058,230.82882620905139,4.218296206673524,14.83180397166745,19.03239795061352,12.694166042984833,19.03239795061352,4.218296206673524,0.913489100224484,True,276.18276002484276,233.4478073829747,BOTTOM,False,False,UP-UP-UP,0.9882318991131531,True,12,0
2026-07-10,049,132.05469796721854,132.83452000898887,49.560570790926704,373.83095877797336,123.39456999337214,373.1533009143945,122.17738772596165,343.5674985571516,227.13057601060115,1.3931090596822744,109.04352998794943,108.06033485485705,72.83232463416292,109.04352998794943,1.3931090596822744,0.5043475909638662,False,363.5172527498398,157.56751124331166,RIGHT,False,False,DOWN-DOWN-UP,0.7814029385461709,True,13,0
2026-07-11,049,283.9296979672181,290.3345200089884,139.56057079092648,231.7706912268098,206.92258269566773,237.28799865610563,213.2408365354063,366.3919036625012,112.0984569106414,8.38814716446571,164.00487567161065,164.66476753862693,112.35259679156776,164.66476753862693,8.38814716446571,0.25152378391533214,False,278.4835311818055,177.4206253805718,LEFT,False,True,DOWN-UP-DOWN,0.4238111180711341,False,14,0
2026-07-12,049,75.80469796721763,87.83452000898842,229.56057079092648,368.0106267421158,207.20340077853027,376.73601655703357,192.9016007239484,224.83712925874147,125.9421408697059,16.753325407915547,166.00253379521396,164.6269806064343,115.79427993652126,166.00253379521396,16.753325407915547,0.2454430282035729,False,323.19459085263026,175.34904745739485,RIGHT,True,True,UP-UP-DOWN,0.4205982761925292,False,15,0
2026-07-13,049,227.6796979672181,245.33452000898887,319.5605707909265,226.3973246335285,122.9790292519135,216.98095232183283,151.8760870030827,265.2034685216058,230.82882620905139,30.392565113640476,92.51457234816078,114.61891426443556,79.17535057541228,114.61891426443556,30.392565113640476,0.47900493516165654,False,236.19391515898906,168.56131415468252,LEFT,True,False,DOWN-DOWN-UP,0.7734370783756909,False,16,0
2026-07-14,049,19.55469796721809,42.83452000898842,49.560570790926704,316.01426647818647,235.08605883974525,337.0765814825641,229.9907085724173,343.5674985571516,227.13057601060115,21.669880195570773,7.093120804013759,28.678743086860013,19.147248028814847,28.678743086860013,7.093120804013759,0.8696420768779091,True,332.2194488393007,230.7357811409212,BOTTOM,False,True,UP-UP-UP,0.9749845894525643,True,17,0
2026-07-15,049,171.42969796721854,200.33452000898842,139.5605707909267,316.3392618293709,81.58161666079849,262.4679305241098,88.7251948601163,366.3919036625009,112.09845691064115,54.34290244448646,106.51995856059811,58.622047843025854,73.16163628270347,106.51995856059811,54.34290244448646,0.5158183701790995,True,315.06636533866055,94.13508947718532,TOP,True,False,DOWN-DOWN-DOWN,0.9083485205508678,True,18,0
2026-07-16,049,323.3046979672181,357.8345200089889,229.56057079092648,268.7227779214278,231.96879391597537,298.26099161802966,235.98998576555977,224.83712925874138,125.94214086970584,29.810670107820158,132.29358159025566,114.75016912727739,92.2848069417844,132.29358159025566,29.810670107820158,0.3986655382261106,False,263.9402995993996,197.9669735170803,LEFT,False,False,UP-UP-DOWN,0.6035281943921992,False,19,0
2026-07-17,049,115.17969796721763,155.33452000898842,319.56057079092625,382.9092546517285,151.0217431987874,344.68671679290736,92.68971938134916,265.20346852160566,230.82882620905133,69.73942502635933,159.37377322167126,142.21048690978233,123.77456171927098,159.37377322167126,69.73942502635933,0.2755737580833124,False,330.93314665541385,158.18009626306264,TOP,False,False,DOWN-DOWN-UP,0.29482255579248073,False,20,0
2026-07-18,049,267.05469796721854,312.8345200089884,49.560570790926704,220.4609640431806,185.90767323394672,258.75532221905644,228.23917382454172,343.56749855715157,227.1305760106011,57.08251755444755,84.81942138636184,129.8250613455392,90.5756667621162,129.8250613455392,57.08251755444755,0.4098860847930036,False,274.2612616064629,213.75914102302985,LEFT,False,True,DOWN-UP-UP,0.5347646438192056,False,21,0
2026-07-19,049,58.92969796721809,110.33452000898887,139.56057079092625,352.66415453575723,221.73183007753389,383.56603808036743,159.03073432009847,366.3919036625014,112.0984569106418,69.90245929713586,49.97588974536749,110.48949093935514,76.78927999395283,110.48949093935514,49.97588974536749,0.49777504118474936,False,367.540698759542,164.28700710275805,RIGHT,True,True,UP-DOWN-DOWN,0.8378952909646723,True,22,0
2026-07-20,049,210.80469796721763,267.8345200089884,229.5605707909258,245.9795381637398,99.3967239051319,220.8474218924623,187.00702240950295,224.83712925874212,125.94214086970496,91.14377473145387,61.1950775989222,33.93612553208111,62.091659287485726,91.14377473145387,33.93612553208111,0.5857101148570278,True,230.55469643831475,137.4486290614466,LEFT,True,False,DOWN-DOWN-DOWN,0.9160492104344999,True,23,0
2026-07-21,049,2.6796979672180896,65.33452000898842,319.5605707909267,302.15225113276364,235.98465279009662,358.7474768226614,216.97794973339126,265.203468521606,230.8288262090516,59.701543798935674,94.56388458693901,37.3067699510477,63.857399445640795,94.56388458693901,37.3067699510477,0.5701641609684591,True,308.7010654923437,227.93047624417986,BOTTOM,False,False,UP-UP-UP,0.7329455795955959,False,24,0
2026-07-22,049,154.5546979672181,222.83452000898797,49.56057079092625,345.92772819844737,93.47347356025857,231.01479538398502,115.59272987707789,343.5674985571513,227.1305760106014,117.02240652127391,158.45757196073794,133.67794028702377,136.38597292301188,158.45757196073794,117.02240652127391,0.27973830926937304,False,306.8366740465279,145.39892648264595,TOP,False,True,DOWN-DOWN-UP,0.3706559987734942,False,25,0
2026-07-23,049,306.4296979672181,20.334520008987965,139.5605707909267,252.53163421966724,225.0346899755473,316.67803273941655,235.00323428437832,366.3919036625009,112.09845691064115,64.9163486241457,132.57847963921213,160.370675924514,119.28850139595727,160.370675924514,64.9163486241457,0.27104238216130006,False,311.8671902071949,190.7121270568556,RIGHT,True,True,UP-UP-DOWN,0.26462702977271957,False,26,0
2026-07-24,049,98.30469796721809,177.83452000898887,229.56057079092625,381.7556163439932,178.06629912379066,304.1555699324739,80.10139110098888,224.83712925874158,125.94214086970555,124.97555923854057,91.61216824347348,165.34914412485233,127.31229053562213,165.34914412485233,91.61216824347348,0.24841298125067124,False,303.58277184506954,128.03661036482836,TOP,True,False,UP-DOWN-DOWN,0.6040093818955986,False,27,0
2026-07-25,049,250.1796979672181,335.33452000898797,319.56057079092625,216.4131488071474,159.87342069493124,279.5848540625977,234.45624388217752,265.20346852160566,230.82882620905133,97.74078912849806,14.831803971667195,86.11135157174273,66.22798155730267,97.74078912849806,14.831803971667195,0.5557236857795542,True,253.7338237971169,208.3861635953867,LEFT,False,False,DOWN-UP-UP,0.802628925444799,True,28,0
2026-07-26,049,42.05469796721809,132.83452000898797,49.560570790926704,336.33198606117577,230.2733735813685,373.1533009143954,122.17738772596296,343.56749855715157,227.13057601060106,114.19523363771349,109.04352998794835,7.888587810897692,77.04245047885318,114.19523363771349,7.888587810897692,0.4809307561922115,False,351.01759517757426,193.19377910597748,RIGHT,False,True,UP-DOWN-UP,0.7593774829194863,False,29,0
2026-07-27,049,193.9296979672181,290.3345200089889,139.56057079092625,273.7461152819559,84.14828462432368,237.28799865610574,213.2408365354068,366.3919036625014,112.0984569106418,134.14201887111952,164.0048756716108,96.77011023806726,131.6390015935992,164.0048756716108,96.77011023806726,0.2545232924017692,False,292.47533920018765,136.49585935679076,TOP,True,False,DOWN-UP-DOWN,0.49403289856667676,False,30,0
2026-07-28,049,345.8046979672181,87.83452000898797,229.5605707909258,288.47990334565316,235.54268098954572,376.736016557033,192.901600723949,224.8371292587421,125.94214086970494,98.01736195897621,166.0025337952135,126.73863297368496,130.25284290929156,166.0025337952135,98.01736195897621,0.245443028203575,False,296.68434972047606,184.79547419439987,TOP,False,True,UP-UP-DOWN,0.1195587951115451,False,31,0
2026-07-29,049,137.6796979672181,245.33452000898797,319.5605707909267,368.4454694202771,114.83293497818757,216.98095232183323,151.87608700308127,265.20346852160594,230.8288262090516,155.92849339297865,92.51457234816205,155.28669463931436,134.576586793485,155.92849339297865,92.51457234816205,0.2912341209410061,False,283.5432967545721,165.84594939677348,TOP,True,False,DOWN-DOWN-UP,0.32286898199657943,False,32,0
2026-07-30,049,289.5546979672181,42.834520008988875,49.56057079092625,236.59170261118902,212.52220303668156,337.0765814825644,229.990708572417,343.5674985571513,227.1305760106014,101.99195834695499,7.093120804012957,107.96863192250473,72.35123702449089,107.96863192250473,7.093120804012957,0.5092334912613421,False,305.7452608836349,223.21449587323332,BOTTOM,False,True,UP-UP-UP,0.5958759579688698,False,33,0
