date,machine,open,high,low,close,bullish,next_day_bullish,wave1_phase,wave2_phase,wave3_phase,wave1_value,wave2_value,wave3_value,combined_wave,wave1_direction,wave2_direction,wave3_direction,wave1_up,wave2_up,wave3_up,wave_direction_pattern
2026-06-27,049,0.0,8902.0,-14938.0,6585.0,True,False,320.2630075596131,244.0731698811865,317.4903566999734,-4757.248190736163,2532.3959464304626,-3783.227979994443,-6008.0802243001435,rising,falling,rising,True,False,True,UP-DOWN-UP
2026-06-28,049,0.0,1190.0,-16347.0,-16347.0,False,True,112.13800755961307,41.57316988118646,47.490356699973404,2331.2692446213596,-4333.047558678468,-3467.861313327779,-5469.639627384888,turning_down,turning_up,rising,False,True,True,DOWN-UP-UP
2026-06-29,049,0.0,38329.0,0.0,34429.0,True,False,264.013007559613,199.07316988118646,137.49035669997335,645.2563512303573,5474.031959291608,3783.227979994443,9902.516290516407,falling,turning_down,turning_down,False,False,False,DOWN-DOWN-DOWN
2026-06-30,049,0.0,862.0,-9511.0,-9511.0,False,False,55.888007559613015,356.57316988118646,227.4903566999734,-3469.3998388331256,-5781.644616325878,3467.8613133277795,-5783.183141831224,turning_up,turning_up,falling,True,True,False,UP-UP-DOWN
2026-07-01,049,0.0,0.0,-8356.0,-7111.0,False,False,207.76300755961313,154.07316988118646,317.4903566999734,5474.21863355702,5209.054291263493,-3783.227979994439,6900.044944826074,turning_down,turning_down,turning_up,False,False,True,DOWN-DOWN-UP
2026-07-02,049,0.0,0.0,-14400.0,-14400.0,False,True,359.638007559613,311.57316988118646,47.490356699973404,-6186.259798418737,-3843.432670550976,-3467.8613133277768,-13497.55378229749,turning_up,turning_up,rising,True,True,True,UP-UP-UP
2026-07-03,049,0.0,13966.0,-9778.0,13621.0,True,False,151.51300755961302,109.07316988118646,137.4903566999733,5437.369492460679,1892.6832665509903,3783.227979994439,11113.280739006108,turning_down,turning_down,turning_down,False,False,False,DOWN-DOWN-DOWN
2026-07-04,049,0.0,0.0,-15111.0,-15111.0,False,True,303.3880075596128,266.57316988118623,227.4903566999734,-3404.4037566214424,346.21000756485955,3467.861313327777,409.66756427119435,turning_up,falling,falling,True,False,False,UP-DOWN-DOWN
2026-07-05,049,0.0,10517.0,-533.0,2586.0,True,True,95.26300755961302,64.07316988118646,317.4903566999733,567.4626383230811,-2532.395946430474,-3783.2279799944386,-5748.161288101832,rising,turning_up,turning_up,True,True,True,UP-UP-UP
2026-07-06,049,0.0,10345.0,-2311.0,2759.0,True,True,247.13800755961302,221.57316988118646,47.49035669997352,2403.4890217007514,4333.0475586784705,-3467.8613133277777,3268.6752670514443,turning_down,turning_down,rising,False,False,True,DOWN-DOWN-UP
2026-07-07,049,0.0,10690.0,-2311.0,5690.0,True,True,39.013007559613015,19.07316988118623,137.4903566999733,-4806.838792054534,-5474.031959291612,3783.227979994438,-6497.642771351708,turning_up,turning_up,turning_down,True,True,False,UP-UP-DOWN
2026-07-08,049,0.0,37179.0,-5714.0,35128.0,True,False,190.88800755961302,176.5731698811867,227.4903566999733,6075.017668314147,5781.644616325877,3467.8613133277913,15324.523597967815,turning_down,turning_down,falling,False,False,False,DOWN-DOWN-DOWN
2026-07-09,049,0.0,0.0,-8356.0,-8356.0,False,False,342.76300755961256,334.0731698811869,317.4903566999733,-5908.535733901879,-5209.0542912635,-3783.227979994438,-14900.818005159817,turning_up,turning_up,turning_up,True,True,True,UP-UP-UP
2026-07-10,049,0.0,9052.0,-444.0,-444.0,False,False,134.63800755961302,131.57316988118646,47.49035669997352,4346.708941466222,3843.4326705509807,-3467.861313327778,4722.280298689425,turning_down,turning_down,rising,False,False,True,DOWN-DOWN-UP
2026-07-11,049,0.0,0.0,-10667.0,-7467.0,False,True,286.513007559613,289.07316988118646,137.4903566999733,-1758.3743569224675,-1892.6832665509853,3783.2279799944376,132.1703565209848,turning_up,turning_up,turning_down,True,True,False,UP-UP-DOWN
2026-07-12,049,0.0,22810.0,-2298.0,19835.0,True,True,78.38800755961256,86.57316988118691,227.4903566999733,-1245.2134693566122,-346.21000756482346,3467.8613133277927,1876.437836406357,rising,rising,falling,True,True,False,UP-UP-DOWN
2026-07-13,049,0.0,10169.0,-11354.0,8136.0,True,False,230.26300755961302,244.07316988118646,317.4903566999733,3954.73483147964,2532.39594643046,-3783.2279799944367,2703.902797915663,turning_down,turning_down,turning_up,False,False,True,DOWN-DOWN-UP
2026-07-14,049,0.0,5664.0,-7748.0,-7748.0,False,True,22.13800755961256,41.57316988118646,47.49035669997352,-5730.316016125399,-4333.047558678474,-3467.8613133277795,-13531.224888131652,turning_up,turning_up,rising,True,True,True,UP-UP-UP
