date,machine,long_phase,mid_phase,short_phase,long_x,long_y,mid_x,mid_y,short_x,short_y,distance_long_mid,distance_mid_short,distance_short_long,mean_pair_distance,max_pair_distance,min_pair_distance,convergence_score,phase_convergence,centroid_x,centroid_y,centroid_region,bullish,next_day_bullish,wave_direction_pattern
2026-06-27,049,323.46895481071834,243.9364463430388,320.6323266637986,268.87579209215187,232.01432332966368,217.30204107754943,149.55189755678484,266.2168000708721,231.17568403228427,97.26203502941813,95.1582690362365,2.788109474238481,65.06947117996437,97.26203502941813,2.788109474238481,0.5578998407753721,True,250.79821108019112,204.24730163957759,LEFT,True,False,UP-DOWN-UP
2026-06-28,049,115.34395481071834,41.436446343038824,50.63232666379861,382.87215042247556,150.74870424502632,335.743159333758,230.49070448008933,344.6093767697925,226.60042400136143,92.6279029371237,9.682153367211948,84.95600766037711,62.42202132157092,92.6279029371237,9.682153367211948,0.5789640775585287,True,354.40822884200867,202.61327757549236,RIGHT,False,True,DOWN-UP-UP
2026-06-29,049,267.2189548107183,198.93644634303882,140.6323266637986,220.5410748021888,186.14015958017887,264.86491617146385,87.59143462740086,365.16673126385325,110.57339915797398,108.05764250411421,102.90104374841101,163.1775590811258,124.71208177788367,163.1775590811258,102.90104374841101,0.2582838223585191,False,283.5242407458353,128.1016644551846,TOP,True,False,DOWN-DOWN-DOWN
2026-06-30,049,59.0939548107184,356.4364463430388,230.6323266637986,352.82238562586093,221.6211155703303,297.1369941856902,235.9728109199769,224.00709189548218,127.65049280838028,57.50507785625639,130.69700535989836,159.44860564179442,115.88356295264971,159.44860564179442,57.50507785625639,0.27523361071911634,False,291.32215723567776,195.0814730995625,LEFT,False,False,UP-UP-DOWN
2026-07-01,049,210.9689548107183,153.93644634303882,320.6323266637986,245.7442499418383,99.59234307297507,346.90068529835725,94.10944613079275,266.21680007087207,231.1756840322843,101.30491879921819,159.0504413947672,133.1664406928398,131.17393362894174,159.0504413947672,101.30491879921819,0.27704344820560356,False,286.2872451036892,141.62582441201735,TOP,False,False,DOWN-DOWN-UP
2026-07-02,049,2.8439548107182873,311.4364463430386,50.63232666379861,302.2842912759303,235.98270861106445,257.4005339612486,227.60466807646742,344.6093767697925,226.60042400136143,45.65898853328438,87.21462474933725,43.352510037600084,58.74204110674057,87.21462474933725,43.352510037600084,0.6035698875030124,True,301.4314006689904,230.0626002296311,BOTTOM,False,True,UP-UP-UP
2026-07-03,049,154.7189548107183,108.93644634303882,140.6323266637986,345.66759732093743,93.30667090574312,383.60116031935587,161.317499026606,365.16673126385325,110.57339915797398,77.87443703450145,53.98881223068403,26.045270761889945,52.63617334235848,77.87443703450145,26.045270761889945,0.6460252862068115,True,364.8118296347155,121.7325230301077,TOP,True,False,DOWN-DOWN-DOWN
2026-07-04,049,306.59395481071806,266.4364463430388,230.6323266637985,252.69146632579196,225.1266738917294,220.16568033731352,185.02823262702827,224.0070918954823,127.65049280838016,51.63149955237585,57.50618635812767,101.60905085203827,70.2489122541806,101.60905085203827,51.63149955237585,0.5381406779452806,True,232.28807951952925,179.26846644237926,LEFT,False,True,UP-DOWN-DOWN
2026-07-05,049,98.46895481071829,63.936446343038824,320.6323266637985,381.81083622753977,177.81860348849602,357.4379710140651,218.09328024511393,266.216800070872,231.1756840322842,47.075324179067124,92.15449699877823,127.31441096413756,88.84807738066097,127.31441096413756,47.075324179067124,0.4212981319811929,False,335.1552024374923,209.02918925529806,RIGHT,True,True,UP-UP-UP
2026-07-06,049,250.3439548107183,221.43644634303905,50.632326663798494,216.40844151833713,160.14221807448536,232.50409348219404,113.53902521853949,344.6093767697924,226.6004240013615,49.30443789873377,159.2183231783358,144.4028148422561,117.64185863977521,159.2183231783358,49.30443789873377,0.2762803491893827,False,264.50730392344116,166.76055576479544,LEFT,True,True,DOWN-DOWN-UP
2026-07-07,049,42.21895481071829,18.936446343038824,140.6323266637985,336.48865105254043,230.21463187918528,315.4899060266373,235.14857746421364,365.1667312638534,110.5733991579741,21.570607587615896,134.11473452115652,123.03030867090237,92.90521692655825,134.11473452115652,21.570607587615896,0.39038757035837945,False,339.04842944767705,191.97886950045768,RIGHT,True,True,UP-UP-DOWN
2026-07-08,049,194.0939548107183,176.43644634303905,230.6323266637985,273.44817435237695,84.24552798188405,306.8332761156808,80.27444189597541,224.00709189548223,127.65049280838012,33.620448308252094,95.41837869369314,65.79066503766947,64.9431640132049,95.41837869369314,33.620448308252094,0.5662800968468493,True,268.09618078784666,97.39015422874654,TOP,True,False,DOWN-DOWN-DOWN
2026-07-09,049,345.96895481071806,333.93644634303837,320.6323266637985,288.61593667919317,235.55381798522458,278.3593026100279,234.24537606730826,266.216800070872,231.1756840322842,10.3397564130555,12.524511052464172,22.823001067084107,15.229089510867928,22.823001067084107,10.3397564130555,0.8962590860587086,True,277.7306797866977,233.65829269493904,BOTTOM,False,False,UP-UP-UP
2026-07-10,049,137.84395481071851,131.43644634303882,50.63232666379872,368.2710862494039,114.59130757498659,374.3522132227988,124.36560222490398,344.60937676979256,226.60042400136135,11.511600287099755,106.47344788225034,114.48108428083088,77.488710816727,114.48108428083088,11.511600287099755,0.47963143508713235,False,362.41089208066506,155.18577793375064,RIGHT,False,False,DOWN-DOWN-UP
2026-07-11,049,289.71895481071806,288.93644634303837,140.6323266637985,236.7378664430567,212.67473765146795,236.04401748254264,211.94248888177904,365.1667312638534,110.5733991579741,1.0087688737849527,164.15957957330156,164.06906058523492,109.7458030107738,164.15957957330156,1.0087688737849527,0.2538200928486293,False,279.3162050631509,178.396875230407,LEFT,False,True,UP-UP-DOWN
2026-07-12,049,81.59395481071806,86.43644634303882,230.6323266637985,372.53429851019894,200.7187533089539,375.8640493613149,194.72451455701935,224.00709189548223,127.65049280838012,6.856977391365781,166.01042113167668,165.52734456080196,112.79824769461482,166.01042113167668,6.856977391365781,0.24540717667419687,False,324.1351465889987,174.36458689145113,RIGHT,True,True,UP-UP-DOWN
2026-07-13,049,233.46895481071851,243.93644634303882,320.6323266637985,222.01837690019164,132.23121883207293,217.3020410775493,149.55189755678487,266.216800070872,231.17568403228424,17.95131569207751,95.15826903623646,108.36746654107202,73.825683756462,108.36746654107202,17.95131569207751,0.5074206066314908,False,235.17907268287095,170.98626680704737,LEFT,True,False,DOWN-DOWN-UP
2026-07-14,049,25.34395481071806,41.43644634303837,50.63232666379872,321.0086975705861,234.35613937736858,335.7431593337576,230.4907044800895,344.60937676979256,226.60042400136135,15.233054532675519,9.682153367212466,24.842366627547623,16.585858175811868,24.842366627547623,9.682153367212466,0.8870801516929654,True,333.7870778913787,230.4824226196065,BOTTOM,False,True,UP-UP-UP
2026-07-15,049,177.21895481071851,198.93644634303882,140.6323266637985,305.3352985982263,80.16719705626379,264.86491617146385,87.59143462740083,365.16673126385336,110.57339915797411,41.145730729701306,102.90104374841115,67.11436106431707,70.38704518080984,102.90104374841115,41.145730729701306,0.5322679829617675,True,311.7889820111812,92.77734361387957,TOP,True,False,DOWN-DOWN-DOWN
2026-07-16,049,329.09395481071806,356.4364463430388,230.63232666379895,274.0391713586589,233.3669994535702,297.1369941856902,235.9728109199769,224.00709189548178,127.65049280838078,23.24434711381208,130.69700535989818,116.95806407713856,90.2998055169496,130.69700535989818,23.24434711381208,0.4059227029095537,False,265.061085813277,198.99676772730928,LEFT,False,False,UP-UP-DOWN
2026-07-17,049,120.96895481071806,153.93644634303837,320.6323266637987,380.9998200614398,141.39011294633133,346.900685298358,94.10944613079317,266.2168000708722,231.17568403228444,58.29418878509885,159.0504413947673,145.72779574736515,121.02414197574376,159.0504413947673,58.29418878509885,0.2770434482056032,False,331.37243514355663,155.558414369803,TOP,False,False,DOWN-DOWN-UP
2026-07-18,049,272.8439548107185,311.4364463430388,50.63232666379918,223.681823677326,193.79127175485394,257.4005339612487,227.6046680764676,344.6093767697929,226.60042400136103,47.75245746570148,87.21462474933753,125.29929595997689,86.75545939167198,125.29929595997689,47.75245746570148,0.43045774563646866,False,275.2305781361226,215.99878794422753,BOTTOM,False,True,DOWN-UP-UP
2026-07-19,049,64.71895481071806,108.93644634303882,140.63232666379872,358.17244768587415,217.47444876473503,383.6011603193557,161.31749902660604,365.1667312638531,110.57339915797385,61.645944149529655,53.98881223068421,107.12961499882466,74.25479045967951,107.12961499882466,53.98881223068421,0.513047204550797,False,368.98011308969427,163.1217823164383,RIGHT,True,True,UP-DOWN-DOWN
2026-07-20,049,216.5939548107176,266.4364463430393,230.63232666379827,238.1849311561571,106.74758973803594,220.16568033731352,185.02823262702893,224.00709189548238,127.65049280837977,80.32778131621987,57.50618635812873,25.25752329247107,54.36383032227322,80.32778131621987,25.25752329247107,0.6348737212899097,True,227.45256779631768,139.80877172448155,LEFT,True,False,DOWN-DOWN-DOWN
2026-07-21,049,8.468954810718515,63.93644634303928,320.6323266637992,306.8259697715833,235.84353645739543,357.43797101406545,218.09328024511353,266.2168000708725,231.17568403228458,53.63437578056324,92.15449699877816,40.87656431310903,62.22181236415014,92.15449699877816,40.87656431310903,0.5811159227328266,True,310.16024695217374,228.37083357826452,BOTTOM,False,False,UP-UP-UP
2026-07-22,049,160.34395481071806,221.43644634303928,50.63232666379872,336.37379297062205,88.16584333395008,232.50409348219367,113.53902521853966,344.6093767697925,226.6004240013613,106.92386464566684,159.21832317833588,138.67933503256762,134.9405076188568,159.21832317833588,106.92386464566684,0.2762803491893824,False,304.4957544075361,142.76843085128368,TOP,False,True,DOWN-DOWN-UP
2026-07-23,049,312.21895481071806,18.93644634303928,140.63232666379918,258.15924586673947,227.9641092309459,315.4899060266377,235.14857746421353,365.1667312638525,110.57339915797321,57.77907214696835,134.11473452115675,158.84325841045344,116.91235502619286,158.84325841045344,57.77907214696835,0.2779851890433934,False,312.9386277190766,191.22869528437755,RIGHT,True,True,UP-UP-DOWN
2026-07-24,049,104.09395481071806,176.43644634303928,230.63232666379872,383.20985819040635,169.10846128136689,306.8332761156804,80.27444189597537,224.007091895482,127.6504928083805,117.15317020713294,95.4183786936932,164.51226077670756,125.69460322584457,164.51226077670756,95.4183786936932,0.2522169964695111,False,304.68340873385625,125.6777986619076,TOP,True,False,UP-DOWN-DOWN
2026-07-25,049,255.96895481071806,333.9364463430393,320.6323266637987,216.80031901028244,169.2080998136077,278.3593026100286,234.24537606730865,266.2168000708721,231.17568403228447,89.55085574316992,12.524511052464756,79.25888022367221,60.44474900643562,89.55085574316992,12.524511052464756,0.592950655712864,True,253.7921405637277,211.54305330440027,LEFT,False,False,DOWN-UP-UP
2026-07-26,049,47.84395481071806,131.43644634303928,50.63232666379918,341.9017119460896,227.93561853779477,374.35221322279847,124.36560222490331,344.6093767697929,226.60042400136103,108.53471017219461,106.47344788225048,3.0189722171034665,72.67571009051618,108.53471017219461,3.0189722171034665,0.5066604083082064,False,353.621100646227,192.96721492135305,RIGHT,False,True,UP-DOWN-UP
2026-07-27,049,199.71895481071806,288.9364463430393,140.63232666379872,263.51841090473476,88.21698503467428,236.04401748254335,211.94248888177992,365.1667312638531,110.57339915797385,126.73927014204203,164.15957957330141,104.07780879842934,131.6588861712576,164.15957957330141,104.07780879842934,0.25382009284862994,False,288.2430532170437,136.91095769147603,TOP,True,False,DOWN-UP-DOWN
2026-07-28,049,351.59395481071897,86.43644634303928,230.63232666379827,293.22512327880236,235.84590355808496,375.86404936131487,194.72451455701875,224.00709189548238,127.65049280837977,92.30471676706438,166.01042113167642,128.44213785156214,128.91909191676766,166.01042113167642,92.30471676706438,0.2454071766741981,False,297.69875484519986,186.07363697449446,TOP,False,True,UP-UP-DOWN
2026-07-29,049,143.46895481071806,243.93644634303928,320.6323266637992,361.73608093807195,106.66295016027142,217.30204107754912,149.5518975567856,266.2168000708725,231.17568403228458,150.6673610282335,95.15826903623648,156.93104827812024,134.25222611419676,156.93104827812024,95.15826903623648,0.2866770532812716,False,281.7516406954979,162.46351058311387,TOP,True,False,DOWN-DOWN-UP
2026-07-30,049,295.34395481071806,41.43644634303928,50.63232666379872,241.88645880701839,217.52470861569324,335.7431593337584,230.49070448008916,344.6093767697925,226.60042400136126,94.7480727113839,9.682153367211583,103.12306475540994,69.18443027800181,103.12306475540994,9.682153367211583,0.5312587965663185,False,307.4129983035231,224.87194569904787,BOTTOM,False,True,UP-UP-UP
2026-07-31,049,87.21895481071806,198.93644634303928,140.63232666379918,376.3573447653305,193.70917634415198,264.864916171463,87.59143462740109,365.1667312638525,110.57339915797323,153.9205533410717,102.9010437484109,83.88556061021123,113.56905256656461,153.9205533410717,83.88556061021123,0.3003611211769468,False,335.46299740021533,130.62467004317543,TOP,True,False,UP-DOWN-DOWN
2026-08-01,049,239.09395481071806,356.4364463430393,230.63232666379872,218.9727136174402,141.4945575309493,297.1369941856906,235.9728109199769,224.007091895482,127.6504928083805,122.62053302850003,130.6970053598985,14.73102483499002,89.34952107446286,130.6970053598985,14.73102483499002,0.40592270290955224,False,246.7055998995376,168.37262041976888,LEFT,False,False,DOWN-UP-DOWN
