category,value,samples,bullish_count,bullish_rate,next_day_samples,next_day_bullish_count,next_day_bullish_rate
TOP_WAVE_PATTERN,NONE,4,0,0.0,3,1,33.33333333333333
TOP_WAVE_PATTERN,LONG,5,3,60.0,5,3,60.0
TOP_WAVE_PATTERN,MID,7,3,42.857142857142854,7,3,42.857142857142854
TOP_WAVE_PATTERN,SHORT,6,2,33.33333333333333,6,2,33.33333333333333
TOP_WAVE_PATTERN,LONG+MID,5,4,80.0,5,4,80.0
TOP_WAVE_PATTERN,LONG+SHORT,6,2,33.33333333333333,6,5,83.33333333333334
TOP_WAVE_PATTERN,MID+SHORT,4,2,50.0,4,1,25.0
TOP_WAVE_PATTERN,LONG+MID+SHORT,4,4,100.0,4,1,25.0
