date,n_observations,n_fft,n_fft_changed,long_k,mid_k,short_k,long_frequency,mid_frequency,short_frequency,long_period,mid_period,short_period,dominant_rank_signature,regime,period_stability_score,joint_repeat_period,long_phase,mid_phase,short_phase,top_wave_count,top_wave_pattern,centroid_region,centroid_y_offset,alignment_score,convergence_score,bullish,next_day_bullish
2026-07-26,30,32,False,8,14,16,0.25,0.4375,0.5,4.0,2.2857142857142856,2.0,1-2-3,STABLE,1.0,16,49.84217109872816,141.79693960303848,0.0,1,MID,RIGHT,0.6461609902643204,0.5426193574096054,0.3537741375749396,False,True
2026-07-27,31,32,False,8,14,16,0.25,0.4375,0.5,4.0,2.2857142857142856,2.0,1-2-3,STABLE,1.0,16,140.4970197736252,298.15269305835045,180.0,2,LONG+SHORT,TOP,-53.18566586041024,0.4409214279508598,0.2607393445507238,True,False
2026-07-28,32,32,False,8,14,16,0.25,0.4375,0.5,4.0,2.2857142857142856,2.0,1-2-3,STABLE,1.0,16,236.20997423255585,88.18776660447384,0.0,1,LONG,TOP,-1.6142719044362366,0.1681400158859278,0.24462967535430913,False,True
2026-07-29,33,64,True,16,27,28,0.25,0.421875,0.4375,4.0,2.3703703703703702,2.2857142857142856,1-3-2,UNSTABLE,,64,326.1764220017094,245.61782058039444,138.989511560937,2,MID+SHORT,TOP,-24.006167328528335,0.2927773611624151,0.29456732836355204,True,False
2026-07-30,34,64,False,16,27,28,0.25,0.421875,0.4375,4.0,2.3703703703703702,2.2857142857142856,1-3-2,STABLE,1.0,64,55.98696470102823,42.959721396986424,291.11945316556466,0,NONE,BOTTOM,32.50438958106517,0.5832022648176134,0.48981899522304884,False,True
2026-07-31,35,64,False,16,28,32,0.25,0.4375,0.5,4.0,2.2857142857142856,2.0,1-2-3,TRANSITION,0.7857142857142858,16,147.51100087941404,199.21655174961052,180.0000000000009,3,LONG+MID+SHORT,TOP,-100.24911100212701,0.9318415361989844,0.5771946466339514,True,False
2026-08-01,36,64,False,16,28,32,0.25,0.4375,0.5,4.0,2.2857142857142856,2.0,2-1-3,TRANSITION,1.0,16,357.0216040130954,241.18071905758825,0.0,1,MID,LEFT,15.648459680178945,0.592682644008343,0.44352767853490216,False,False
