category,value,samples,bullish_count,bullish_rate,next_day_samples,next_day_bullish_count,next_day_bullish_rate
TOP_HIGH_ALIGNMENT,TRUE,3,3,100.0,3,0,0.0
TOP_CONVERGENCE,TRUE,1,1,100.0,1,0,0.0
BOTTOM_HIGH_ALIGNMENT,TRUE,4,0,0.0,3,1,33.33333333333333
BOTTOM_CONVERGENCE,TRUE,4,0,0.0,3,1,33.33333333333333
