group,value,samples,percentage,source_bullish_count,source_bullish_rate,target_bullish_count,target_bullish_rate,mean_improvement,mean_shape_similarity
component_continuity,ALL_SAME_K,25,86.20689655172413,12,48.0,10,40.0,0.7291716878234483,0.801404599186064
component_continuity,ANY_K_CHANGE,4,13.793103448275861,0,0.0,3,75.0,0.19630071031443944,0.7848370901777587
