source_date,target_date,machine,comparison_scope,source_regime,source_n_fft,source_component_reorder,source_bullish,target_bullish,transformation_type,best_permutation,identity_distance,best_permutation_distance,permutation_improvement,best_rotation_deg,rotation_residual,inversion_distance,inversion_improvement_vs_identity,vertical_mirror_distance,horizontal_mirror_distance,best_mirror_type,best_mirror_distance,best_rotation_permutation,best_rotation_plus_swap_deg,best_transformation_distance,transformation_improvement,classification_confidence,shape_similarity,centroid_distance,centroid_region_match,predicted_centroid_region,actual_centroid_region,identity_distance_threshold,identity_centroid_threshold,source_top_wave_count,source_top_wave_pattern,source_centroid_region,source_phase_alignment_score,source_convergence_score,source_long_k,source_mid_k,source_short_k,source_perimeter,source_area,predicted_perimeter,actual_perimeter,predicted_area,actual_area,area_ratio,predicted_long_mid_side,actual_long_mid_side,long_mid_side_ratio,predicted_mid_short_side,actual_mid_short_side,mid_short_side_ratio,predicted_short_long_side,actual_short_long_side,short_long_side_ratio,predicted_long_phase,actual_long_phase,long_angular_error,long_xy_distance,predicted_long_x,predicted_long_y,actual_long_x,actual_long_y,transformed_long_x,transformed_long_y,predicted_mid_phase,actual_mid_phase,mid_angular_error,mid_xy_distance,predicted_mid_x,predicted_mid_y,actual_mid_x,actual_mid_y,transformed_mid_x,transformed_mid_y,predicted_short_phase,actual_short_phase,short_angular_error,short_xy_distance,predicted_short_x,predicted_short_y,actual_short_x,actual_short_y,transformed_short_x,transformed_short_y
2026-08-15,2026-08-16,049,FORWARD_FROZEN,TRANSITION,64,,True,True,ROLE_SWAP,MID_SHORT_SWAP,315.3172578605815,5.675685828699256,0.9820000786915102,-25.92813410847615,348.0483115832854,337.0037706863871,0.0,423.2864907264727,307.9542228132782,HORIZONTAL,307.9542228132782,MID_SHORT_SWAP,-0.5841743624507247,5.579622091683068,0.9823047360948759,0.8028726775456623,0.8173356475277309,1.0391340622292968,True,TOP,TOP,74.82546245332179,0.848965032693829,1,LONG,RIGHT,0.32952887697653427,0.2641223022907221,16,27,28,342.6979095618579,1937.492345043067,377.5751209049178,374.1715751845244,5595.6992072313315,5308.068693029774,0.9485979314560276,143.39046835766453,73.75010644016395,0.5143306056871656,155.6503570254378,155.77411555780083,1.0007951059973654,78.53429552181547,144.64735318655963,1.8418367698527212,146.13485801530078,148.23134645977734,2.096488444476563,3.8898098687963683,358.2712853266528,103.16911308196343,355.3898731035083,100.55605272757067,357.38296452780895,102.57951613841722,5.130554843553,188.31156676749288,176.81898807606012,155.74206165928715,304.1250359645575,235.9433955912212,284.14743061886776,81.48794876419257,281.60508824206676,81.95552431504312,189.07796709390368,5.524646244104588,176.4466791502009,155.68538633249798,282.7076214520953,81.77359310789556,304.4429109169286,235.93427781505122,304.5932415564884,235.89895044730417
