machine,time,minute,value
0039,09:00,540,0
0039,09:05,545,0
0039,09:10,550,0
0039,09:15,555,0
0039,09:20,560,0
0039,09:25,565,0
0039,09:30,570,0
0039,09:35,575,0
0039,09:40,580,0
0039,09:45,585,0
0039,09:50,590,0
0039,09:55,595,0
0039,10:00,600,0
0039,10:05,605,0
0039,10:10,610,0
0039,10:15,615,0
0039,10:20,620,0
0039,10:25,625,0
0039,10:30,630,0
0039,10:35,635,0
0039,10:40,640,0
0039,10:45,645,0
0039,10:50,650,0
0039,10:55,655,0
0039,11:00,660,0
0039,11:05,665,0
0039,11:10,670,0
0039,11:15,675,0
0039,11:20,680,0
0039,11:25,685,0
0039,11:30,690,0
0039,11:35,695,0
0039,11:40,700,0
0039,11:45,705,-178
0039,11:50,710,-178
0039,11:55,715,-178
0039,12:00,720,-178
0039,12:05,725,690
0039,12:10,730,690
0039,12:15,735,690
0039,12:20,740,690
0039,12:25,745,690
0039,12:30,750,-1067
0039,12:35,755,-1067
0039,12:40,760,-1067
0039,12:45,765,-1067
0039,12:50,770,-2311
0039,12:55,775,-2311
0039,13:00,780,-2311
0039,13:05,785,-2844
0039,13:10,790,-2844
0039,13:15,795,-2844
0039,13:20,800,-2844
0039,13:25,805,3621
0039,13:30,810,3621
0039,13:35,815,3621
0039,13:40,820,3621
0039,13:45,825,3621
0039,13:50,830,2759
0039,13:55,835,2759
0039,14:00,840,2759
0039,14:05,845,2759
0039,14:10,850,1552
0039,14:15,855,1552
0039,14:20,860,1552
0039,14:25,865,1552
0039,14:30,870,0
0039,14:35,875,0
0039,14:40,880,0
0039,14:45,885,-1244
0039,14:50,890,-1244
0039,14:55,895,-1244
0039,15:00,900,-1244
0039,15:05,905,-1244
0039,15:10,910,3966
0039,15:15,915,3966
0039,15:20,920,3966
0039,15:25,925,3966
0039,15:30,930,4483
0039,15:35,935,4483
0039,15:40,940,4483
0039,15:45,945,3448
0039,15:50,950,3448
0039,15:55,955,3448
0039,16:00,960,3448
0039,16:05,965,3448
0039,16:10,970,9483
0039,16:15,975,9483
0039,16:20,980,9483
0039,16:25,985,9483
0039,16:30,990,12586
0039,16:35,995,12586
0039,16:40,1000,12586
0039,16:45,1005,12586
0039,16:50,1010,12759
0039,16:55,1015,12759
0039,17:00,1020,12759
0039,17:05,1025,12414
0039,17:10,1030,12414
0039,17:15,1035,12414
0039,17:20,1040,12414
0039,17:25,1045,12414
0039,17:30,1050,12241
0039,17:35,1055,12241
0039,17:40,1060,12241
0039,17:45,1065,12241
0039,17:50,1070,12241
0039,17:55,1075,12241
0039,18:00,1080,12241
0039,18:05,1085,12241
0039,18:10,1090,11897
0039,18:15,1095,11897
0039,18:20,1100,11897
0039,18:25,1105,10862
0039,18:30,1110,10862
0039,18:35,1115,10862
0039,18:40,1120,10862
0039,18:45,1125,10862
0039,18:50,1130,14655
0039,18:55,1135,14655
0039,19:00,1140,14655
0039,19:05,1145,14655
0039,19:10,1150,14310
0039,19:15,1155,14310
0039,19:20,1160,14310
0039,19:25,1165,12586
0039,19:30,1170,12586
0039,19:35,1175,12586
0039,19:40,1180,12586
0039,19:45,1185,12414
0039,19:50,1190,12414
0039,19:55,1195,12414
0039,20:00,1200,12414
0039,20:05,1205,12414
0039,20:10,1210,12414
0039,20:15,1215,12414
0039,20:20,1220,12414
0039,20:25,1225,12414
0039,20:30,1230,12414
0039,20:35,1235,12414
0039,20:40,1240,12414
0039,20:45,1245,12414
0039,20:50,1250,12414
0039,20:55,1255,12414
0039,21:00,1260,12414
0039,21:05,1265,12414
0039,21:10,1270,12414
0039,21:15,1275,12414
0039,21:20,1280,12414
0039,21:25,1285,12414
0039,21:30,1290,13621
0039,21:35,1295,13621
0039,21:40,1300,13621
0039,21:45,1305,14483
0039,21:50,1310,14483
0039,21:55,1315,14483
0039,22:00,1320,14483
0039,22:05,1325,14483
0039,22:10,1330,14483
0039,22:15,1335,14483
0039,22:20,1340,14483
0039,22:25,1345,14483
0039,22:30,1350,14483
0039,22:35,1355,14483
0039,22:40,1360,14483
0039,22:45,1365,14483
0039,22:50,1370,14483
0039,22:55,1375,14483
0039,23:00,1380,14483
0039,23:05,1385,14483
0039,23:10,1390,14483
0039,23:15,1395,14483
0039,23:16,1396,14483
0039,23:20,1400,14483
0040,09:00,540,0
0040,09:05,545,0
0040,09:10,550,0
0040,09:15,555,0
0040,09:20,560,0
0040,09:25,565,0
0040,09:30,570,0
0040,09:35,575,0
0040,09:40,580,0
0040,09:45,585,0
0040,09:50,590,0
0040,09:55,595,0
0040,10:00,600,0
0040,10:05,605,0
0040,10:10,610,0
0040,10:15,615,0
0040,10:20,620,0
0040,10:25,625,0
0040,10:30,630,0
0040,10:35,635,0
0040,10:40,640,0
0040,10:45,645,0
0040,10:50,650,0
0040,10:55,655,0
0040,11:00,660,-889
0040,11:05,665,-889
0040,11:10,670,-1422
0040,11:15,675,-1422
0040,11:20,680,-1422
0040,11:25,685,-1422
0040,11:30,690,-2400
0040,11:35,695,-2400
0040,11:40,700,-2400
0040,11:45,705,2328
0040,11:50,710,2328
0040,11:55,715,2328
0040,12:00,720,2328
0040,12:05,725,1207
0040,12:10,730,1207
0040,12:15,735,1207
0040,12:20,740,1207
0040,12:25,745,1207
0040,12:30,750,1897
0040,12:35,755,1897
0040,12:40,760,1897
0040,12:45,765,1897
0040,12:50,770,6207
0040,12:55,775,6207
0040,13:00,780,6207
0040,13:05,785,9569
0040,13:10,790,9569
0040,13:15,795,9569
0040,13:20,800,9569
0040,13:25,805,8017
0040,13:30,810,8017
0040,13:35,815,8017
0040,13:40,820,8017
0040,13:45,825,8017
0040,13:50,830,6466
0040,13:55,835,6466
0040,14:00,840,6466
0040,14:05,845,6466
0040,14:10,850,5259
0040,14:15,855,5259
0040,14:20,860,5259
0040,14:25,865,5259
0040,14:30,870,6810
0040,14:35,875,6810
0040,14:40,880,6810
0040,14:45,885,7328
0040,14:50,890,7328
0040,14:55,895,7328
0040,15:00,900,7328
0040,15:05,905,7328
0040,15:10,910,6034
0040,15:15,915,6034
0040,15:20,920,6034
0040,15:25,925,6034
0040,15:30,930,5862
0040,15:35,935,5862
0040,15:40,940,5862
0040,15:45,945,8448
0040,15:50,950,8448
0040,15:55,955,8448
0040,16:00,960,8448
0040,16:05,965,8448
0040,16:10,970,7500
0040,16:15,975,7500
0040,16:20,980,7500
0040,16:25,985,7500
0040,16:30,990,5776
0040,16:35,995,5776
0040,16:40,1000,5776
0040,16:45,1005,5776
0040,16:50,1010,4310
0040,16:55,1015,4310
0040,17:00,1020,4310
0040,17:05,1025,4052
0040,17:10,1030,4052
0040,17:15,1035,4052
0040,17:20,1040,4052
0040,17:25,1045,4052
0040,17:30,1050,3448
0040,17:35,1055,3448
0040,17:40,1060,3448
0040,17:45,1065,3448
0040,17:50,1070,2672
0040,17:55,1075,2672
0040,18:00,1080,2672
0040,18:05,1085,2672
0040,18:10,1090,2586
0040,18:15,1095,2586
0040,18:20,1100,2586
0040,18:25,1105,2069
0040,18:30,1110,2069
0040,18:35,1115,2069
0040,18:40,1120,2069
0040,18:45,1125,2069
0040,18:50,1130,2069
0040,18:55,1135,2069
0040,19:00,1140,2069
0040,19:05,1145,2069
0040,19:10,1150,1207
0040,19:15,1155,1207
0040,19:20,1160,1207
0040,19:25,1165,1207
0040,19:30,1170,1207
0040,19:35,1175,1207
0040,19:40,1180,1207
0040,19:45,1185,431
0040,19:50,1190,431
0040,19:55,1195,431
0040,20:00,1200,431
0040,20:05,1205,431
0040,20:10,1210,345
0040,20:15,1215,345
0040,20:20,1220,345
0040,20:25,1225,345
0040,20:30,1230,345
0040,20:35,1235,345
0040,20:40,1240,345
0040,20:45,1245,-889
0040,20:50,1250,-889
0040,20:55,1255,-889
0040,21:00,1260,-889
0040,21:05,1265,-889
0040,21:10,1270,-1511
0040,21:15,1275,-1511
0040,21:20,1280,-1511
0040,21:25,1285,-1511
0040,21:30,1290,-1600
0040,21:35,1295,-1600
0040,21:40,1300,-1600
0040,21:45,1305,-1600
0040,21:50,1310,-1600
0040,21:55,1315,-1600
0040,22:00,1320,-1600
0040,22:05,1325,-2578
0040,22:10,1330,-2578
0040,22:15,1335,-2578
0040,22:20,1340,-2578
0040,22:25,1345,-2578
0040,22:30,1350,-2578
0040,22:35,1355,-2578
0040,22:40,1360,-2578
0040,22:45,1365,-2578
0040,22:50,1370,-2578
0040,22:55,1375,-2578
0040,23:00,1380,-2578
0040,23:05,1385,-2578
0040,23:10,1390,-2578
0040,23:15,1395,-2578
0040,23:16,1396,-2578
0040,23:20,1400,-2578
0041,09:00,540,0
0041,09:05,545,0
0041,09:10,550,0
0041,09:15,555,0
0041,09:20,560,0
0041,09:25,565,0
0041,09:30,570,0
0041,09:35,575,0
0041,09:40,580,0
0041,09:45,585,0
0041,09:50,590,0
0041,09:55,595,0
0041,10:00,600,0
0041,10:05,605,0
0041,10:10,610,0
0041,10:15,615,0
0041,10:20,620,0
0041,10:25,625,0
0041,10:30,630,0
0041,10:35,635,0
0041,10:40,640,0
0041,10:45,645,0
0041,10:50,650,0
0041,10:55,655,0
0041,11:00,660,0
0041,11:05,665,0
0041,11:10,670,0
0041,11:15,675,0
0041,11:20,680,0
0041,11:25,685,0
0041,11:30,690,0
0041,11:35,695,0
0041,11:40,700,0
0041,11:45,705,0
0041,11:50,710,0
0041,11:55,715,0
0041,12:00,720,0
0041,12:05,725,0
0041,12:10,730,0
0041,12:15,735,0
0041,12:20,740,0
0041,12:25,745,0
0041,12:30,750,0
0041,12:35,755,0
0041,12:40,760,0
0041,12:45,765,0
0041,12:50,770,-533
0041,12:55,775,-533
0041,13:00,780,-533
0041,13:05,785,-978
0041,13:10,790,-978
0041,13:15,795,-978
0041,13:20,800,-978
0041,13:25,805,-1067
0041,13:30,810,-1067
0041,13:35,815,-1067
0041,13:40,820,-1067
0041,13:45,825,-1067
0041,13:50,830,-1511
0041,13:55,835,-1511
0041,14:00,840,-1511
0041,14:05,845,-1511
0041,14:10,850,-2667
0041,14:15,855,-2667
0041,14:20,860,-2667
0041,14:25,865,-2667
0041,14:30,870,-4089
0041,14:35,875,-4089
0041,14:40,880,-4089
0041,14:45,885,-4978
0041,14:50,890,-4978
0041,14:55,895,-4978
0041,15:00,900,-4978
0041,15:05,905,-4978
0041,15:10,910,-6311
0041,15:15,915,-6311
0041,15:20,920,-6311
0041,15:25,925,-6311
0041,15:30,930,-7911
