time,minute,initial_5m,continuation_5m,total_5m,initial_10m,continuation_10m,total_10m,initial_30m,continuation_30m,total_30m
09:00,540,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,0,0,0
09:45,585,0,0,0,0,0,0,0,0,0
09:50,590,0,0,0,0,0,0,0,0,0
09:55,595,0,0,0,0,0,0,1,0,1
10:00,600,0,0,0,0,0,0,1,1,2
10:05,605,0,0,0,0,0,0,1,3,4
10:10,610,0,0,0,0,0,0,1,4,5
10:15,615,0,0,0,1,0,1,2,5,7
10:20,620,1,0,1,1,1,2,2,6,8
10:25,625,0,1,1,0,3,3,1,7,8
10:30,630,0,2,2,0,3,3,2,6,8
10:35,635,0,1,1,1,2,3,2,4,6
10:40,640,1,1,2,1,2,3,2,3,5
10:45,645,0,1,1,0,2,2,1,4,5
10:50,650,0,1,1,1,1,2,3,5,8
10:55,655,1,0,1,1,0,1,5,6,11
11:00,660,0,0,0,0,0,0,6,9,15
11:05,665,0,0,0,0,2,2,6,10,16
11:10,670,0,2,2,2,4,6,6,11,17
11:15,675,2,2,4,4,4,8,6,10,16
11:20,680,2,2,4,4,5,9,7,9,16
11:25,685,2,3,5,2,4,6,5,8,13
11:30,690,0,1,1,0,2,2,3,5,8
11:35,695,0,1,1,0,2,2,4,5,9
11:40,700,0,1,1,3,2,5,5,4,9
11:45,705,3,1,4,3,2,5,7,4,11
11:50,710,0,1,1,0,1,1,5,5,10
11:55,715,0,0,0,1,1,2,6,5,11
12:00,720,1,1,2,2,1,3,6,6,12
12:05,725,1,0,1,3,1,4,6,5,11
12:10,730,2,1,3,3,3,6,8,7,15
12:15,735,1,2,3,2,3,5,9,10,19
12:20,740,1,1,2,1,2,3,8,12,20
12:25,745,0,1,1,1,1,2,8,17,25
12:30,750,1,0,1,4,2,6,9,23,32
12:35,755,3,2,5,6,6,12,8,28,36
12:40,760,3,4,7,3,8,11,7,28,35
12:45,765,0,4,4,1,10,11,6,27,33
12:50,770,1,6,7,2,13,15,7,25,32
12:55,775,1,7,8,1,12,13,6,21,27
13:00,780,0,5,5,2,7,9,5,15,20
13:05,785,2,2,4,4,5,9,5,11,16
13:10,790,2,3,5,3,5,8,4,11,15
13:15,795,1,2,3,1,4,5,3,10,13
13:20,800,0,2,2,0,3,3,2,8,10
13:25,805,0,1,1,0,2,2,4,6,10
13:30,810,0,1,1,1,3,4,6,8,14
13:35,815,1,2,3,2,4,6,7,10,17
13:40,820,1,2,3,1,2,3,7,9,16
13:45,825,0,0,0,2,0,2,6,7,13
13:50,830,2,0,2,4,3,7,9,8,17
13:55,835,2,3,5,3,6,9,9,10,19
14:00,840,1,3,4,2,4,6,10,10,20
14:05,845,1,1,2,1,1,2,15,13,28
14:10,850,0,0,0,3,1,4,16,19,35
14:15,855,3,1,4,5,3,8,18,26,44
14:20,860,2,2,4,5,5,10,17,34,51
14:25,865,3,3,6,9,9,18,16,37,53
14:30,870,6,6,12,8,13,21,15,43,58
14:35,875,2,7,9,4,14,18,10,40,50
14:40,880,2,7,9,4,16,20,10,36,46
14:45,885,2,9,11,3,14,17,12,34,46
14:50,890,1,5,6,3,14,17,12,30,42
14:55,895,2,9,11,3,12,15,14,29,43
15:00,900,1,3,4,3,6,9,13,25,38
15:05,905,2,3,5,6,8,14,13,28,41
15:10,910,4,5,9,6,10,16,13,29,42
15:15,915,2,5,7,5,9,14,12,25,37
15:20,920,3,4,7,4,9,13,14,24,38
15:25,925,1,5,6,2,11,13,13,27,40
15:30,930,1,6,7,3,10,13,13,27,40
15:35,935,2,4,6,5,5,10,13,31,44
15:40,940,3,1,4,7,5,12,11,33,44
15:45,945,4,4,8,6,11,17,10,36,46
15:50,950,2,7,9,3,12,15,8,36,44
15:55,955,1,5,6,2,15,17,7,33,40
16:00,960,1,10,11,1,16,17,6,29,35
16:05,965,0,6,6,2,10,12,8,20,28
16:10,970,2,4,6,4,8,12,9,16,25
16:15,975,2,4,6,3,8,11,10,15,25
16:20,980,1,4,5,1,5,6,8,16,24
16:25,985,0,1,1,3,2,5,9,12,21
16:30,990,3,1,4,4,3,7,12,11,23
16:35,995,1,2,3,4,5,9,9,13,22
16:40,1000,3,3,6,3,8,11,9,12,21
16:45,1005,0,5,5,2,5,7,8,12,20
16:50,1010,2,0,2,5,0,5,13,9,22
16:55,1015,3,0,3,3,3,6,12,15,27
17:00,1020,0,3,3,1,4,5,10,18,28
17:05,1025,1,1,2,3,4,7,10,17,27
17:10,1030,2,3,5,7,5,12,10,17,27
17:15,1035,5,2,7,6,8,14,10,16,26
17:20,1040,1,6,7,2,9,11,6,18,24
17:25,1045,1,3,4,1,5,6,6,14,20
17:30,1050,0,2,2,1,3,4,6,14,20
17:35,1055,1,1,2,3,3,6,8,13,21
17:40,1060,2,2,4,3,6,9,7,14,21
17:45,1065,1,4,5,2,6,8,6,12,18
17:50,1070,1,2,3,2,5,7,9,11,20
17:55,1075,1,3,4,3,4,7,9,11,20
18:00,1080,2,1,3,2,3,5,11,14,25
18:05,1085,0,2,2,1,2,3,9,20,29
18:10,1090,1,0,1,5,3,8,11,22,33
18:15,1095,4,3,7,5,5,10,13,27,40
18:20,1100,1,2,3,4,8,12,10,27,37
18:25,1105,3,6,9,3,13,16,12,28,40
18:30,1110,0,7,7,2,11,13,10,24,34
18:35,1115,2,4,6,5,9,14,12,21,33
18:40,1120,3,5,8,4,8,12,11,20,31
18:45,1125,1,3,4,4,6,10,10,21,31
18:50,1130,3,3,6,4,5,9,9,22,31
18:55,1135,1,2,3,3,6,9,6,21,27
19:00,1140,2,4,6,3,7,10,5,22,27
19:05,1145,1,3,4,3,9,12,4,19,23
19:10,1150,2,6,8,2,10,12,4,19,23
19:15,1155,0,4,4,0,6,6,3,14,17
19:20,1160,0,2,2,0,5,5,3,13,16
19:25,1165,0,3,3,1,4,5,4,12,16
19:30,1170,1,1,2,2,4,6,5,11,16
19:35,1175,1,3,4,2,4,6,4,11,15
19:40,1180,1,1,2,1,4,5,4,9,13
19:45,1185,0,3,3,1,4,5,3,10,13
19:50,1190,1,1,2,2,3,5,4,11,15
19:55,1195,1,2,3,1,3,4,3,12,15
20:00,1200,0,1,1,1,2,3,2,12,14
20:05,1205,1,1,2,1,3,4,3,13,16
20:10,1210,0,2,2,1,6,7,2,14,16
20:15,1215,1,4,5,1,6,7,2,12,14
20:20,1220,0,2,2,0,4,4,1,8,9
20:25,1225,0,2,2,1,4,5,3,6,9
20:30,1230,1,2,3,1,4,5,3,5,8
20:35,1235,0,2,2,0,2,2,2,4,6
20:40,1240,0,0,0,0,0,0,2,2,4
20:45,1245,0,0,0,2,0,2,3,3,6
20:50,1250,2,0,2,2,1,3,7,3,10
20:55,1255,0,1,1,0,2,2,6,9,15
21:00,1260,0,1,1,0,1,1,6,10,16
21:05,1265,0,0,0,1,1,2,8,11,19
21:10,1270,1,1,2,5,1,6,8,13,21
21:15,1275,4,0,4,5,6,11,8,15,23
21:20,1280,1,6,7,1,8,9,4,17,21
21:25,1285,0,2,2,2,4,6,4,13,17
21:30,1290,2,2,4,2,4,6,4,13,17
21:35,1295,0,2,2,1,5,6,3,12,15
21:40,1300,1,3,4,1,5,6,4,14,18
21:45,1305,0,2,2,1,4,5,3,14,17
21:50,1310,1,2,3,1,4,5,3,15,18
21:55,1315,0,2,2,1,3,4,2,13,15
22:00,1320,1,1,2,2,5,7,2,11,13
22:05,1325,1,4,5,1,7,8,1,10,11
22:10,1330,0,3,3,0,6,6,0,6,6
22:15,1335,0,3,3,0,3,3,0,3,3
22:20,1340,0,0,0,0,0,0,0,0,0
22:25,1345,0,0,0,0,0,0,0,0,0
22:30,1350,0,0,0,0,0,0,0,0,0
22:35,1355,0,0,0,0,0,0,0,0,0
22:40,1360,0,0,0,0,0,0,0,0,0
22:45,1365,0,0,0,0,0,0,0,0,0
22:50,1370,0,0,0,0,0,0,0,0,0
22:55,1375,0,0,0,0,0,0,0,0,0
23:00,1380,0,0,0,0,0,0,0,0,0
23:05,1385,0,0,0,0,0,0,0,0,0
23:10,1390,0,0,0,0,0,0,0,0,0
23:15,1395,0,0,0,0,0,0,0,0,0
23:16,1396,0,0,0,0,0,0,0,0,0
23:20,1400,0,0,0,0,0,0,0,0,0
