time,minute,g1,g2,g3,g4,g5,g6,g7,g8,g9,all39_total
09:00,540,0,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,0,0,0,0
09:45,585,0,0,0,0,0,0,0,0,0,0
09:50,590,0,0,0,0,0,0,0,0,0,0
09:55,595,0,0,0,0,0,0,0,0,0,0
10:00,600,0,0,0,0,0,0,0,0,0,0
10:05,605,0,0,0,0,0,0,0,0,0,0
10:10,610,0,0,-178,-170,0,-178,0,-89,0,-615
10:15,615,0,0,-178,-170,0,-178,0,-89,0,-615
10:20,620,0,0,-178,-170,0,-178,0,-89,0,-615
10:25,625,0,0,-1956,331,-1244,-1244,0,-711,-800,-5624
10:30,630,0,0,-1956,331,-1244,-1244,0,-711,-800,-5624
10:35,635,0,0,-1956,331,-1244,-1244,0,-711,-800,-5624
10:40,640,0,0,-4267,5531,-2844,-2311,0,-711,-1867,-6469
10:45,645,0,0,-4267,5531,-2844,-2311,0,-711,-1867,-6469
10:50,650,0,0,-4267,5531,-2844,-2311,0,-711,-1867,-6469
10:55,655,0,0,-4267,5531,-2844,-2311,0,-711,-1867,-6469
11:00,660,0,-711,-6756,8939,-3555,-1244,-533,-711,-2667,-7238
11:05,665,0,-711,-6756,8939,-3555,-1244,-533,-711,-2667,-7238
11:10,670,-533,-1156,-7645,8406,-2693,-1244,-1245,-1067,-2756,-9933
11:15,675,-533,-1156,-7645,8406,-2693,-1244,-1245,-1067,-2756,-9933
11:20,680,-533,-1156,-7645,8406,-2693,-1244,-1245,-1067,-2756,-9933
11:25,685,-533,-1156,-7645,8406,-2693,-1244,-1245,-1067,-2756,-9933
11:30,690,-1600,-3467,-11200,6017,-1171,663,612,-1867,-3267,-15280
11:35,695,-1600,-3467,-11200,6017,-1171,663,612,-1867,-3267,-15280
11:40,700,-1600,-3467,-11200,6017,-1171,663,612,-1867,-3267,-15280
11:45,705,-3555,-5334,-11556,8331,-3895,-2139,3513,-1511,-4148,-20294
11:50,710,-3555,-5334,-11556,8331,-3895,-2139,3513,-1511,-4148,-20294
11:55,715,-3555,-5334,-11556,8331,-3895,-2139,3513,-1511,-4148,-20294
12:00,720,-3555,-5334,-11556,8331,-3895,-2139,3513,-1511,-4148,-20294
12:05,725,-3644,-6667,-9621,6232,-7145,-4089,2212,-3733,-5895,-32350
12:10,730,-3644,-6667,-9621,6232,-7145,-4089,2212,-3733,-5895,-32350
12:15,735,-3644,-6667,-9621,6232,-7145,-4089,2212,-3733,-5895,-32350
12:20,740,-3644,-6667,-9621,6232,-7145,-4089,2212,-3733,-5895,-32350
12:25,745,-3644,-6667,-9621,6232,-7145,-4089,2212,-3733,-5895,-32350
12:30,750,-5955,-9867,-11911,4141,-10063,-4267,3213,-2163,-7140,-44012
12:35,755,-5955,-9867,-11911,4141,-10063,-4267,3213,-2163,-7140,-44012
12:40,760,-5955,-9867,-11911,4141,-10063,-4267,3213,-2163,-7140,-44012
12:45,765,-5955,-9867,-11911,4141,-10063,-4267,3213,-2163,-7140,-44012
12:50,770,-4522,-8444,-12719,7333,-14663,-5333,2464,-2881,-7383,-46148
12:55,775,-4522,-8444,-12719,7333,-14663,-5333,2464,-2881,-7383,-46148
13:00,780,-4522,-8444,-12719,7333,-14663,-5333,2464,-2881,-7383,-46148
13:05,785,-6210,-4970,-12757,9640,-14471,-5688,5717,-5042,-2614,-36395
13:10,790,-6210,-4970,-12757,9640,-14471,-5688,5717,-5042,-2614,-36395
13:15,795,-6210,-4970,-12757,9640,-14471,-5688,5717,-5042,-2614,-36395
13:20,800,-6210,-4970,-12757,9640,-14471,-5688,5717,-5042,-2614,-36395
13:25,805,-6121,-3845,-4237,6069,-12838,-8355,2058,-8273,-3347,-38889
13:30,810,-6121,-3845,-4237,6069,-12838,-8355,2058,-8273,-3347,-38889
13:35,815,-6121,-3845,-4237,6069,-12838,-8355,2058,-8273,-3347,-38889
13:40,820,-6121,-3845,-4237,6069,-12838,-8355,2058,-8273,-3347,-38889
13:45,825,-6121,-3845,-4237,6069,-12838,-8355,2058,-8273,-3347,-38889
13:50,830,-7800,-2778,-8122,3373,-11644,-9422,-76,-9516,-6038,-52023
13:55,835,-7800,-2778,-8122,3373,-11644,-9422,-76,-9516,-6038,-52023
14:00,840,-7800,-2778,-8122,3373,-11644,-9422,-76,-9516,-6038,-52023
14:05,845,-7800,-2778,-8122,3373,-11644,-9422,-76,-9516,-6038,-52023
14:10,850,-4707,-2956,-7373,565,-15467,-11022,-3753,-11828,-9353,-65894
14:15,855,-4707,-2956,-7373,565,-15467,-11022,-3753,-11828,-9353,-65894
14:20,860,-4707,-2956,-7373,565,-15467,-11022,-3753,-11828,-9353,-65894
14:25,865,-4707,-2956,-7373,565,-15467,-11022,-3753,-11828,-9353,-65894
14:30,870,-2045,-5603,-11114,-895,-14841,-13528,-7094,-17155,-13714,-85989
14:35,875,-2045,-5603,-11114,-895,-14841,-13528,-7094,-17155,-13714,-85989
14:40,880,-2045,-5603,-11114,-895,-14841,-13528,-7094,-17155,-13714,-85989
14:45,885,68,-5732,-7971,-2779,-9166,-19378,-908,-14933,-13514,-74313
14:50,890,68,-5732,-7971,-2779,-9166,-19378,-908,-14933,-13514,-74313
14:55,895,68,-5732,-7971,-2779,-9166,-19378,-908,-14933,-13514,-74313
15:00,900,68,-5732,-7971,-2779,-9166,-19378,-908,-14933,-13514,-74313
15:05,905,68,-5732,-7971,-2779,-9166,-19378,-908,-14933,-13514,-74313
15:10,910,-207,5521,-1830,-4883,-8077,-23999,3824,-18488,-15304,-63443
15:15,915,-207,5521,-1830,-4883,-8077,-23999,3824,-18488,-15304,-63443
15:20,920,-207,5521,-1830,-4883,-8077,-23999,3824,-18488,-15304,-63443
15:25,925,-207,5521,-1830,-4883,-8077,-23999,3824,-18488,-15304,-63443
15:30,930,-2429,731,7502,-4922,-8387,-29333,11992,-17298,-18623,-60767
15:35,935,-2429,731,7502,-4922,-8387,-29333,11992,-17298,-18623,-60767
15:40,940,-2429,731,7502,-4922,-8387,-29333,11992,-17298,-18623,-60767
15:45,945,338,-143,13713,-3898,-12459,-32356,12736,-17801,-20356,-60226
15:50,950,338,-143,13713,-3898,-12459,-32356,12736,-17801,-20356,-60226
15:55,955,338,-143,13713,-3898,-12459,-32356,12736,-17801,-20356,-60226
16:00,960,338,-143,13713,-3898,-12459,-32356,12736,-17801,-20356,-60226
16:05,965,338,-143,13713,-3898,-12459,-32356,12736,-17801,-20356,-60226
16:10,970,987,11770,17959,-8527,-13244,-35556,10375,-12071,-23469,-51776
16:15,975,987,11770,17959,-8527,-13244,-35556,10375,-12071,-23469,-51776
16:20,980,987,11770,17959,-8527,-13244,-35556,10375,-12071,-23469,-51776
16:25,985,987,11770,17959,-8527,-13244,-35556,10375,-12071,-23469,-51776
16:30,990,3334,22371,20325,-11176,-15078,-37689,9756,-11590,-28454,-48201
16:35,995,3334,22371,20325,-11176,-15078,-37689,9756,-11590,-28454,-48201
16:40,1000,3334,22371,20325,-11176,-15078,-37689,9756,-11590,-28454,-48201
16:45,1005,3334,22371,20325,-11176,-15078,-37689,9756,-11590,-28454,-48201
16:50,1010,1452,21842,21860,-7996,-17719,-40178,7622,-14845,-28440,-56402
16:55,1015,1452,21842,21860,-7996,-17719,-40178,7622,-14845,-28440,-56402
17:00,1020,1452,21842,21860,-7996,-17719,-40178,7622,-14845,-28440,-56402
17:05,1025,2295,21649,18197,-6214,-22235,-43023,6722,-17778,-26926,-67313
17:10,1030,2295,21649,18197,-6214,-22235,-43023,6722,-17778,-26926,-67313
17:15,1035,2295,21649,18197,-6214,-22235,-43023,6722,-17778,-26926,-67313
17:20,1040,2295,21649,18197,-6214,-22235,-43023,6722,-17778,-26926,-67313
17:25,1045,2295,21649,18197,-6214,-22235,-43023,6722,-17778,-26926,-67313
17:30,1050,-1369,25700,14204,-5944,-26569,-45333,7432,-21688,-17713,-71280
17:35,1055,-1369,25700,14204,-5944,-26569,-45333,7432,-21688,-17713,-71280
17:40,1060,-1369,25700,14204,-5944,-26569,-45333,7432,-21688,-17713,-71280
17:45,1065,-1369,25700,14204,-5944,-26569,-45333,7432,-21688,-17713,-71280
17:50,1070,75,24666,12266,-9092,-26951,-47466,9124,-20089,-18768,-76235
17:55,1075,75,24666,12266,-9092,-26951,-47466,9124,-20089,-18768,-76235
18:00,1080,75,24666,12266,-9092,-26951,-47466,9124,-20089,-18768,-76235
18:05,1085,75,24666,12266,-9092,-26951,-47466,9124,-20089,-18768,-76235
18:10,1090,-1384,25183,10261,-11010,-25607,-49422,13121,-17868,-18637,-75363
18:15,1095,-1384,25183,10261,-11010,-25607,-49422,13121,-17868,-18637,-75363
18:20,1100,-1384,25183,10261,-11010,-25607,-49422,13121,-17868,-18637,-75363
18:25,1105,383,23102,6596,-12454,-26047,-51556,11273,-17868,-12070,-78641
18:30,1110,383,23102,6596,-12454,-26047,-51556,11273,-17868,-12070,-78641
18:35,1115,383,23102,6596,-12454,-26047,-51556,11273,-17868,-12070,-78641
18:40,1120,383,23102,6596,-12454,-26047,-51556,11273,-17868,-12070,-78641
18:45,1125,383,23102,6596,-12454,-26047,-51556,11273,-17868,-12070,-78641
18:50,1130,4081,20774,8838,-13485,-25596,-50133,12636,-19201,907,-61179
18:55,1135,4081,20774,8838,-13485,-25596,-50133,12636,-19201,907,-61179
19:00,1140,4081,20774,8838,-13485,-25596,-50133,12636,-19201,907,-61179
19:05,1145,4081,20774,8838,-13485,-25596,-50133,12636,-19201,907,-61179
19:10,1150,2841,22484,5775,-12532,-24472,-45867,18605,-19290,605,-51851
19:15,1155,2841,22484,5775,-12532,-24472,-45867,18605,-19290,605,-51851
19:20,1160,2841,22484,5775,-12532,-24472,-45867,18605,-19290,605,-51851
19:25,1165,8048,21615,1129,-12374,-29141,-33455,16521,-21156,5256,-43557
19:30,1170,8048,21615,1129,-12374,-29141,-33455,16521,-21156,5256,-43557
19:35,1175,8048,21615,1129,-12374,-29141,-33455,16521,-21156,5256,-43557
19:40,1180,8048,21615,1129,-12374,-29141,-33455,16521,-21156,5256,-43557
