Date,Machine,Group,Island,Open,High,Low,Close,Source,PointCount
2026/08/18,0035,8,s2,0,2227,-4781,-4561,image,422
2026/08/18,0036,9,s2,0,1310,-2061,699,image,422
2026/08/18,0037,1,s2,0,0,-3684,-789,image,422
2026/08/18,0038,2,s2,0,2838,-1974,1354,image,422
2026/08/18,0039,3,s3,0,0,-19211,-15789,image,422
2026/08/18,0040,4,s3,0,0,-13333,-6579,image,422
2026/08/18,0041,5,s3,0,0,-15789,-14035,image,422
2026/08/18,0042,6,s3,0,18952,-965,12402,image,422
2026/08/18,0043,7,s3,0,10131,-5965,-5965,image,422
2026/08/18,0044,8,s3,0,15371,-88,-88,image,422
2026/08/18,0045,9,s3,0,16245,-6316,14410,image,422
2026/08/18,0046,1,s3,0,2838,-833,-132,image,422
2026/08/18,0047,2,s3,0,0,-22785,-22785,image,422
2026/08/18,0048,3,s3,0,0,-9474,-9474,image,422
2026/08/18,0049,4,s3,0,17118,-2895,15808,image,422
2026/08/18,0050,5,s3,0,0,-21772,-10886,image,422
2026/08/18,0051,6,s3,0,17380,-965,15284,image,422
2026/08/18,0052,7,s3,0,20125,-3544,17250,image,422
2026/08/18,0053,8,s3,0,0,-10088,-2193,image,422
2026/08/18,0054,9,s3,0,0,-5833,-5833,image,422
2026/08/18,0055,1,s3,0,1834,-7500,-7500,image,422
2026/08/18,0056,2,s3,0,7686,-6447,6070,image,422
2026/08/18,0057,3,s3,0,33055,-518,31897,image,422
2026/08/18,0058,4,s4,0,5066,-7544,1747,image,422
2026/08/18,0059,5,s4,0,6681,-3596,2795,image,422
2026/08/18,0060,6,s4,0,6419,-3640,3275,image,422
2026/08/18,0061,7,s4,0,0,-8246,-5175,image,422
2026/08/18,0062,8,s4,0,10742,-175,9258,image,422
2026/08/18,0063,9,s4,0,28000,0,27625,image,422
2026/08/18,0064,1,s4,0,786,-921,-921,image,422
2026/08/18,0065,2,s4,0,1659,-9035,1659,image,422
2026/08/18,0066,3,s4,0,0,-12105,-12105,image,422
2026/08/18,0067,4,s4,0,16157,-5088,14148,image,422
2026/08/18,0068,5,s4,0,5983,-1009,1223,image,422
2026/08/18,0069,6,s4,0,16157,-351,11965,image,422
2026/08/18,0070,7,s4,0,0,-7193,-7193,image,422
2026/08/18,0071,8,s4,0,0,-11754,-11754,image,422
2026/08/18,0072,9,s4,0,8734,-5219,6245,image,422
2026/08/18,0073,1,s4,0,3712,-6184,-395,image,422
2026/08/18,0074,2,s4,0,2445,-15526,-15526,image,422
2026/08/18,0075,3,s4,0,0,-3991,-3991,image,422
2026/08/18,0076,4,s4,0,4323,-3246,3144,image,422
2026/08/18,0077,5,s4,0,10131,-877,1485,image,422
2026/08/18,0118,1,s7,0,0,-6579,-6272,image,422
2026/08/18,0119,2,s7,0,25125,-1013,25125,image,422
2026/08/18,0120,3,s7,0,0,-1228,-1228,image,422
2026/08/18,0121,4,s7,0,0,0,0,image,422
2026/08/18,0148,4,s8,0,0,-5351,-5351,image,422
2026/08/18,0149,5,s8,0,0,-5482,-5482,image,422
2026/08/18,0150,6,s8,0,175,-10702,-10702,image,422
2026/08/18,0151,7,s8,0,0,-6579,-3596,image,422
2026/08/18,0152,8,s8,0,0,-5088,-5088,image,422
2026/08/18,0153,9,s8,0,4061,-702,1310,image,422
2026/08/18,0154,1,s9,0,0,-19474,-19474,image,422
2026/08/18,0155,2,s9,0,11092,-4649,9432,image,422
2026/08/18,0156,3,s9,0,0,-7105,-7105,image,422
2026/08/18,0157,4,s9,0,0,-7982,-7982,image,422
2026/08/18,0158,5,s9,0,0,-7368,-7368,image,422
2026/08/18,0159,6,s9,0,1441,-1798,-833,image,422
2026/08/18,1173,3,sl1,0,838,-2070,-2070,image,422
2026/08/18,1174,4,sl1,0,0,-254,-254,image,422
2026/08/18,1175,5,sl1,0,0,-167,-167,image,422
2026/08/18,1176,6,sl1,0,227,0,0,image,422
2026/08/18,1177,7,sl1,0,0,-140,-140,image,422
2026/08/18,1178,8,sl1,0,0,-193,-193,image,422
2026/08/18,1179,9,sl1,0,0,-614,-596,image,422
2026/08/18,1180,1,sl1,0,0,-842,-842,image,422
2026/08/18,1015,7,sl2,0,0,-3351,-3351,image,422
2026/08/18,1016,8,sl2,0,79,-228,-228,image,422
2026/08/18,1017,9,sl2,0,0,-895,-895,image,422
2026/08/18,1018,1,sl2,0,0,-2386,-2386,image,422
