label,n,bullish_rate,close_mean,close_median,high_mean,low_mean,close_ge_3000,close_ge_5000,close_ge_10000,close_ge_15000,close_ge_20000
A+B+C group machines,223,0.5560538116591929,3587.9417040358744,1897.0,10098.54260089686,-6746.488789237668,0.4663677130044843,0.4170403587443946,0.30493273542600896,0.21524663677130046,0.1210762331838565
